gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Crem,chr18,3266048,3337748,-,3337748,3347748,4.758519511926174,5.0358317615191135,0.27731224959293943,Mixed,NSC
Cul2,chr18,3382988,3436377,+,3372988,3382988,4.458308222103119,4.772761531583469,0.3144533094803501,Mixed,NSC
Bambi,chr18,3507923,3516404,+,3497923,3507923,5.0638931649565695,5.288233695781231,0.22434053082466132,Mixed,NSC
Map3k8,chr18,4331327,4353015,-,4353015,4363015,5.766110772907734,5.963509839932123,0.19739906702438947,Mixed,NSC
Mtpap,chr18,4375592,4397330,+,4365592,4375592,4.151906393134594,4.978370608365535,0.8264642152309412,Mixed,NSC
Jcad,chr18,4634878,4682869,+,4624878,4634878,5.428443841946125,5.016127139405409,-0.41231670254071595,Mixed,NSC
Svil,chr18,4920540,5119299,+,4910540,4920540,5.944581474304199,4.964297345956167,-0.9802841283480319,Mixed,NSC
Gm26682,chr18,5162839,5165731,-,5165731,5175731,6.841534335517883,6.235061272946993,-0.6064730625708901,Mixed,NSC
Zfp438,chr18,5210029,5334807,-,5334807,5344807,3.7737806270956993,4.717359583328167,0.9435789562324679,Mixed,NSC
Zeb1,chr18,5591860,5775467,+,5581860,5591860,4.731062963783741,5.404747659524282,0.6736846957405405,Mixed,NSC
Arhgap12,chr18,6024427,6136098,-,6136098,6146098,5.304669177019596,5.773198706074556,0.46852952905496004,Mixed,NSC
Kif5b,chr18,6201002,6242174,-,6242174,6252174,3.378683121228218,4.302925665688515,0.9242425444602973,Mixed,NSC
Epc1,chr18,6435951,6516108,-,6516108,6526108,4.435677542865276,4.562112938992183,0.12643539612690624,Mixed,NSC
Mir1893,chr18,6490564,6490646,-,6490646,6500646,5.428637691497802,5.4195172742525735,-0.009120417245228829,Mixed,NSC
Rab18,chr18,6733905,6794429,+,6723905,6733905,4.43180095487833,5.198005358010531,0.7662044031322006,Mixed,NSC
Mkx,chr18,6934518,7004780,-,7004780,7014780,3.633498855292797,4.448600029945373,0.8151011746525763,Mixed,NSC
Mpp7,chr18,7347959,7626866,-,7626866,7636866,4.272041506683826,4.379696986754735,0.10765548007090864,Mixed,NSC
Wac,chr18,7868832,7929028,+,7858832,7868832,3.1459256762862204,3.449056819375356,0.3031311430891357,Mixed,NSC
Fzd8,chr18,9212163,9218136,+,9202163,9212163,2.335641034293175,2.0258265460173286,-0.30981448827584623,Mixed,NSC
Ccny,chr18,9312304,9450154,-,9450154,9460154,3.9499361368656154,4.554493417135874,0.6045572802702588,Mixed,NSC
Thoc1,chr18,9957906,9995489,+,9947906,9957906,3.456673084187508,4.543409045656523,1.0867359614690146,Mixed,NSC
Usp14,chr18,9993066,10045119,-,10045119,10055119,4.06392695183754,4.3312237650036804,0.2672968131661406,Mixed,NSC
Rock1,chr18,10064401,10182045,-,10182045,10192045,4.343016311883926,5.21518372943004,0.8721674175461134,Mixed,NSC
Esco1,chr18,10566507,10610352,-,10610352,10620352,5.747876519489288,5.399616153490544,-0.348260365998744,Mixed,NSC
Snrpd1,chr18,10617775,10642079,+,10607775,10617775,6.1944882718324665,5.532309181213378,-0.6621790906190883,Mixed,NSC
Abhd3,chr18,10642092,10706771,-,10706771,10716771,4.30894224601984,4.907992241789898,0.5990499957700575,Mixed,NSC
Mib1,chr18,10725548,10818704,+,10715548,10725548,5.331320515620709,5.784174420317014,0.4528539046963056,Mixed,NSC
Gata6,chr18,11052064,11085635,+,11042064,11052064,5.401391658306122,5.245740670498212,-0.15565098780790976,Mixed,NSC
Rbbp8,chr18,11633276,11745221,+,11623276,11633276,2.171402569413185,2.2970520578106246,0.1256494883974395,Mixed,NSC
Mir1901,chr18,11840361,11840438,-,11840438,11850438,9.704660847139358,6.99993702568213,-2.704723821457228,Euchromatin,NSC
Tmem241,chr18,11964450,12121537,-,12121537,12131537,6.362214232230187,5.585917748904227,-0.77629648332596,Mixed,NSC
Riok3,chr18,12128741,12157387,+,12118741,12128741,7.086567667376995,6.547647617948056,-0.5389200494289392,Mixed,NSC
Rmc1,chr18,12168717,12190658,+,12158717,12168717,5.88412889649868,5.046548338139057,-0.8375805583596234,Mixed,NSC
Npc1,chr18,12189692,12236400,-,12236400,12246400,5.850343642055988,5.48668211454153,-0.36366152751445746,Mixed,NSC
Ankrd29,chr18,12252362,12305797,-,12305797,12315797,5.879891400384903,6.022159124819438,0.14226772443453495,Mixed,NSC
Ttc39c,chr18,12599896,12738863,+,12589896,12599896,4.820125691723824,4.913526839315891,0.09340114759206664,Mixed,NSC
Cabyr,chr18,12740322,12755260,+,12730322,12740322,6.5244345991611485,5.240592074302832,-1.2838425248583167,Mixed,NSC
Osbpl1a,chr18,12755314,12941841,-,12941841,12951841,6.06403147405386,4.895044298162063,-1.1689871758917967,Mixed,NSC
Impact,chr18,12955852,12992950,+,12945852,12955852,6.892569030296803,5.214521932844321,-1.678047097452482,Mixed,NSC
