gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Fbxo4,chr15,3965445,3979573,-,3979573,3989573,4.366669360387325,5.1000931767368325,1.1679595489878016,Mixed,NSC,Mecp2
Prkaa1,chr15,5143861,5181899,+,5133861,5143861,5.250757108330727,5.3776777445983885,1.0241718734363645,Mixed,NSC,Mecp2
Ptger4,chr15,5206661,5244187,-,5244187,5254187,4.657863607794046,4.649015378372669,0.9981003674288419,Mixed,NSC,Mecp2
Dab2,chr15,6299788,6440712,+,6289788,6299788,4.504610296237469,4.234410196990966,0.9400169867142135,Mixed,NSC,Mecp2
Nup155,chr15,8109273,8161247,+,8099273,8109273,5.254049192070961,5.077246576666832,0.9663492653112296,Mixed,NSC,Mecp2
Nipbl,chr15,8290617,8444463,-,8444463,8454463,5.421133461606503,5.487482346158027,1.012238932138716,Mixed,NSC,Mecp2
Amacr,chr15,10981756,10996626,+,10971756,10981756,4.915130942451954,5.0482163418293,1.0270766742403317,Mixed,NSC,Mecp2
Pdzd2,chr15,12359711,12739924,-,12739924,12749924,6.745552633798123,5.689304900932312,0.8434156858292743,Mixed,NSC,Mecp2
Myo10,chr15,25622525,25813673,+,25612525,25622525,4.892860685944557,5.144443659257889,1.0514183806696233,Mixed,NSC,Mecp2
Marchf11,chr15,26309048,26409576,+,26299048,26309048,3.4577427277803423,3.7593493717575073,1.0872264560211446,Mixed,NSC,Mecp2
Fbxl7,chr15,26540459,26895580,-,26895580,26905580,3.91861149674654,4.415826234722138,1.1268854384744225,Mixed,NSC,Mecp2
Otulinl,chr15,27655069,27681579,-,27681579,27691579,5.712619074702263,4.63370824975729,0.8111355210567396,Mixed,NSC,Mecp2
Ctnnd2,chr15,30172593,31029341,+,30162593,30172593,4.934435090231895,5.277644772348404,1.0695539967271877,Mixed,NSC,Mecp2
Ankrd33b,chr15,31291478,31367726,-,31367726,31377726,8.403809469223024,6.19354700202465,0.7369927917460599,Mixed,NSC,Mecp2
Sema5a,chr15,32244810,32696341,+,32234810,32244810,5.099238401055336,5.357078739929199,1.0505644801428582,Mixed,NSC,Mecp2
Laptm4b,chr15,34238028,34284302,+,34228028,34238028,3.9667670977234843,4.154368607945442,1.047293300967839,Mixed,NSC,Mecp2
Matn2,chr15,34306677,34436273,+,34296677,34306677,5.05885676201582,4.677518457107544,0.9246196674767437,Mixed,NSC,Mecp2
Nipal2,chr15,34572799,34679212,-,34679212,34689212,4.449177193963528,4.589889786715507,1.0316266551358964,Mixed,NSC,Mecp2
Osr2,chr15,35296098,35303305,+,35286098,35296098,6.81352030698061,5.89614962178707,0.8653602478804279,Mixed,NSC,Mecp2
Cox6c,chr15,35925886,35938246,-,35938246,35948246,5.083398335599899,5.602323699932098,1.102082372868181,Mixed,NSC,Mecp2
Rgs22,chr15,36009479,36140400,-,36140400,36150400,5.522526760160924,5.996907342076302,1.0858991911705205,Mixed,NSC,Mecp2
Ncald,chr15,37366175,37792570,-,37792570,37802570,5.644816056191921,5.7628076950311655,1.02090265434067,Mixed,NSC,Mecp2
Rrm2b,chr15,37923952,37961318,-,37961318,37971318,3.8638374823331834,5.104554449987411,1.321110029427278,Mixed,NSC,Mecp2
