seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr1,72824693,72824937,190,16008,Igfbp2
chr1,72825362,72825653,40,16008,Igfbp2
chr9,20492516,20492906,0,235028,Zfp426
chr6,56652156,56652438,49,18575,Pde1c
chr9,98954990,98957445,0,26927,Foxl2
chr8,4275696,4275947,0,21856,Timm44
chr1,132298558,132299269,0,213417,Klhdc8a
chr2,74825756,74826361,0,53375,Mtx2
chr8,116993059,116993625,0,68133,Gcsh
chr5,144223435,144223928,0,70381,Tecpr1
chr16,16829032,16829374,0,50525,Spag6l
chr14,58071916,58072432,-254,14180,Fgf9
chr7,126928644,126929320,0,233877,Kctd13
chr6,6881412,6881925,143,13395,Dlx5
chr17,28621403,28622674,0,20815,Srpk1
chr7,16313668,16314092,151,170770,Bbc3
chr3,87794866,87795289,0,18211,Ntrk1
chr11,84525952,84526193,268,78365,Lhx1os
chr11,84524913,84525813,0,16869,Lhx1
chr3,129199724,129200373,0,18741,Pitx2
chr18,31938999,31939376,-42,225341,Lims2
chr12,111574329,111575376,0,100504687,2810029C07Rik
chr2,163602260,163602581,0,76080,Ttpal
chr13,75707246,75708619,0,192657,Ell2
chr7,138940369,138941329,0,74004,Jakmip3
chr6,83109003,83109669,0,68499,Mrpl53
chr16,29210007,29210265,0,27281,Plaat1
chr8,64947151,64947789,0,73067,Tmem192
chr8,70302335,70302963,0,234374,Ddx49
chr8,22227233,22227497,0,56229,Thsd1
chr9,24774109,24774519,0,57246,Tbx20
chr9,31912847,31915232,0,12023,Barx2
chr12,111908096,111908669,0,21981,Ppp1r13b
chr18,46850128,46850589,89,74574,Lvrn
chr1,186967389,186968306,0,110957,D1Pas1
chr1,109982432,109983228,0,241201,Cdh7
chr9,8134104,8134575,0,234915,Cep126
chr9,8900492,8900717,24,18667,Pgr
chr7,34811707,34812989,0,68947,Chst8
chr9,107526629,107527023,0,56808,Cacna2d2
chr11,69088413,69089149,0,22318,Vamp2
chr7,139085953,139086762,0,26757,Dpysl4
chr13,13783981,13784944,0,14706,Gng4
chr11,30885287,30885607,0,237716,Gpr75
chr12,4817253,4817906,0,66055,Sf3b6
chr2,180920342,180921136,0,228994,Ythdf1
chr16,84703010,84703522,0,100653389,Mir155hg
chr4,114406300,114406926,0,666048,Trabd2b
chr18,62922194,62922886,0,494504,Apcdd1
chr19,30539445,30539799,0,546723,Ppp1r2-ps3
chr12,72070105,72071180,0,238252,Gpr135
chr8,104641440,104642058,0,68523,Ciao2b
chr3,102203760,102204765,0,229658,Vangl1
chr3,102011670,102013119,1515,18072,Nhlh2
chr1,9299215,9300020,0,71096,Sntg1
chr2,163472210,163472708,0,228859,Fitm2
chr9,108831849,108832944,109,107934,Celsr3
chr4,19569570,19570166,0,70568,Cpne3
chr7,19586349,19586906,0,53609,Clasrp
chr12,11150132,11150540,0,238076,Kcns3
chr2,174463851,174464296,0,67126,Atp5f1e
chr8,109340687,109340906,0,384864,Gm1943
chr17,75005540,75006469,0,268977,Ltbp1
chr5,140388972,140389469,0,231834,Snx8
chr1,52630541,52630942,0,227094,Nemp2
chr1,156420694,156421188,0,77352,Axdnd1
chr4,118541901,118542148,814,230678,Tmem125
chr7,45181527,45182563,345,114640,Pth2
chr4,152159694,152160507,145,15206,Hes2
chr2,20519515,20519995,0,208618,Etl4
chrX,38189630,38190218,0,56805,Zbtb33
chr5,29195493,29196293,0,56874,Rnf32
chr3,107458206,107460358,0,99738,Kcnc4
chr10,29535491,29535850,17,72780,Rspo3
chr14,31138756,31138962,733,70021,Nt5dc2
chr10,10557825,10558187,0,67844,Rab32
chr7,57590812,57592071,0,14402,Gabrb3
chr8,105758221,105758724,0,70575,Gfod2
chr18,62179553,62180449,0,11555,Adrb2
chr17,56162184,56162539,0,66443,Tnfaip8l1
chr8,54077220,54077965,0,22341,Vegfc
chr8,70744012,70744591,933,110385,Pde4c
chr3,82903749,82904502,0,78212,Rbm46os
chrX,146962658,146963233,0,15560,Htr2c
chr10,33950923,33951152,43,72580,Zup1
chr18,37143448,37144497,0,353237,Pcdhac2
chr8,122376387,122377141,0,76014,Zc3h18
chr11,100622804,100623050,0,71966,Nkiras2
chr13,95524298,95525435,0,14063,F2rl1
chrX,36328331,36329513,0,74365,Lonrf3
chr16,5203359,5204020,0,27426,Nagpa
chr10,75921139,75921943,0,20587,Smarcb1
chr16,44331980,44332745,0,320007,Sidt1
chr11,110337365,110337948,0,217265,Abca5
chr5,101663309,101665763,0,18096,Nkx6-1
chr6,146888055,146888732,0,67533,Ppfibp1
chr10,110455608,110456050,154,260315,Nav3
chr6,91978786,91979172,0,232237,Fgd5
chr8,44950565,44950826,351,14107,Fat1
chr8,44951615,44951884,1401,14107,Fat1
