gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Rpp14,chr14,8075367,8085367,25.413133054383593,18.30174021269878,1.3885637518092695,Neither,,
Fezf2,chr14,12343189,12353189,46.70709111768405,13.71811547656854,3.4047745987750933,Neurons,intermediate,1.0
Il3ra,chr14,14341275,14351275,47.84527568904559,23.38819914543629,2.045701569048833,Neurons,intermediate,1.0
Oxsm,chr14,16244808,16254808,10.095381353712083,11.670156670848527,0.8650596250288435,Neither,,
Rarb,chr14,16814156,16824156,6.270519022067387,10.038141910711925,0.6246692941624961,Neither,,
Nr1d2,chr14,18234127,18244127,92.24278467534384,40.02676755139431,2.30452745295768,Neurons,intermediate,1.0
Rpl15,chr14,18266391,18276391,36.32845817874273,23.260828698285422,1.5617869272826266,Neither,,
Ube2e2,chr14,18889267,18899267,12.19353942729632,9.079283448545139,1.3430068018473649,Neither,,
Saysd1,chr14,20133534,20143534,8.239000324630737,9.945627156066893,0.828404302247033,Neither,,
Ppp3cb,chr14,20541573,20551573,10.515770578543345,3.9157497820059457,2.6855062667350427,Neurons,intermediate,1.0
Sec24c,chr14,20669308,20679308,18.863645333909986,10.544314259243011,1.7889873983388114,Neither,,
Vcl,chr14,20924398,20934398,59.636551216808954,34.70019714657466,1.7186228356254691,Neither,,
Adk,chr14,21047574,21057574,43.703134266344705,26.72222451090813,1.6354601859027451,Neither,,
Kat6b,chr14,21476434,21486434,6.082100299787521,4.48973638030688,1.354667576133234,Neither,,
Comtd1,chr14,21843977,21853977,30.113022513039905,21.93518082242409,1.3728185218448574,Neither,,
Rps24,chr14,24482125,24492125,23.075091849327084,18.73592546892166,1.2315960525997525,Neither,,
Zmiz1,chr14,25454185,25464185,72.1048360591332,38.31100388280551,1.8820920558412937,Neither,,
Ppif,chr14,25689154,25699154,14.319409014940263,9.950711812543869,1.4390336374619164,Neither,,
Anxa11,chr14,25837156,25847156,11.611291056712467,8.502526176420849,1.3656283809996168,Neither,,
Dennd6a,chr14,26568856,26578856,3.80797944038709,6.259010837753614,0.6083995601058569,Neither,,
Arf4,chr14,26633074,26643074,48.750143499263125,26.576107365878425,1.8343598190702064,Neither,,
Mir7672,chr14,26664608,26674608,21.918422927856444,11.37386908260981,1.9270859167324894,Neither,,
Tasor,chr14,27423834,27433834,19.555543381086984,6.720275914589564,2.909931620312248,Neurons,intermediate,1.0
Erc2,chr14,27617428,27627428,7.721276352771123,6.7422086350520445,1.1452146871618607,Neither,,
Cacna2d3,chr14,29716864,29726864,21.606165966924028,7.4787248938481,2.8890173490265663,Neurons,intermediate,1.0
Selenok,chr14,29963308,29973308,57.72867289559046,21.029112734953564,2.7451787254740747,Neurons,intermediate,1.0
Chdh,chr14,30004023,30014023,33.441689898602164,14.978313856601716,2.2326738656142315,Neurons,intermediate,1.0
Dcp1a,chr14,30474535,30484535,24.639791829347605,8.553026485522588,2.8808272570013114,Neurons,intermediate,1.0
Prkcd,chr14,30621210,30631210,21.42217749555906,14.751961294492085,1.4521579244894995,Neither,,
Nt5dc2,chr14,31126053,31136053,67.80256415928204,37.14343037100633,1.8254254785311328,Neither,,
Nisch,chr14,31211946,31221946,14.862177117522558,16.11449618514379,0.9222861792740524,Neither,,
Capn7,chr14,31331638,31341638,28.08615962963104,11.630738924860955,2.4148216042917334,Neurons,intermediate,1.0
Dph3,chr14,32080729,32090729,73.62023000119527,27.23934246702989,2.702716854869171,Neurons,intermediate,1.0
Ncoa4,chr14,32154865,32164865,27.141169517278673,17.811811905900637,1.523773643055788,Neither,,
Ogdhl,chr14,32317019,32327019,13.783631085475287,13.308486538537345,1.0357023727350265,Neither,,
Vstm4,chr14,32851756,32861756,19.896068947442373,7.930676467855771,2.5087480277482186,Neurons,intermediate,1.0
Mapk8,chr14,33442158,33452158,13.89192334675789,8.154133304158847,1.7036664509363124,Neither,,
Gdf10,chr14,33918587,33928587,17.59312751528422,4.972488861687978,3.538092895659498,Neurons,intermediate,1.0
Grid1,chr14,34815108,34825108,25.8871295987765,13.472234337194761,1.9215171701182578,Neither,,
Mir346,chr14,34889609,34899609,17.552079350090025,11.216168390949568,1.564890855619907,Neither,,
Ccser2,chr14,36963777,36973777,18.476131902233757,13.089242839860916,1.411550853496892,Neither,,
Ghitm,chr14,37130272,37140272,56.17115218695005,18.647258785645167,3.0123007801120414,Neurons,intermediate,1.0
Prxl2a,chr14,41008788,41018788,19.58622761874199,13.600243390504522,1.440138022266336,Neither,,
Dydc1,chr14,41067911,41077911,12.077309603834152,8.72146157280604,1.3847804640327506,Neither,,
4930431P03Rik,chr14,44956326,44966326,1.9036391616662343,1.5142989204724628,1.2571092377668056,Neither,,
Txndc16,chr14,45215328,45225328,62.21902932890256,20.871282380684217,2.9810832029413064,Neurons,intermediate,1.0
Gnpnat1,chr14,45399913,45409913,4.254373807358742,5.256239436062177,0.8093949788836096,Neither,,
Samd4,chr14,46877854,46887854,37.75132401474317,19.923879465381304,1.8947777756002742,Neither,,
Lgals3,chr14,47362751,47372751,35.66335412545998,19.642860774874688,1.8155886015888894,Neither,,
Fbxo34,chr14,47445421,47455421,7.18975507774353,3.7585813751657806,1.9128906255026632,Neither,,
Atg14,chr14,47565649,47575649,17.720105370322862,10.817772228022418,1.6380549522405918,Neither,,
Tmem260,chr14,48441124,48451124,42.46261399181684,10.537124364852906,4.029810460760335,Neurons,intermediate,1.0
