chrom,start,end,gfp_s2s,gfp_s3,gfp_diff,m2_s2s,m2_s3,m2_diff,condition_diff,abs_condition_diff,is_significant,change_type
chr1,3600000,3610000,2.6657026914954187,5.471350303113461,2.805647611618042,3.6850140669345857,4.44957971449693,0.7645656475623444,-2.0410819640556976,2.0410819640556976,True,S3 to S2S
chr1,3930000,3940000,2.65674815005064,5.170767568022012,2.5140194179713724,3.6321970859766006,4.067834902286529,0.4356378163099288,-2.078381601661444,2.078381601661444,True,S3 to S2S
chr1,5200000,5210000,4.104405767500401,5.790730572879316,1.6863248053789146,5.158725139796734,4.20087270017465,-0.9578524396220836,-2.644177245000998,2.644177245000998,True,S3 to S2S
chr1,7290000,7300000,4.187304687619209,4.532137314260006,0.3448326266407973,5.20972799372673,3.420069055477778,-1.789658938248952,-2.1344915648897493,2.1344915648897493,True,S3 to S2S
chr1,7440000,7450000,2.053500434458256,5.0366838260293,2.9831833915710444,3.297340805590153,4.039224049051602,0.7418832434614488,-2.2413001481095955,2.2413001481095955,True,S3 to S2S
chr1,7510000,7520000,2.0631880785822867,4.452400343954563,2.3892122653722767,4.2286198605299,4.422576907118162,0.1939570465882623,-2.1952552187840144,2.1952552187840144,True,S3 to S2S
chr1,8320000,8330000,1.958166404902935,4.964952031254768,3.006785626351833,3.779799354493618,3.976334890604019,0.1965355361104008,-2.810250090241432,2.810250090241432,True,S3 to S2S
chr1,9120000,9130000,1.2966665021777155,3.0946629004478456,1.79799639827013,2.889410662770272,2.5009056011041007,-0.3885050616661707,-2.186501459936301,2.186501459936301,True,S3 to S2S
chr1,9290000,9300000,3.150861632049084,4.947867390364408,1.7970057583153245,4.869715052783489,4.402906019210815,-0.466809033572674,-2.2638147918879983,2.2638147918879983,True,S3 to S2S
chr1,9660000,9670000,3.305840156316757,5.372863677978516,2.0670235216617585,4.812269117712974,4.865207181374232,0.0529380636612577,-2.0140854580005008,2.0140854580005008,True,S3 to S2S
chr1,9680000,9690000,2.49788392585516,5.780102882623672,3.2822189567685123,3.6939645814299578,4.108920183897018,0.4149556024670602,-2.867263354301452,2.867263354301452,True,S3 to S2S
chr1,9820000,9830000,3.98186087089777,5.394187122255564,1.4123262513577934,5.7803152116537095,4.998713479359945,-0.7816017322937645,-2.193927983651558,2.193927983651558,True,S3 to S2S
chr1,10050000,10060000,3.715088049352169,5.413464040726423,1.698375991374253,5.463936086297036,4.449665708025297,-1.014270378271739,-2.7126463696459924,2.7126463696459924,True,S3 to S2S
chr1,10260000,10270000,3.5968809589743618,5.22538460034132,1.628503641366958,5.179815925836564,4.337856681783994,-0.8419592440525694,-2.4704628854195274,2.4704628854195274,True,S3 to S2S
chr1,11500000,11510000,2.514191550552845,4.361242124915123,1.8470505743622785,4.122811010599136,3.928926374912262,-0.1938846356868744,-2.040935210049153,2.040935210049153,True,S3 to S2S
chr1,11990000,12000000,2.422188083350658,4.587125890046358,2.1649378066957,3.8389422483444218,3.679721143523852,-0.15922110482057,-2.3241589115162697,2.3241589115162697,True,S3 to S2S
chr1,12560000,12570000,4.675265763044357,4.788269560664893,0.1130037976205358,5.681384288549423,3.7893523304462433,-1.89203195810318,-2.0050357557237155,2.0050357557237155,True,S3 to S2S
chr1,13900000,13910000,2.344160596191883,3.9247861482203006,1.5806255520284176,4.525433940172196,3.3921483749548598,-1.1332855652173364,-2.713911117245754,2.713911117245754,True,S3 to S2S
chr1,13920000,13930000,3.5883157820701603,5.926790281057357,2.338474498987197,4.893537027060987,4.269141683220863,-0.6243953438401233,-2.9628698428273204,2.9628698428273204,True,S3 to S2S
chr1,13940000,13950000,3.7462416381835935,4.766528550833464,1.02028691264987,4.5859362100362775,3.594375664393107,-0.9915605456431704,-2.0118474582930403,2.0118474582930403,True,S3 to S2S
chr1,14440000,14450000,3.0224178833961486,3.5141536370813844,0.4917357536852358,4.676941691756248,3.064773056586583,-1.612168635169665,-2.1039043888549007,2.1039043888549007,True,S3 to S2S
chr1,14460000,14470000,4.451453293979168,6.20869609028101,1.757242796301842,5.6000230178236965,4.85273216275374,-0.7472908550699566,-2.5045336513717986,2.5045336513717986,True,S3 to S2S
chr1,14490000,14500000,3.8193222110271448,4.8704928868711,1.051170675843955,5.740171832442283,4.466527654131253,-1.27364417831103,-2.324814854154985,2.324814854154985,True,S3 to S2S
chr1,15560000,15570000,3.2667593409419062,5.426795714825392,2.160036373883486,4.326907194077969,4.464881160497665,0.1379739664196959,-2.02206240746379,2.02206240746379,True,S3 to S2S
chr1,15690000,15700000,3.784207877576351,4.361049661934375,0.5768417843580242,4.9883403804302215,3.5334378708601,-1.4549025095701218,-2.031744293928146,2.031744293928146,True,S3 to S2S
chr1,15790000,15800000,3.4743298061490058,5.082704352200032,1.6083745460510257,5.045404839158058,4.349660374601682,-0.695744464556376,-2.3041190106074017,2.3041190106074017,True,S3 to S2S
chr1,16350000,16360000,3.0724315294027327,5.4711460189223295,2.398714489519597,4.82321852350235,5.034593748370806,0.2113752248684566,-2.1873392646511403,2.1873392646511403,True,S3 to S2S
chr1,16430000,16440000,3.938227644503116,5.036876141101122,1.098648496598006,4.81935618686676,3.731632204174995,-1.0877239826917653,-2.1863724792897714,2.1863724792897714,True,S3 to S2S
chr1,16480000,16490000,2.8055636883974078,5.281476679742336,2.4759129913449285,3.822441922903061,3.851520893216133,0.0290789703130718,-2.4468340210318567,2.4468340210318567,True,S3 to S2S
chr1,16820000,16830000,3.698601328790188,4.353808048456907,0.6552067196667188,4.910771999835967,3.514815161188444,-1.3959568386475234,-2.0511635583142422,2.0511635583142422,True,S3 to S2S
chr1,17160000,17170000,3.362393813848496,5.628288256973028,2.2658944431245325,4.193440156817436,4.250462535421053,0.0570223786036168,-2.208872064520916,2.208872064520916,True,S3 to S2S
chr1,17390000,17400000,2.247406112790108,4.941911220014095,2.6945051072239874,3.330793171823025,3.568981274366379,0.2381881025433538,-2.456317004680633,2.456317004680633,True,S3 to S2S
chr1,18750000,18760000,1.4333724086284638,4.986102232903242,3.5527298242747785,3.866288380920887,4.691187685251236,0.8248993043303496,-2.727830519944429,2.727830519944429,True,S3 to S2S
chr1,20360000,20370000,3.1192626394033427,5.385204741448164,2.2659421020448214,4.631710992574691,4.640769306341807,0.0090583137671158,-2.256883788277705,2.256883788277705,True,S3 to S2S
chr1,20460000,20470000,3.2862062645554544,5.347379803568125,2.06117353901267,4.009023786902428,4.018874768733979,0.0098509818315513,-2.0513225571811198,2.0513225571811198,True,S3 to S2S
chr1,20860000,20870000,3.5862217617034915,5.503137553066015,1.9169157913625237,4.982714811503888,4.327014610608419,-0.6557002008954687,-2.572615992257992,2.572615992257992,True,S3 to S2S
chr1,21640000,21650000,2.6426118959784506,5.019379531502723,2.376767635524273,3.5879507905840877,3.675759344935417,0.0878085543513296,-2.288959081172943,2.288959081172943,True,S3 to S2S
chr1,21730000,21740000,2.2068958595395087,4.658506972491741,2.4516111129522327,3.812108893036842,4.262534880121549,0.4504259870847065,-2.001185125867526,2.001185125867526,True,S3 to S2S
chr1,21930000,21940000,1.3086729309558869,5.100543708235025,3.7918707772791382,3.5119154626131057,4.441847888906796,0.9299324262936906,-2.861938350985448,2.861938350985448,True,S3 to S2S
chr1,22170000,22180000,3.0187287359833714,5.146321142405271,2.1275924064219,4.885348950445652,4.221325832327207,-0.6640231181184459,-2.7916155245403456,2.7916155245403456,True,S3 to S2S
chr1,22260000,22270000,3.397916886985302,4.738388129770756,1.3404712427854537,5.738781872451305,5.001348190506299,-0.7374336819450065,-2.07790492473046,2.07790492473046,True,S3 to S2S
chr1,22650000,22660000,3.2715906611680983,5.685377066195011,2.413786405026913,3.446401478409767,3.794410888632138,0.348009410222371,-2.065776994804542,2.065776994804542,True,S3 to S2S
chr1,22890000,22900000,3.318344816684723,5.099881250590086,1.7815364339053632,4.411992815434933,4.047837727149328,-0.3641550882856048,-2.145691522190968,2.145691522190968,True,S3 to S2S
chr1,23210000,23220000,3.4088558350205425,5.670963120251894,2.262107285231352,4.67466350132227,4.856393768469492,0.1817302671472225,-2.080377018084129,2.080377018084129,True,S3 to S2S
chr1,23330000,23340000,4.027212485969067,4.696098403185606,0.6688859172165387,4.795183229625225,3.203000659028689,-1.592182570596536,-2.2610684878130747,2.2610684878130747,True,S3 to S2S
chr1,24180000,24190000,2.6265706919431686,5.100252218753099,2.473681526809931,4.945417784512043,5.149647844195365,0.2042300596833222,-2.2694514671266086,2.2694514671266086,True,S3 to S2S
chr1,25420000,25430000,2.530881290853024,5.345650332510472,2.814769041657448,3.7608085255026817,4.192849598606428,0.4320410731037465,-2.3827279685537013,2.3827279685537013,True,S3 to S2S
chr1,25470000,25480000,3.296953861415386,4.49545863366127,1.1985047722458844,4.3494590735435485,3.3868585848410926,-0.962600488702456,-2.1611052609483403,2.1611052609483403,True,S3 to S2S
chr1,25550000,25560000,1.8641084862947463,5.920959995031357,4.05685150873661,2.7819244688749314,4.025051561951638,1.2431270930767062,-2.813724415659904,2.813724415659904,True,S3 to S2S
chr1,25710000,25720000,2.8421490423083307,5.366129882752896,2.523980840444565,4.143002661526203,4.416338666836421,0.2733360053102185,-2.2506448351343464,2.2506448351343464,True,S3 to S2S
chr1,26280000,26290000,2.0969793663024903,4.438964019149543,2.3419846528470525,3.0767627725601194,3.065939700206121,-0.0108230723539985,-2.352807725201051,2.352807725201051,True,S3 to S2S
chr1,26530000,26540000,2.013948366641998,4.8189056396186345,2.8049572729766363,3.554882480740547,4.3283565799792605,0.7734740992387135,-2.031483173737923,2.031483173737923,True,S3 to S2S
chr1,27100000,27110000,1.8716736887693404,4.37902238509059,2.507348696321249,3.186687292456627,3.6437422183354697,0.4570549258788428,-2.0502937704424062,2.0502937704424062,True,S3 to S2S
chr1,27110000,27120000,1.7800978075265883,4.83868408972025,3.0585862821936614,2.93946176981926,3.940670660932859,1.0012088911135997,-2.057377391080062,2.057377391080062,True,S3 to S2S
chr1,27880000,27890000,1.2408131831288338,5.91618506988883,4.675371886759996,2.800954863667488,3.93274842039744,1.1317935567299524,-3.543578330030044,3.543578330030044,True,S3 to S2S
chr1,28140000,28150000,1.4282954090833662,4.565038531422615,3.136743122339249,3.357436199188233,3.66500698196888,0.3075707827806466,-2.829172339558602,2.829172339558602,True,S3 to S2S
chr1,28790000,28800000,1.642243769943714,4.103432013571262,2.4611882436275483,3.021262631058693,3.2587200115521746,0.2374573804934816,-2.223730863134066,2.223730863134066,True,S3 to S2S
