gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Kif3c,chr12,3365132,3406494,+,3355132,3365132,5.1800400602579115,5.601617495880127,1.0813849759303262,Mixed,NSC,Mecp2
Dtnb,chr12,3572381,3781796,+,3562381,3572381,5.6110488223671915,5.613231239790917,1.0003889499971959,Mixed,NSC,Mecp2
Efr3b,chr12,3962554,4038915,-,4038915,4048915,6.8068914838433265,5.877628189253807,0.8634819878067402,Mixed,NSC,Mecp2
Sf3b6,chr12,4817544,4827659,+,4807544,4817544,5.7926125933527945,5.44070635579586,0.9392491329455109,Mixed,NSC,Mecp2
Klhl29,chr12,5077472,5375682,-,5375682,5385682,4.971738739132881,5.0968896130037304,1.0251724558424156,Mixed,NSC,Mecp2
Ldah,chr12,8208107,8285759,+,8198107,8208107,3.030857535779476,3.877943348107338,1.27948717560227,Mixed,NSC,Mecp2
Wdr35,chr12,8973892,9028847,+,8963892,8973892,4.387004205191135,3.998212385621071,0.9113764652630131,Mixed,NSC,Mecp2
Rdh14,chr12,10390772,10395562,+,10380772,10390772,4.628817452776432,4.978631808638573,1.0755731586805863,Mixed,NSC,Mecp2
Kcns3,chr12,11090202,11151056,-,11151056,11161056,4.700148074531555,4.668457395248413,0.9932575147036616,Mixed,NSC,Mecp2
Vsnl1,chr12,11325242,11436613,-,11436613,11446613,4.090293136250972,4.203610341334342,1.0277039325321395,Mixed,NSC,Mecp2
Lratd1,chr12,14146830,14152054,-,14152054,14162054,4.393092169058323,5.234638431782722,1.1915612580704829,Mixed,NSC,Mecp2
Ntsr2,chr12,16653382,16660227,+,16643382,16653382,6.06337067488432,6.09767723347187,1.0056580012054441,Mixed,NSC,Mecp2
E2f6,chr12,16810963,16839742,+,16800963,16810963,6.623453490972519,5.984049278376103,0.9034636215883608,Mixed,NSC,Mecp2
Adam17,chr12,21323509,21373632,-,21373632,21383632,4.988865169656277,4.763330839400291,0.9547924582873575,Mixed,NSC,Mecp2
Cys1,chr12,24665833,24681813,-,24681813,24691813,6.1170761046171185,5.10687097673893,0.8348549027997717,Mixed,NSC,Mecp2
Cmpk2,chr12,26469204,26479837,+,26459204,26469204,5.610211197137833,4.506717640919685,0.8033062361750093,Mixed,NSC,Mecp2
Trappc12,chr12,28690628,28750472,-,28750472,28760472,4.73220791503191,4.205676745448112,0.8887345655478776,Mixed,NSC,Mecp2
Eipr1,chr12,28751803,28869865,+,28741803,28751803,6.181708584320544,6.060406077053547,0.9803771876961861,Mixed,NSC,Mecp2
Lamb1,chr12,31265234,31329644,+,31255234,31265234,5.438324906349182,5.305051567769051,0.9754936784993232,Mixed,NSC,Mecp2
Prkar2b,chr12,31958476,32061296,-,32061296,32071296,5.966590100216865,5.1696622093343745,0.8664349523769824,Mixed,NSC,Mecp2
Twist1,chr12,33957671,33959829,+,33947671,33957671,4.436127523517609,5.097589465606212,1.1491079637774029,Mixed,NSC,Mecp2
Ahr,chr12,35497974,35535038,-,35535038,35545038,3.5711482766747475,4.288601937007904,1.200902792252919,Mixed,NSC,Mecp2
Crppa,chr12,36381450,36689503,+,36371450,36381450,4.3339444170594215,3.821268141055107,0.8817067717836204,Mixed,NSC,Mecp2
Etv1,chr12,38779380,38870484,+,38769380,38779380,4.6886714060902595,4.512113073897362,0.9623436327903977,Mixed,NSC,Mecp2
Immp2l,chr12,41024090,41955588,+,41014090,41024090,4.040984387397766,4.343687025785446,1.0749081435037684,Mixed,NSC,Mecp2
Stxbp6,chr12,44852484,45074709,-,45074709,45084709,4.704006631124019,4.705526704263687,1.0003231443445701,Mixed,NSC,Mecp2
G2e3,chr12,51348061,51376986,+,51338061,51348061,5.969849200987816,5.547956817567348,0.9293294739587965,Mixed,NSC,Mecp2
Egln3,chr12,54178981,54203860,-,54203860,54213860,6.075140650868416,5.910524490714073,0.9729033170399417,Mixed,NSC,Mecp2
Baz1a,chr12,54892989,55014348,-,55014348,55024348,4.8210571724772455,4.98846727335453,1.034724769876824,Mixed,NSC,Mecp2
Ralgapa1,chr12,55602896,55821167,-,55821167,55831167,5.2870704435765745,5.418812013566494,1.0249176876676527,Mixed,NSC,Mecp2
Nkx2-9,chr12,56611389,56613284,-,56613284,56623284,3.882261326944828,4.5692340162658684,1.1769516865217464,Mixed,NSC,Mecp2
Pax9,chr12,56691767,56712822,+,56681767,56691767,5.074549672424793,5.163161602296829,1.0174620282768252,Mixed,NSC,Mecp2
Prps1l3,chr12,57230412,57239882,+,57220412,57230412,4.358499606442452,4.904806350431443,1.1253428457768988,Mixed,NSC,Mecp2
Lrfn5,chr12,61523150,61858342,+,61513150,61523150,3.9538525148034096,4.370069399762153,1.1052686925980189,Mixed,NSC,Mecp2
Gm527,chr12,64917906,64924592,+,64907906,64917906,4.407875719022751,4.4364637719392785,1.0064856758082248,Mixed,NSC,Mecp2
Mdga2,chr12,66466060,67222549,-,67222549,67232549,4.256209305882454,4.910207696323395,1.1536574786247138,Mixed,NSC,Mecp2
Pole2,chr12,69201773,69228195,-,69228195,69238195,5.725320629417896,5.26448697218895,0.9195095459176404,Mixed,NSC,Mecp2
Vcpkmt,chr12,69577628,69583110,-,69583110,69593110,5.375925519704818,5.622140484452247,1.0457995490906555,Mixed,NSC,Mecp2
L2hgdh,chr12,69690433,69724873,-,69724873,69734873,5.2767073604702945,5.400082088775635,1.0233810063505862,Mixed,NSC,Mecp2
Sav1,chr12,69965012,69987002,-,69987002,69997002,4.934471364998817,5.614221110520362,1.1377553328899919,Mixed,NSC,Mecp2
Nin,chr12,70011435,70113717,-,70113717,70123717,6.316017883121968,5.841419542210103,0.92485798018715,Mixed,NSC,Mecp2
Dact1,chr12,71309884,71320107,+,71299884,71309884,5.397435049641133,4.91577079185009,0.9107605272947067,Mixed,NSC,Mecp2
Gpr135,chr12,72067976,72071125,-,72071125,72081125,5.749292264044285,6.776874615597725,1.1787319733212862,Mixed,NSC,Mecp2
Six1,chr12,73040015,73053887,-,73053887,73063887,6.04002753263712,5.31540496011734,0.8800299222802709,Mixed,NSC,Mecp2
Six4,chr12,73099609,73113456,-,73113456,73123456,5.448009353637695,5.894013681488037,1.0818655583901557,Mixed,NSC,Mecp2
Syne2,chr12,75818134,76110926,+,75808134,75818134,6.3199189162135125,5.56569043282032,0.8806585189790572,Mixed,NSC,Mecp2
Tmem229b,chr12,78961795,79007627,-,79007627,79017627,6.192180143010616,6.240922036736012,1.0078715238574596,Mixed,NSC,Mecp2
Plekhh1,chr12,79029163,79081655,+,79019163,79029163,5.613381665360928,5.601164152152538,0.9978235021353027,Mixed,NSC,Mecp2
Actn1,chr12,80167547,80260371,-,80260371,80270371,5.74330751593709,4.839553946881294,0.8426423160264407,Mixed,NSC,Mecp2
Dnal1,chr12,84114366,84147498,+,84104366,84114366,5.822347671794891,5.054613902864456,0.8681401709057059,Mixed,NSC,Mecp2
Ptgr2,chr12,84285232,84315832,+,84275232,84285232,5.225062493884564,5.387595364818573,1.0311063975070611,Mixed,NSC,Mecp2
Entpd5,chr12,84373857,84409029,-,84409029,84419029,5.061326305925846,4.369095494158268,0.8632313409714153,Mixed,NSC,Mecp2
D030025P21Rik,chr12,84875769,84879755,+,84865769,84875769,6.980765383994579,5.22352350862503,0.7482737524171013,Mixed,NSC,Mecp2
Ism2,chr12,87278638,87299705,-,87299705,87309705,6.450474091827869,5.4676640150547025,0.8476375437243764,Mixed,NSC,Mecp2
Adck1,chr12,88360554,88461724,+,88350554,88360554,4.035762790763378,3.9964318817424775,0.9902544051620384,Mixed,NSC,Mecp2
Flrt2,chr12,95692226,95785215,+,95682226,95692226,4.015019474756718,4.589740309381485,1.1431427265143193,Mixed,NSC,Mecp2
Galc,chr12,98202294,98259459,-,98259459,98269459,5.337596085083485,4.901796877427101,0.918352906306591,Mixed,NSC,Mecp2
Kcnk10,chr12,98429437,98578310,-,98578310,98588310,5.104448171913623,5.183795509982109,1.0155447436032519,Mixed,NSC,Mecp2
Ppp4r4,chr12,103532283,103613831,+,103522283,103532283,6.448880668985844,5.152295379953385,0.7989441337830863,Mixed,NSC,Mecp2
Gsc,chr12,104471209,104473330,-,104473330,104483330,5.983036733269691,5.431086051344872,0.9077474021084303,Mixed,NSC,Mecp2
Dicer1,chr12,104687742,104751952,-,104751952,104761952,4.775088312792779,5.045810814638137,1.05669476334502,Mixed,NSC,Mecp2
Tunar,chr12,105333870,105383932,+,105323870,105333870,5.7501305297017105,5.196767118954658,0.9037650696990772,Mixed,NSC,Mecp2
Gskip,chr12,105684829,105703023,+,105674829,105684829,4.68008207486868,4.940338461546898,1.0556093637920914,Mixed,NSC,Mecp2
Vrk1,chr12,106010228,106077426,+,106000228,106010228,6.354999478733539,5.889149624476433,0.9266955322630579,Mixed,NSC,Mecp2
Wdr25,chr12,108893631,109028452,+,108883631,108893631,5.878998159646988,5.594828494961262,0.9516635901272693,Mixed,NSC,Mecp2
Wdr20,chr12,110737944,110804238,+,110727944,110737944,7.116326138103009,6.521184685149192,0.9163695646596007,Mixed,NSC,Mecp2
Mok,chr12,110807798,110840939,-,110840939,110850939,7.8938839836597445,6.587044671645165,0.8344491362275246,Mixed,NSC,Mecp2
Traf3,chr12,111166370,111267153,+,111156370,111166370,7.314328274846076,6.028258354187011,0.8241711511524783,Mixed,NSC,Mecp2
Amn,chr12,111271095,111276426,+,111261095,111271095,7.661885104894638,6.501451426815987,0.8485446254816154,Mixed,NSC,Mecp2
Cdc42bpb,chr12,111292976,111377718,-,111377718,111387718,6.721033578407765,6.020859318976402,0.8958234248850107,Mixed,NSC,Mecp2
2810029C07Rik,chr12,111572317,111574402,-,111574402,111584402,5.377399722552299,5.438535657958985,1.0113690516905944,Mixed,NSC,Mecp2
Ckb,chr12,111669361,111672338,-,111672338,111682338,9.650416085350514,8.359519837851526,0.8662341358049225,Mixed,NSC,Mecp2
Klc1,chr12,111758849,111807844,+,111748849,111758849,7.42725469275713,5.628901711506844,0.7578711037061925,Mixed,NSC,Mecp2
Ppp1r13b,chr12,111828457,111908110,-,111908110,111918110,6.817933520436287,5.222980900406837,0.7660650965210075,Mixed,NSC,Mecp2
Tmem179,chr12,112500189,112516747,-,112516747,112526747,6.643056013166905,4.966389533634185,0.7476061505112295,Mixed,NSC,Mecp2
