gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Casd1,chr6,4600839,4643355,+,4590839,4600839,2.403764760446548,4.979052595130603,2.5752878346840546,Heterochromatin,Neu
Peg10,chr6,4747306,4760517,+,4737306,4747306,2.515965031242371,4.106306103014946,1.590341071772575,Mixed,Neu
Ppp1r9a,chr6,4902917,5165661,+,4892917,4902917,3.444360478234291,3.905632260688146,0.46127178245385503,Mixed,Neu
Pon2,chr6,5264147,5298455,-,5298455,5308455,2.703886320590973,4.728218472421169,2.0243321518301958,Heterochromatin,Neu
Pdk4,chr6,5483351,5496309,-,5496309,5506309,3.821547446012497,4.8782200171868,1.0566725711743032,Mixed,Neu
Dync1i1,chr6,5725639,6028039,+,5715639,5725639,2.58976234228611,4.582179678646724,1.9924173363606137,Mixed,Neu
Slc25a13,chr6,6041218,6217173,-,6217173,6227173,3.6252986975908277,4.8838809048016865,1.2585822072108588,Mixed,Neu
Sem1,chr6,6557294,6578663,-,6578663,6588663,3.324597233772278,5.253184561109543,1.9285873273372651,Mixed,Neu
Dlx6os1,chr6,6871488,6871633,-,6871633,6881633,3.569040980362892,4.5287740089257555,0.9597330285628636,Mixed,Neu
Dlx6,chr6,6863334,6868568,+,6853334,6863334,4.265315630435943,3.731842264644305,-0.5334733657916377,Mixed,Neu
Dlx5,chr6,6877805,6882085,-,6882085,6892085,3.396216385960579,5.114678207039833,1.718461821079254,Mixed,Neu
Sdhaf3,chr6,6956004,7042979,+,6946004,6956004,3.0862443430900575,4.5395429879585905,1.453298644868533,Mixed,Neu
Tac1,chr6,7554879,7565834,+,7544879,7554879,3.5857259387731553,5.062385840241114,1.4766599014679587,Mixed,Neu
Asns,chr6,7675169,7693254,-,7693254,7703254,3.9779080710411074,3.4586124105691916,-0.5192956604719159,Mixed,Neu
C1galt1,chr6,7844842,7875687,+,7834842,7844842,7.582518783402444,3.889392045664787,-3.6931267377376567,Euchromatin,Neu
Mios,chr6,8209222,8236274,+,8199222,8209222,2.8411504852771756,4.99601126704216,2.1548607817649845,Heterochromatin,Neu
Umad1,chr6,8259288,8459470,+,8249288,8259288,2.082325664281845,4.530719492522876,2.448393828241031,Heterochromatin,Neu
Glcci1,chr6,8509600,8597548,+,8499600,8509600,3.1452919987440113,3.9737799928585686,0.8284879941145573,Mixed,Neu
Ica1,chr6,8630527,8778488,-,8778488,8788488,4.4054402675628666,4.961439783406257,0.5559995158433901,Mixed,Neu
Nxph1,chr6,8948431,9249032,+,8938431,8948431,2.3640964114189145,5.285388590192795,2.921292178773881,Heterochromatin,Neu
Phf14,chr6,11907809,12081205,+,11897809,11907809,3.7174558067679406,5.621417533985773,1.9039617272178324,Mixed,Neu
Thsd7a,chr6,12311610,12749410,-,12749410,12759410,2.3695544945001603,4.8992820882797234,2.529727593779563,Heterochromatin,Neu
Tmem106b,chr6,13069759,13089269,+,13059759,13069759,4.139862383413314,5.264043270715077,1.1241808873017627,Mixed,Neu
Tmem168,chr6,13580687,13608100,-,13608100,13618100,3.1571362817287447,5.217513292193413,2.060377010464668,Heterochromatin,Neu
Bmt2,chr6,13625673,13677966,-,13677966,13687966,3.398917147994041,5.456931268866857,2.0580141208728158,Heterochromatin,Neu
Gpr85,chr6,13834458,13839942,-,13839942,13849942,2.435462470531464,5.385658983882268,2.9501965133508046,Heterochromatin,Neu
Foxp2,chr6,14901349,15441977,+,14891349,14901349,3.831384605789184,4.032828532687823,0.201443926898639,Mixed,Neu
