gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Pisd-ps1,chr11,3120904,3130904,61.86278037756284,26.298393805845578,2.3523406347277396,Neurons,intermediate,1.0
Eif4enif1,chr11,3197392,3207392,36.288416314792634,56.867837356527644,0.6381184515121573,Neither,,
Tug1,chr11,3644673,3654673,27.133292628129325,9.751068386475245,2.7825968963322283,Neurons,intermediate,1.0
Osbp2,chr11,3858903,3868903,13.263221715450285,14.766690327763557,0.8981851329619522,Neither,,
Slc35e4,chr11,3909664,3919664,45.271959362141295,27.939811569968857,1.6203387502728157,Neither,,
Mtfp1,chr11,4090445,4100445,89.220950656573,42.64420043971142,2.0922176928304665,Neurons,intermediate,1.0
Sec14l2,chr11,4118415,4128415,19.49175815049807,14.183260974407196,1.3742790311529716,Neither,,
Tbc1d10a,chr11,4181789,4191789,37.335496928167345,22.78527814751466,1.6385798183569584,Neither,,
Lif,chr11,4252557,4262557,50.84325847427845,25.791193059492112,1.9713418590989242,Neither,,
Nf2,chr11,4844536,4854536,51.02095597958564,26.17183343656858,1.9494605184326383,Neither,,
Gas2l1,chr11,5060327,5070327,38.26532331196467,23.07378072057565,1.658389831097,Neither,,
Rasl10a,chr11,5053128,5063128,35.01844373561541,22.223491494488716,1.575739966165972,Neither,,
Ewsr1,chr11,5094266,5104266,57.88489165913264,21.104438303160666,2.7427828605352467,Neurons,intermediate,1.0
Ccdc117,chr11,5537187,5547187,21.04454768090248,14.847671982367833,1.4173634564323396,Neither,,
Mrps24,chr11,5710680,5720680,11.928714042027792,7.845930847128233,1.5203695105717046,Neither,,
Pold2,chr11,5873292,5883292,26.86352051486969,21.59232688120206,1.244123463981858,Neither,,
Nudcd3,chr11,6195415,6205415,38.199405991037686,16.319545696496963,2.340715035911649,Neurons,intermediate,1.0
Ddx56,chr11,6262772,6272772,21.170418736807505,14.225713939833641,1.4881797023577066,Neither,,
Zmiz2,chr11,6384074,6394074,23.091566615549723,11.648072098024686,1.9824367862099392,Neither,,
H2az2,chr11,6439443,6449443,48.8187293074131,21.79693294924895,2.239706357820183,Neurons,intermediate,1.0
Snhg15,chr11,6523779,6533779,26.019581269041698,11.001691007653873,2.3650529042253488,Neurons,intermediate,1.0
Tbrg4,chr11,6621067,6631067,22.74579539470673,12.477500354409218,1.822944880676278,Neither,,
Hus1,chr11,9006191,9016191,18.733599976833663,14.191943106094996,1.3200165641016532,Neither,,
Fignl1,chr11,11803962,11813962,35.33236053891182,19.012995515322686,1.8583268749228528,Neither,,
Grb10,chr11,12033683,12043683,9.904203947226206,6.330407884041468,1.564544359328573,Neither,,
Cobl,chr11,12459960,12469960,19.83662272342046,3.138253518064817,6.320911490813075,Neurons,intermediate,1.0
Pno1,chr11,17206568,17216568,57.60710828111966,28.130010887591045,2.047887877161534,Neurons,intermediate,1.0
Rab1a,chr11,20196432,20206432,106.16173738630611,38.06792042764028,2.788745384400468,Neurons,intermediate,1.0
Cep68,chr11,20244429,20254429,21.978361686706545,13.036170788741112,1.6859522664192534,Neither,,
Slc1a4,chr11,20327713,20337713,159.6685318662723,51.81143223802248,3.08172395491313,Neurons,intermediate,1.0
Sertad2,chr11,20538253,20548253,140.84059075276056,81.21369451189041,1.7341975586659248,Neither,,
Aftph,chr11,20736589,20746589,36.1679383623759,17.24077628580729,2.097813796943097,Neurons,intermediate,1.0
Peli1,chr11,21086291,21096291,109.24836607276598,42.21777339882056,2.5877339631515963,Neurons,intermediate,1.0
Mdh1,chr11,21567367,21577367,97.80742088937761,34.50566376964252,2.8345323695939704,Neurons,intermediate,1.0
Commd1,chr11,22977382,22987382,23.110578711795807,27.273172705094016,0.8473740463455236,Neither,,
Xpo1,chr11,23251041,23261041,157.69086836512884,59.34223207116127,2.657312724200045,Neurons,intermediate,1.0
Papolg,chr11,23890253,23900253,12.968343038304647,8.353265351772308,1.5524878586016857,Neither,,
Bcl11a,chr11,24073056,24083056,23.02469505349795,11.274795482516287,2.0421385992501695,Neurons,intermediate,1.0
5730522E02Rik,chr11,26205763,26215763,5.171560107549031,9.584494116226832,0.5395756985017527,Neither,,
Fancl,chr11,26381135,26391135,18.698756799697875,11.265136709451676,1.6598783736028027,Neither,,
Pnpt1,chr11,29125744,29135744,8.008830341959,6.4226339631478,1.2469697616137831,Neither,,
Ppp4r3b,chr11,29167890,29177890,46.84998303667704,14.854246320048967,3.1539791401899007,Neurons,intermediate,1.0
Cfap36,chr11,29242409,29252409,26.038899876260757,19.0771386420091,1.364926908845827,Neither,,
Prorsd1,chr11,29510033,29520033,12.002275944741568,6.8550808210929235,1.750858415528938,Neither,,
Mtif2,chr11,29521408,29531408,9.544534205436706,7.358074971199035,1.2971509862016772,Neither,,
Clhc1,chr11,29542950,29552950,45.69452244226138,19.02087462393443,2.4023355048438653,Neurons,intermediate,1.0
Rtn4,chr11,29687947,29697947,59.828519893646245,33.19710936295986,1.802220766859923,Neither,,
Eml6,chr11,30021033,30031033,55.30197747028669,30.528237913211186,1.8115024400525452,Neither,,
Sptbn1,chr11,30263175,30273175,11.029216643651326,18.10751662615935,0.6090960384770693,Neither,,
Cpeb4,chr11,31867211,31877211,63.50722778189978,25.912706839998563,2.4508141188812718,Neurons,intermediate,1.0
Snrnp25,chr11,32200415,32210415,26.55820321802298,16.210133821348347,1.6383703867420565,Neither,,
Rhbdf1,chr11,32217300,32227300,48.66490181430181,34.64591980989774,1.4046358728914186,Neither,,
Mpg,chr11,32221505,32231505,35.1050986413161,23.156203851302465,1.516012679225984,Neither,,
Sh3pxd2b,chr11,32342820,32352820,22.101875617027286,10.904302356362344,2.0268949717935403,Neurons,intermediate,1.0
Ubtd2,chr11,32450370,32460370,18.0221525405248,8.305556387424469,2.1698910584500193,Neurons,intermediate,1.0
Fbxw11,chr11,32637724,32647724,26.10847289574941,13.36660345831712,1.9532615729318954,Neither,,
