gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Pisd-ps1,chr11,3120904,3130904,46.57483492769797,46.57483492769797,1.0,intermediate
Tug1,chr11,3644673,3654673,16.928621058026952,16.928621058026952,1.0,intermediate
Mtfp1,chr11,4090445,4100445,56.252830245360734,56.252830245360734,1.0,intermediate
Ewsr1,chr11,5094266,5104266,35.829057178654274,35.829057178654274,1.0,intermediate
Nudcd3,chr11,6195415,6205415,23.14898447057605,23.14898447057605,1.0,intermediate
H2az2,chr11,6439443,6449443,33.20748258673748,33.20748258673748,1.0,intermediate
Snhg15,chr11,6523779,6533779,19.352795517046253,19.352795517046253,1.0,intermediate
Cobl,chr11,12459960,12469960,8.748771302193402,8.748771302193402,1.0,intermediate
Pno1,chr11,17206568,17216568,37.644629764622444,37.644629764622444,1.0,intermediate
Rab1a,chr11,20196432,20206432,64.78585681220093,64.78585681220093,1.0,intermediate
Slc1a4,chr11,20327713,20337713,100.39141153005164,100.39141153005164,1.0,intermediate
Aftph,chr11,20736589,20746589,23.460269956074157,23.460269956074157,1.0,intermediate
Peli1,chr11,21086291,21096291,62.97274113319515,62.97274113319515,1.0,intermediate
Mdh1,chr11,21567367,21577367,52.96111236105363,52.96111236105363,1.0,intermediate
Xpo1,chr11,23251041,23261041,89.80759959392549,89.80759959392549,1.0,intermediate
Bcl11a,chr11,24073056,24083056,16.779399493632713,16.779399493632713,1.0,intermediate
Ppp4r3b,chr11,29167890,29177890,25.018882305214802,25.018882305214802,1.0,intermediate
Clhc1,chr11,29542950,29552950,31.48519606721401,31.48519606721401,1.0,intermediate
Cpeb4,chr11,31867211,31877211,41.26204815362096,41.26204815362096,1.0,intermediate
Sh3pxd2b,chr11,32342820,32352820,17.788584561685724,17.788584561685724,1.0,intermediate
Ubtd2,chr11,32450370,32460370,13.867742884655796,13.867742884655796,1.0,intermediate
Fgf18,chr11,33142400,33152400,22.943096043576798,22.943096043576798,1.0,intermediate
Npm1,chr11,33158206,33168206,39.905036639700334,39.905036639700334,1.0,intermediate
Wwc1,chr11,35975527,35985527,34.10261754229466,34.10261754229466,1.0,intermediate
Ccng1,chr11,40750311,40760311,42.6667748699218,42.6667748699218,1.0,intermediate
Trim41,chr11,48812353,48822353,36.58383375959992,36.58383375959992,1.0,intermediate
Rasgef1c,chr11,49896835,49906835,13.092797737886508,13.092797737886508,1.0,intermediate
Mgat4b,chr11,50205890,50215890,33.55274823253353,33.55274823253353,1.0,intermediate
Hnrnph1,chr11,50371990,50381990,37.401078409830724,37.401078409830724,1.0,intermediate
Clk4,chr11,51256730,51266730,15.659776479045549,15.659776479045549,1.0,intermediate
Jade2,chr11,51852653,51862653,21.554105784781772,21.554105784781772,1.0,intermediate
Fstl4,chr11,52759634,52769634,7.03223975440065,7.03223975440065,1.0,intermediate
Hspa4,chr11,53295457,53305457,29.822407222876944,29.822407222876944,1.0,intermediate
Gdf9,chr11,53426023,53436023,39.78636689228018,39.78636689228018,1.0,intermediate
Slc22a4,chr11,54023090,54033090,21.632785770763956,21.632785770763956,1.0,intermediate
Rapgef6,chr11,54517847,54527847,20.7129359819601,20.7129359819601,1.0,intermediate
G3bp1,chr11,55464685,55474685,147.06084673921268,147.06084673921268,1.0,intermediate
Mrpl22,chr11,58166661,58176661,16.409662086528538,16.409662086528538,1.0,intermediate
Zfp672,chr11,58325339,58335339,30.63048894965351,30.63048894965351,1.0,intermediate
Iba57,chr11,59158739,59168739,39.70803192696075,39.70803192696075,1.0,intermediate
