gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Xkr4,chr1,3666498,3676498,11.595781332540511,7.824107850877444,1.4820579615655591,Neither,,
Sox17,chr1,4492354,4502354,2.7796050151189164,2.876537597910563,0.9663023410985291,Neither,,
Mrpl15,chr1,4780739,4790739,13.044891291991869,9.11497124226888,1.4311500217903883,Neither,,
Tcea1,chr1,4852814,4862814,49.85539438168208,20.6081749560833,2.4192047324872568,Neurons,intermediate,1.0
Rgs20,chr1,5065285,5075285,9.99273704791069,9.929144589742025,1.0064046260575523,Neither,,
Atp6v1h,chr1,5065018,5075018,10.084386682812372,9.863017212526003,1.0224443966299916,Neither,,
Sntg1,chr1,9294878,9304878,11.132855879465739,8.233235836704573,1.3521847424598692,Neither,,
Rrs1,chr1,9540408,9550408,52.04226931780179,27.375165503923096,1.9010759701286075,Neither,,
Vcpip1,chr1,9743382,9753382,43.17371431851387,22.716192900975546,1.900569981366014,Neither,,
Sgk3,chr1,9793107,9803107,12.249170592037837,12.957436282785734,0.9453390566397116,Neither,,
Snhg6,chr1,9939118,9949118,10.977138657267888,6.58305863471826,1.6674830449444547,Neither,,
Arfgef1,chr1,10227670,10237670,6.72860970544815,5.780416116913159,1.1640355243216198,Neither,,
Prex2,chr1,10988465,10998465,24.436785082419714,13.602198103030522,1.796532067635104,Neither,,
Eya1,chr1,14305235,14315235,22.5403570501407,12.1877173585097,1.8494322100768597,Neither,,
Msc,chr1,14750992,14760992,6.930415428558985,9.044417697842915,0.7662644141492804,Neither,,
Kcnb2,chr1,15282254,15292254,5.240342410294215,3.5056715463399892,1.4948184223833707,Neither,,
Rdh10,chr1,16100774,16110774,39.0788949602127,26.058600030541417,1.4996544294172032,Neither,,
Tmem70,chr1,16660207,16670207,7.524115074125926,8.413672444621723,0.8942724028834247,Neither,,
Gdap1,chr1,17140362,17150362,6.548538577715555,3.6035420077721274,1.8172505172942768,Neither,,
Mcm3,chr1,20815312,20825312,35.73991838177045,15.666542559901872,2.2812894577802947,Neurons,intermediate,1.0
Efhc1,chr1,20946626,20956626,54.00201830267906,32.066311330858866,1.684073286306257,Neither,,
Rims1,chr1,22800994,22810994,8.989083859856924,7.050064887285234,1.2750356207456621,Neither,,
Lmbrd1,chr1,24673630,24683630,39.02072457639377,20.645586872378985,1.8900273853972271,Neither,,
Ptp4a1,chr1,30944770,30954770,53.40804556790988,16.506221751054127,3.2356311682592724,Neurons,intermediate,1.0
Khdrbs2,chr1,32167714,32177714,13.355175579071044,11.327825044790904,1.1789708550638691,Neither,,
Imp4,chr1,34434851,34444851,138.6024056286812,70.20464203015169,1.9742626929021851,Neither,,
Amer3,chr1,34574657,34584657,64.86206028220653,22.06112796760003,2.9401062528382904,Neurons,intermediate,1.0
Arhgef4,chr1,34796794,34806794,21.76418245328267,9.209227366805075,2.363301674115713,Neurons,intermediate,1.0
Hs6st1,chr1,36063400,36073400,37.97927095691363,26.74422404356797,1.4200924616486565,Neither,,
Arid5a,chr1,36302733,36312733,117.21118378831545,39.9604728242596,2.9331781008646556,Neurons,intermediate,1.0
Ankrd39,chr1,36542445,36552445,44.97086416323979,28.659965054273602,1.5691178994139772,Neither,,
Sema4c,chr1,36553349,36563349,37.784320362854004,29.18262891329924,1.294753823417011,Neither,,
Cox5b,chr1,36686449,36696449,14.504591789937018,12.180619199713071,1.190792647904032,Neither,,
Actr1b,chr1,36709422,36719422,16.57352711927096,9.593746662950515,1.7275343722880674,Neither,,
Zap70,chr1,36756798,36766798,8.762959954102834,7.6554950039227805,1.1446627487331091,Neither,,
Unc50,chr1,37425139,37435139,21.26364313673973,12.592997234741846,1.6885291674707201,Neither,,
Tsga10,chr1,37861429,37871429,56.108846888081224,23.63955778706074,2.373515079829148,Neurons,intermediate,1.0
Mrpl30,chr1,37885477,37895477,21.057986078739166,16.379459354011217,1.2856337699316192,Neither,,
Txndc9,chr1,37992893,38002893,67.45073281285762,21.37312267013391,3.1558670136259983,Neurons,intermediate,1.0
Eif5b,chr1,37993010,38003010,67.42527986041704,21.37312267013391,3.154676127631779,Neurons,intermediate,1.0
Rev1,chr1,38124801,38134801,12.675354065426191,10.171976667602857,1.2461053027968931,Neither,,
Aff3,chr1,38659955,38669955,4.98963068830967,3.35577070436875,1.4868806983188272,Neither,,
Pdcl3,chr1,38980608,38990608,24.67190785668691,13.009716589967411,1.8964216234897022,Neither,,
Cnot11,chr1,39529992,39539992,23.060886076545717,11.786408084050814,1.95656606424067,Neither,,
Creg2,chr1,39646474,39656474,13.847169273312886,9.804135189143816,1.4123804911060334,Neither,,
Mfsd9,chr1,40785687,40795687,17.662534730879468,8.444632188796996,2.091569453351838,Neurons,intermediate,1.0
Gpr45,chr1,42947872,42957872,8.608217673031488,7.377258761374155,1.1668585787043808,Neither,,
Uxs1,chr1,43822800,43832800,58.65268653138478,34.85455577286084,1.68278393543762,Neither,,
Tpp2,chr1,43928647,43938647,63.504116969029106,25.023225191791852,2.5378070365549763,Neurons,intermediate,1.0
Tex30,chr1,44097441,44107441,10.135057880369821,8.816815699497859,1.149514544230185,Neither,,
Gulp1,chr1,44546511,44556511,21.95624391819636,14.048375396434466,1.56290270572987,Neither,,
Slc39a10,chr1,46887852,46897852,0.8936083584308624,3.7651559851566954,0.23733634461725306,NSCs,,
Nabp1,chr1,51473425,51483425,39.473540924151735,21.348442621707914,1.8490126714917146,Neither,,
Gls,chr1,52228232,52238232,37.596996909173335,25.203066594401992,1.4917627887998453,Neither,,
Stk17b,chr1,53780224,53790224,16.577808289941153,12.919995490519206,1.283112544590753,Neither,,
Hecw2,chr1,54190168,54200168,4.418428503815334,7.606608997980754,0.5808670466680025,Neither,,
Ccdc150,chr1,54245683,54255683,32.38159049797853,16.209477504809698,1.9976948972210993,Neither,,
Ankrd44,chr1,54921387,54931387,10.543484971761703,13.245421221498647,0.7960097905114991,Neither,,
Coq10b,chr1,55047770,55057770,56.67060518622398,13.580192523638408,4.173034004310329,Neurons,intermediate,1.0
Hspd1,chr1,55083243,55093243,35.28777871085803,18.2725355759422,1.9311922291353076,Neither,,
Spats2l,chr1,57769162,57779162,15.28765169269244,13.375406326214472,1.1429672729067046,Neither,,
Kctd18,chr1,58013956,58023956,2.1003850047747297,5.718643846901259,0.3672872556861288,NSCs,,
Sgo2a,chr1,57990971,58000971,21.19890639948845,14.299966605528196,1.482444468876816,Neither,,
Nif3l1,chr1,58440151,58450151,38.81563761234283,19.811068631211917,1.9592904519642935,Neither,,
Casp8,chr1,58790374,58800374,5.215354597171147,7.318604534943899,0.7126159874153011,Neither,,
Als2,chr1,59232231,59242231,29.016707997600236,12.041024098475773,2.4098206066436947,Neurons,intermediate,1.0
Nbeal1,chr1,60175599,60185599,47.451604270315165,19.613054722150167,2.4193887664385754,Neurons,intermediate,1.0
Ndufs1,chr1,63171833,63181833,33.146228241690004,12.5448391024669,2.6422202764778313,Neurons,intermediate,1.0
Zdbf2,chr1,63268265,63278265,6.700087799231212,4.041941569407782,1.657640934233717,Neither,,
Klf7,chr1,64117282,64127282,91.63307770462036,29.99118662073612,3.0553335172561864,Neurons,intermediate,1.0
Creb1,chr1,64527645,64537645,41.78012934501965,14.74340351875623,2.8338184796928267,Neurons,intermediate,1.0
Ccnyl1,chr1,64685455,64695455,36.928128511190415,18.938918811877567,1.949854100859807,Neither,,
Idh1,chr1,65181500,65191500,30.27975934290886,12.859813389341037,2.3546033232493477,Neurons,intermediate,1.0
Acadl,chr1,66858277,66868277,17.499042539278665,15.615065410614013,1.1206512479534065,Neither,,
Spag16,chr1,69821970,69831970,5.274186148166657,4.218076841751734,1.2503769717899045,Neither,,
Apol7d,chr1,71647837,71657837,23.023384348106386,13.585304548382759,1.6947271418252579,Neither,,
Marchf4,chr1,72531930,72541930,18.231568285306295,9.80391692594687,1.8596208457310521,Neither,,
Rpl37a,chr1,72706290,72716290,16.390356471538542,12.335735050161679,1.3286890813469376,Neither,,
Igfbp2,chr1,72819503,72829503,26.686779504903157,20.441381598766643,1.30552719129872,Neither,,
Igfbp5,chr1,72869884,72879884,52.25970910743078,26.59805719115734,1.964794222820334,Neither,,
Arpc2,chr1,74231084,74241084,18.41429093194008,13.495408808716137,1.3644855960233704,Neither,,
Aamp,chr1,74279738,74289738,81.69923080582619,34.742477620506286,2.3515660482890923,Neurons,intermediate,1.0
Ctdsp1,chr1,74386509,74396509,71.80581058173179,29.59625907711188,2.426178605702991,Neurons,intermediate,1.0
Usp37,chr1,74539284,74549284,43.32357966720263,29.821798576219877,1.4527487185749144,Neither,,
Bcs1l,chr1,74583289,74593289,63.80566457633972,27.86241345922947,2.2900264784924436,Neurons,intermediate,1.0
Prkag3,chr1,74744221,74754221,31.287654745380085,7.743621238859494,4.0404422918273095,Neurons,intermediate,1.0
Cdk5r2,chr1,74849934,74859934,20.04369406024615,9.214532447338105,2.175226380155227,Neurons,intermediate,1.0
Cryba2,chr1,74888143,74898143,12.395053082418443,5.189702950636546,2.3883935555305955,Neurons,intermediate,1.0
Zfand2b,chr1,75163646,75173646,10.979564759174982,8.042027462760608,1.3652732237009793,Neither,,
Dnajb2,chr1,75231406,75241406,22.27889733184179,14.320107087127369,1.5557772854833423,Neither,,
Dnpep,chr1,75312990,75322990,177.04207660953205,54.506796123385435,3.248073436728277,Neurons,intermediate,1.0
Speg,chr1,75370297,75380297,9.658958156220118,11.748925098550322,0.8221141998268352,Neither,,
Asic4,chr1,75445436,75455436,27.04998114097913,11.628558768494925,2.326167986893202,Neurons,intermediate,1.0
Obsl1,chr1,75501452,75511452,17.39369690392812,17.716559530655545,0.9817762231900181,Neither,,
Tmem198,chr1,75474532,75484532,37.89004742692311,29.45237684255441,1.2864852174571355,Neither,,
Epha4,chr1,77510088,77520088,62.835920579544705,24.59541463510195,2.5547819181656273,Neurons,intermediate,1.0
Farsb,chr1,78483897,78493897,32.210172002188365,20.009370660456025,1.6097543770251832,Neither,,
Utp14b,chr1,78653038,78663038,22.317846299997967,13.89436997475624,1.6062510456066583,Neither,,
Irs1,chr1,82286416,82296416,46.025505925099054,31.23206742169062,1.473661839405944,Neither,,
Rhbdd1,chr1,82311452,82321452,39.606472052669524,18.18101184921265,2.1784525735505054,Neurons,intermediate,1.0
Trip12,chr1,84835516,84845516,17.31984744612376,9.109643121639886,1.9012651993995897,Neither,,
Slc16a14,chr1,84930134,84940134,25.94422874855995,13.581174972931542,1.9103081140084746,Neither,,
Spata3,chr1,86011816,86021816,17.730459853839875,10.257348087151845,1.7285617786578487,Neither,,
