gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Tcea1,chr1,4852814,4862814,30.716817192091543,30.716817192091543,1.0,intermediate
Mcm3,chr1,20815312,20825312,21.7322972688814,21.7322972688814,1.0,intermediate
Ptp4a1,chr1,30944770,30954770,30.55989206321041,30.55989206321041,1.0,intermediate
Amer3,chr1,34574657,34584657,40.46028677660922,40.46028677660922,1.0,intermediate
Arhgef4,chr1,34796794,34806794,15.057709759553275,15.057709759553275,1.0,intermediate
Arid5a,chr1,36302733,36312733,75.73197139761548,75.73197139761548,1.0,intermediate
Tsga10,chr1,37861429,37871429,31.51989883583387,31.51989883583387,1.0,intermediate
Txndc9,chr1,37992893,38002893,43.17052340443333,43.17052340443333,1.0,intermediate
Eif5b,chr1,37993010,38003010,43.16416016632319,43.16416016632319,1.0,intermediate
Mfsd9,chr1,40785687,40795687,12.501231052092711,12.501231052092711,1.0,intermediate
Tpp2,chr1,43928647,43938647,35.06490869460503,35.06490869460503,1.0,intermediate
Coq10b,chr1,55047770,55057770,29.89013464786609,29.89013464786609,1.0,intermediate
Als2,chr1,59232231,59242231,20.886241384007537,20.886241384007537,1.0,intermediate
Nbeal1,chr1,60175599,60185599,27.810836244984472,27.810836244984472,1.0,intermediate
Ndufs1,chr1,63171833,63181833,23.001379320283736,23.001379320283736,1.0,intermediate
Klf7,chr1,64117282,64127282,58.13355224997997,58.13355224997997,1.0,intermediate
Creb1,chr1,64527645,64537645,25.04069638880094,25.04069638880094,1.0,intermediate
Idh1,chr1,65181500,65191500,20.773115302314363,20.773115302314363,1.0,intermediate
Aamp,chr1,74279738,74289738,52.70543948524793,52.70543948524793,1.0,intermediate
Ctdsp1,chr1,74386509,74396509,46.31676053751508,46.31676053751508,1.0,intermediate
Bcs1l,chr1,74583289,74593289,40.177645941032964,40.177645941032964,1.0,intermediate
Prkag3,chr1,74744221,74754221,17.771402350034318,17.771402350034318,1.0,intermediate
Cdk5r2,chr1,74849934,74859934,13.690724186404545,13.690724186404545,1.0,intermediate
Cryba2,chr1,74888143,74898143,8.412368336743116,8.412368336743116,1.0,intermediate
Dnpep,chr1,75312990,75322990,97.15920939625305,97.15920939625305,1.0,intermediate
Asic4,chr1,75445436,75455436,19.67035743483305,19.67035743483305,1.0,intermediate
Epha4,chr1,77510088,77520088,38.883918610352275,38.883918610352275,1.0,intermediate
Rhbdd1,chr1,82311452,82321452,24.745474008826417,24.745474008826417,1.0,intermediate
Psmd1,chr1,86059387,86069387,26.04955347944498,26.04955347944498,1.0,intermediate
Ncl,chr1,86354400,86364400,28.314083331416054,28.314083331416054,1.0,intermediate
Ptma,chr1,86521726,86531726,69.35261936868231,69.35261936868231,1.0,intermediate
Gigyf2,chr1,87321998,87331998,12.2628431412975,12.2628431412975,1.0,intermediate
Ube2f,chr1,91245304,91255304,27.75971335585316,27.75971335585316,1.0,intermediate
Per2,chr1,91454324,91464324,53.115794454067945,53.115794454067945,1.0,intermediate
Pask,chr1,93338482,93348482,18.228730312897763,18.228730312897763,1.0,intermediate
Hdlbp,chr1,93473815,93483815,61.393815310289455,61.393815310289455,1.0,intermediate
Dtymk,chr1,93796934,93806934,26.012941134848194,26.012941134848194,1.0,intermediate
Relch,chr1,105658861,105668861,20.929003096588456,20.929003096588456,1.0,intermediate
Zcchc2,chr1,105985406,105995406,33.32443026477694,33.32443026477694,1.0,intermediate
Gm20753,chr1,106166524,106176524,59.99045197341243,59.99045197341243,1.0,intermediate
Tmem37,chr1,120069074,120079074,15.996038968078295,15.996038968078295,1.0,intermediate
Dbi,chr1,120116078,120126078,53.70147916981579,53.70147916981579,1.0,intermediate
C1ql2,chr1,120335582,120345582,10.081931592486303,10.081931592486303,1.0,intermediate
Insig2,chr1,121327589,121337589,17.619758000993727,17.619758000993727,1.0,intermediate
Ddx18,chr1,121562989,121572989,9.069896305282912,9.069896305282912,1.0,intermediate
Actr3,chr1,125430727,125440727,31.680684045433996,31.680684045433996,1.0,intermediate
Slc35f5,chr1,125555595,125565595,39.09056691847245,39.09056691847245,1.0,intermediate
2900009J06Rik,chr1,127769092,127779092,38.726341163092854,38.726341163092854,1.0,intermediate
Fam72a,chr1,131522903,131532903,182.90260765572688,182.90260765572688,1.0,intermediate
Klhdc8a,chr1,132293626,132303626,15.997196085790792,15.997196085790792,1.0,intermediate
Mdm4,chr1,133025561,133035561,21.008100374857587,21.008100374857587,1.0,intermediate
Ppp1r15b,chr1,133126143,133136143,38.37990222971837,38.37990222971837,1.0,intermediate
Syt2,chr1,134641677,134651677,17.337396653570732,17.337396653570732,1.0,intermediate
Glrx2,chr1,143711338,143721338,1.7502215172251068,1.7502215172251068,1.0,intermediate
Tpr,chr1,150387838,150397838,71.65911242907445,71.65911242907445,1.0,intermediate
Swt1,chr1,151423455,151433455,47.45150898503264,47.45150898503264,1.0,intermediate
Edem3,chr1,151750371,151760371,54.50886094682613,54.50886094682613,1.0,intermediate
Smg7,chr1,152897646,152907646,38.66354144207835,38.66354144207835,1.0,intermediate
Dhx9,chr1,153482660,153492660,10.450304122000933,10.450304122000933,1.0,intermediate
Tor1aip1,chr1,156031480,156041480,49.97672330347697,49.97672330347697,1.0,intermediate
Fam163a,chr1,156200026,156210026,8.382917344876132,8.382917344876132,1.0,intermediate
Cop1,chr1,159227320,159237320,21.865903191228707,21.865903191228707,1.0,intermediate
Mrps14,chr1,160190215,160200215,42.761148012454306,42.761148012454306,1.0,intermediate
Cacybp,chr1,160207875,160217875,44.36420413730542,44.36420413730542,1.0,intermediate
Mpc2,chr1,165455637,165465637,64.0089601240327,64.0089601240327,1.0,intermediate
Creg1,chr1,165758746,165768746,10.282176369595529,10.282176369595529,1.0,intermediate
Tada1,chr1,166374097,166384097,27.62119335564971,27.62119335564971,1.0,intermediate
Uap1,chr1,170169957,170179957,31.90126209589044,31.90126209589044,1.0,intermediate
Usf1,chr1,171406313,171416313,19.424408959384756,19.424408959384756,1.0,intermediate
Pigm,chr1,172371546,172381546,12.249613309111199,12.249613309111199,1.0,intermediate
Exo1,chr1,175875581,175885581,9.23102641445001,9.23102641445001,1.0,intermediate
Pld5,chr1,176270312,176280312,6.016714242772262,6.016714242772262,1.0,intermediate
Cep170,chr1,176809067,176819067,52.016969956330456,52.016969956330456,1.0,intermediate
Catspere2,chr1,177978423,177988423,17.103752974365154,17.103752974365154,1.0,intermediate
Cox20,chr1,178314130,178324130,30.12330782895287,30.12330782895287,1.0,intermediate
Hnrnpu,chr1,178332797,178342797,10.526896789608399,10.526896789608399,1.0,intermediate
Tfb2m,chr1,179541267,179551267,18.52284454077681,18.52284454077681,1.0,intermediate
Ahctf1,chr1,179798680,179808680,27.765225459824006,27.765225459824006,1.0,intermediate
Cnih3,chr1,181347628,181357628,9.416359482322136,9.416359482322136,1.0,intermediate
Gpatch2,chr1,187210508,187220508,14.871127951131266,14.871127951131266,1.0,intermediate
Cenpf,chr1,189683086,189693086,16.60335565158526,16.60335565158526,1.0,intermediate
Dtl,chr1,191570544,191580544,40.09068400216699,40.09068400216699,1.0,intermediate
