gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Gucy1a2,chr9,3532778,3894736,+,3522778,3532778,4.2650660351276395,4.67140924337705,1.0952724306969024,Mixed,Neu
Aasdhppt,chr9,4294793,4309471,-,4309471,4319471,3.5960043188571933,5.6872693970521295,1.581552437862349,Mixed,Neu
Pdgfd,chr9,6168584,6378850,+,6158584,6168584,3.164707327914238,5.187759960158665,1.6392542572262945,Mixed,Neu
Dync2h1,chr9,6928503,7184446,-,7184446,7194446,4.1608694246768945,4.262917793059349,1.0245257319965955,Mixed,Neu
Dcun1d5,chr9,7184520,7208205,+,7174520,7184520,4.065618891119957,4.2111647026538845,1.0357991773040571,Mixed,Neu
Tmem123,chr9,7764041,7794333,+,7754041,7764041,4.284678848862648,4.723892680867514,1.1025079935971054,Mixed,Neu
Birc2,chr9,7818227,7837064,-,7837064,7847064,4.398117030739784,4.849816282280286,1.1027028722481547,Mixed,Neu
Birc3,chr9,7848699,7873186,-,7873186,7883186,5.959143851947785,4.794198379079501,0.804511268428683,Mixed,Neu
Yap1,chr9,7931999,8004596,-,8004596,8014596,4.472706592321396,5.110338535181682,1.1425606463779565,Mixed,Neu
Cfap300,chr9,8021672,8042823,-,8042823,8052823,2.2404721956014635,2.6332811701377232,1.175324190725254,Mixed,Neu
Cep126,chr9,8076461,8134294,-,8134294,8144294,3.499765091276169,4.96985620590051,1.4200542254361082,Mixed,Neu
Trpc6,chr9,8544142,8680741,+,8534142,8544142,6.357879218864442,4.355060756349564,0.6849863934860037,Mixed,Neu
Pgr,chr9,8899833,8968611,+,8889833,8899833,3.32803608212471,5.180338686116536,1.556575276915046,Mixed,Neu
Arhgap42,chr9,8994329,9239101,-,9239101,9249101,3.11733311214447,5.3706222739140195,1.7228259158417212,Mixed,Neu
Mtmr2,chr9,13748410,13806481,+,13738410,13748410,3.247379211544991,5.092449999570847,1.5681722607160606,Mixed,Neu
Fam76b,chr9,13827716,13854987,+,13817716,13827716,3.8648890001773832,4.761203585712114,1.2319121158443602,Mixed,Neu
Sesn3,chr9,14275067,14333101,+,14265067,14275067,2.4123964562416074,4.502230823198954,1.866289768230386,Mixed,Neu
Endod1,chr9,14353990,14381507,-,14381507,14391507,3.6263819157600405,5.854320359400909,1.6143694997921703,Mixed,Neu
