gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Zfp263,chr16,3739093,3749093,62.62416532233556,43.42662304742336,1.442068503782756,Neither,,
Zfp597,chr16,3879561,3889561,21.985905297994616,19.953988502013683,1.1018301075885595,Neither,,
Cluap1,chr16,3903801,3913801,68.3517648012797,25.09241353837649,2.724001208442627,Neurons,intermediate,1.0
Slx4,chr16,3998770,4008770,37.20854216798147,19.73040475408236,1.8858478896781252,Neither,,
Trap1,chr16,4072827,4082827,19.614763922659556,10.270195996848743,1.9098724044485669,Neither,,
Crebbp,chr16,4208997,4218997,12.243948417504628,7.230658804492156,1.6933378753673027,Neither,,
Vasn,chr16,4634941,4644941,53.11133016208013,31.610192876474063,1.680196333177338,Neither,,
Dnaja3,chr16,4634989,4644989,53.214793083143235,31.51598145183722,1.6885018530825757,Neither,,
Cdip1,chr16,4785292,4795292,38.593457227865855,21.160849158032732,1.8238142023339192,Neither,,
Nudt16l1,chr16,4933761,4943761,29.253789210796356,15.278655343230563,1.9146834949554437,Neither,,
Anks3,chr16,4959205,4969205,60.61373257811865,16.963524881998698,3.5731802794382994,Neurons,intermediate,1.0
Rogdi,chr16,5008553,5018553,54.64104033812682,24.372609811540443,2.241903545030055,Neurons,intermediate,1.0
Ubn1,chr16,5045057,5055057,26.64086202899615,8.812307453831037,3.0231425955768687,Neurons,intermediate,1.0
Ppl,chr16,5127421,5137421,18.515974724531173,14.02916660985152,1.319820003529571,Neither,,
Alg1,chr16,5228621,5238621,18.083313666502633,10.351867107526461,1.7468649354428945,Neither,,
Eef2kmt,chr16,5250983,5260983,48.118070167350766,22.382035139958063,2.149852319794049,Neurons,intermediate,1.0
Rbfox1,chr16,5880355,5890355,9.677330359458923,5.18172992793719,1.8675867893623317,Neither,,
Tmem114,chr16,8420136,8430136,6.880073784430823,3.365950997034709,2.044020780603146,Neurons,intermediate,1.0
Grin2a,chr16,9990560,10000560,16.967190412600832,9.363354004104933,1.8120846872992675,Neither,,
