gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Cluap1,chr16,3903801,3913801,49.0683348315537,49.0683348315537,1.0,intermediate
Anks3,chr16,4959205,4969205,33.19496494539579,33.19496494539579,1.0,intermediate
Rogdi,chr16,5008553,5018553,31.13574205456277,31.13574205456277,1.0,intermediate
Ubn1,chr16,5045057,5055057,15.354257231533529,15.354257231533529,1.0,intermediate
Eef2kmt,chr16,5250983,5260983,30.600233261364696,30.600233261364696,1.0,intermediate
Tmem114,chr16,8420136,8430136,5.13361277641058,5.13361277641058,1.0,intermediate
Rmi2,chr16,10830059,10840059,12.378259831029176,12.378259831029176,1.0,intermediate
Top3b,chr16,16865736,16875736,13.644578237505755,13.644578237505755,1.0,intermediate
Gp1bb,chr16,18617403,18627403,35.15404645690621,35.15404645690621,1.0,intermediate
Ap2m1,chr16,20530478,20540478,26.9949846679469,26.9949846679469,1.0,intermediate
Ephb3,chr16,21199755,21209755,49.88382124001782,49.88382124001782,1.0,intermediate
Senp2,chr16,22004484,22014484,29.52524849877159,29.52524849877159,1.0,intermediate
Dnajb11,chr16,22852845,22862845,32.55343452573816,32.55343452573816,1.0,intermediate
Ccdc50,chr16,27383869,27393869,29.124624711581074,29.124624711581074,1.0,intermediate
Fgf12,chr16,28748068,28758068,10.208337850248814,10.208337850248814,1.0,intermediate
4632428C04Rik,chr16,30003667,30013667,27.647065609397487,27.647065609397487,1.0,intermediate
Hes1,chr16,30059384,30069384,49.79683329149088,49.79683329149088,1.0,intermediate
Tmem44,chr16,30545842,30555842,31.57477915591399,31.57477915591399,1.0,intermediate
Lsg1,chr16,30582592,30592592,15.76060180452466,15.76060180452466,1.0,intermediate
Gm15743,chr16,31424776,31434776,80.81547392727336,80.81547392727336,1.0,intermediate
Nrros,chr16,32160594,32170594,8.187845059400798,8.187845059400798,1.0,intermediate
Golgb1,chr16,36870140,36880140,53.49595597561201,53.49595597561201,1.0,intermediate
Gsk3b,chr16,38084001,38094001,129.92556551671723,129.92556551671723,1.0,intermediate
Atp6v1a,chr16,44134705,44144705,58.09089920540651,58.09089920540651,1.0,intermediate
Boc,chr16,44553897,44563897,19.383382425420482,19.383382425420482,1.0,intermediate
Mir3081,chr16,44553129,44563129,19.637993367123602,19.637993367123602,1.0,intermediate
Ift57,chr16,49694233,49704233,28.08661543328762,28.08661543328762,1.0,intermediate
Dubr,chr16,50727773,50737773,24.937390052640442,24.937390052640442,1.0,intermediate
Cblb,chr16,52026225,52036225,45.724141469875974,45.724141469875974,1.0,intermediate
Alcam,chr16,52449074,52459074,48.66877256952126,48.66877256952126,1.0,intermediate
Tbc1d23,chr16,57226504,57236504,38.80052569100062,38.80052569100062,1.0,intermediate
Cmss1,chr16,57601864,57611864,9.185176217633485,9.185176217633485,1.0,intermediate
Cggbp1,chr16,64846996,64856996,38.46963536388675,38.46963536388675,1.0,intermediate
Hspa13,chr16,75762104,75772104,41.37028753684958,41.37028753684958,1.0,intermediate
Adamts1,chr16,85798113,85808113,45.16141325080991,45.16141325080991,1.0,intermediate
Grik1,chr16,88285265,88295265,7.866849078675112,7.866849078675112,1.0,intermediate
Sod1,chr16,90215754,90225754,28.697532676635188,28.697532676635188,1.0,intermediate
Paxbp1,chr16,91039543,91049543,28.633996921775736,28.633996921775736,1.0,intermediate
Olig1,chr16,91264772,91274772,46.67914590448141,46.67914590448141,1.0,intermediate
Ifnar1,chr16,91480238,91490238,30.06034688201348,30.06034688201348,1.0,intermediate
Rcan1,chr16,92465867,92475867,31.221397899393242,31.221397899393242,1.0,intermediate
Setd4,chr16,93599063,93609063,31.42429977240165,31.42429977240165,1.0,intermediate
Cbr1,chr16,93600853,93610853,30.7908033943216,30.7908033943216,1.0,intermediate
Dop1b,chr16,93706904,93716904,29.77238094650507,29.77238094650507,1.0,intermediate
Vps26c,chr16,94521830,94531830,34.86774460134904,34.86774460134904,1.0,intermediate
Dyrk1a,chr16,94565010,94575010,28.53043566309412,28.53043566309412,1.0,intermediate
Hmgn1,chr16,96122729,96132729,24.350561581170556,24.350561581170556,1.0,intermediate
Get1,chr16,96140407,96150407,29.070852009085815,29.070852009085815,1.0,intermediate
Ripk4,chr16,97758787,97768787,10.739030612838269,10.739030612838269,1.0,intermediate
Zbtb21,chr16,97957622,97967622,29.24688790021936,29.24688790021936,1.0,intermediate
