gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
2810429I04Rik,chr13,3478230,3501393,+,3468230,3478230,3.703266469836235,4.1548964663346615,0.4516299964984265,Mixed,NSC
Gdi2,chr13,3538063,3567871,+,3528063,3538063,5.11608335454464,4.820043864762783,-0.29603948978185635,Mixed,NSC
Tasor2,chr13,3566035,3611108,-,3611108,3621108,2.44378009121418,3.125410483364264,0.6816303921500841,Mixed,NSC
Asb13,chr13,3634032,3653822,+,3624032,3634032,4.073401721155643,4.861535674635569,0.7881339534799254,Mixed,NSC
Net1,chr13,3882018,3918220,-,3918220,3928220,4.139756418168545,4.570261302292347,0.4305048841238017,Mixed,NSC
Tubal3,chr13,3918274,3935277,+,3908274,3918274,5.578479377090931,5.57752992399931,-0.0009494530916205335,Mixed,NSC
Klf6,chr13,5861482,5870394,+,5851482,5861482,4.422665952384472,4.677094479600588,0.254428527216116,Mixed,NSC
Pitrm1,chr13,6548149,6580515,+,6538149,6548149,2.952966688454151,4.190715846637885,1.237749158183734,Mixed,NSC
Pfkp,chr13,6579768,6648777,-,6648777,6658777,5.669346583926678,5.4359532154361405,-0.23339336849053716,Mixed,NSC
Wdr37,chr13,8802968,8871909,-,8871909,8881909,3.157884214687347,3.9777465171635153,0.8198623024761682,Mixed,NSC
Idi1,chr13,8885501,8892451,+,8875501,8885501,3.3890003649830813,4.16790969572862,0.778909330745539,Mixed,NSC
Gtpbp4,chr13,8966331,8996083,-,8996083,9006083,4.863650211286545,5.340068151144187,0.476417939857642,Mixed,NSC
Larp4b,chr13,9093881,9174451,+,9083881,9093881,4.664982426935435,4.882254179728031,0.21727175279259647,Mixed,NSC
Dip2c,chr13,9276528,9668928,+,9266528,9276528,6.2797578263759615,5.69592112060388,-0.5838367057720815,Mixed,NSC
Zmynd11,chr13,9684833,9765330,-,9765330,9775330,5.746070801794529,5.284961191793283,-0.4611096100012464,Mixed,NSC
Chrm3,chr13,9875486,10360847,-,10360847,10370847,4.274246769499778,3.972091699071725,-0.3021550704280531,Mixed,NSC
Ryr2,chr13,11553102,12106945,-,12106945,12116945,5.4843674383759495,5.2662050768435,-0.21816236153244972,Mixed,NSC
Mtr,chr13,12182712,12258113,-,12258113,12268113,5.393855385494232,5.243737220235666,-0.1501181652585668,Mixed,NSC
Heatr1,chr13,12395027,12440289,+,12385027,12395027,5.1052453313827515,4.9161971380651,-0.18904819331765133,Mixed,NSC
Lgals8,chr13,12439415,12464944,-,12464944,12474944,5.637938270568848,5.14464980661869,-0.493288463950158,Mixed,NSC
Edaradd,chr13,12472632,12520438,-,12520438,12530438,5.662698099124432,5.3535855781634645,-0.30911252096096753,Mixed,NSC
Lyst,chr13,13590397,13778803,+,13580397,13590397,5.101441363036632,5.035461703936259,-0.06597965910037296,Mixed,NSC
B3galnt2,chr13,13954469,13999103,+,13944469,13954469,4.48103646966219,4.3206315091768905,-0.16040496048529906,Mixed,NSC
Tbce,chr13,13997949,14039638,-,14039638,14049638,4.10351425498724,5.373900311112404,1.2703860561251643,Mixed,NSC
Ggps1,chr13,14050659,14063488,-,14063488,14073488,4.124732988667488,4.955551996954282,0.8308190082867934,Mixed,NSC
Psma2,chr13,14613240,14674236,+,14603240,14613240,3.7705068652629854,4.57516658415397,0.8046597188909845,Mixed,NSC
Gli3,chr13,15463235,15730026,+,15453235,15463235,4.887092013955117,5.086215802987417,0.1991237890323001,Mixed,NSC
Sugct,chr13,16857472,17695553,-,17695553,17705553,2.991124965262413,4.5661427992542585,1.5750178339918457,Mixed,NSC
Cdk13,chr13,17710315,17805097,-,17805097,17815097,4.173407835996151,4.99639103927215,0.8229832032759994,Mixed,NSC
Rala,chr13,17880571,17944239,-,17944239,17954239,4.888602568084002,4.901706998896599,0.013104430812597379,Mixed,NSC
Yae1d1,chr13,17981330,17993349,-,17993349,18003349,2.7689124874591826,3.550892209092776,0.7819797216335935,Mixed,NSC
Amph,chr13,18948205,19150921,+,18938205,18948205,5.015622425317765,4.347559362411499,-0.6680630629062652,Mixed,NSC
Stard3nl,chr13,19357676,19395795,-,19395795,19405795,3.0772617251873022,4.722901931832235,1.6456402066449325,Mixed,NSC
Epdr1,chr13,19591706,19619927,-,19619927,19629927,4.622228815090656,5.270440225243569,0.6482114101529133,Mixed,NSC
Sfrp4,chr13,19623104,19632994,+,19613104,19623104,5.242609963953495,5.24342590107123,0.0008159371177356434,Mixed,NSC
Elmo1,chr13,20090596,20608353,+,20080596,20090596,3.9612098360180856,4.912398880267143,0.9511890442490576,Mixed,NSC
Trim27,chr13,21179445,21194724,+,21169445,21179445,5.459953719437122,5.202739502906799,-0.25721421653032284,Mixed,NSC
Zscan12,chr13,21362820,21372289,+,21352820,21362820,4.86950354796648,4.462791944166024,-0.40671160380045634,Mixed,NSC
Zkscan3,chr13,21387003,21402755,-,21402755,21412755,3.4612287224531175,4.511104527066151,1.0498758046130336,Mixed,NSC
Pgbd1,chr13,21421275,21441058,-,21441058,21451058,5.156590577566623,4.624333561591308,-0.5322570159753157,Mixed,NSC
Nkapl,chr13,21467047,21468509,-,21468509,21478509,4.192699905586243,4.857437511614958,0.6647376060287158,Mixed,NSC
Zkscan8,chr13,21513222,21531120,-,21531120,21541120,3.7699787331819534,4.784864908397197,1.0148861752152438,Mixed,NSC
H2bc13,chr13,21715763,21716143,-,21716143,21726143,3.607816434907913,5.01178085343043,1.4039644185225173,Mixed,NSC
H3c10,chr13,21717659,21718069,+,21707659,21717659,4.534404744875431,4.749133236761888,0.21472849188645693,Mixed,NSC
H2bc14,chr13,21722044,21722567,+,21712044,21722044,3.6902854098916054,4.442980244704088,0.7526948348124822,Mixed,NSC
H4c11,chr13,21735064,21735837,+,21725064,21735064,5.04688082638979,4.893457007881005,-0.15342381850878528,Mixed,NSC
H4c12,chr13,21750194,21750505,-,21750505,21760505,4.362503005743027,5.084815761913856,0.7223127561708296,Mixed,NSC
H2ac15,chr13,21753435,21753827,-,21753827,21763827,3.6137214314579964,4.330587710769971,0.7168662793119749,Mixed,NSC
H2bc15,chr13,21754123,21754503,+,21744123,21754123,3.780714576816559,5.197605653055509,1.4168910762389495,Mixed,NSC
H1f5,chr13,21779883,21780625,-,21780625,21790625,2.7929220379889013,4.117083578328292,1.3241615403393907,Mixed,NSC
H3c11,chr13,21782960,21783370,-,21783370,21793370,3.036096701383591,3.9467626609206197,0.9106659595370288,Mixed,NSC
Zfp184,chr13,21945094,21960779,+,21935094,21945094,3.8403433411121375,4.163262655901909,0.32291931478977176,Mixed,NSC
Pom121l2,chr13,21981194,21988734,+,21971194,21981194,4.506374005246162,4.878125234810511,0.3717512295643495,Mixed,NSC
Prss16,chr13,22002173,22009742,-,22009742,22019742,4.169095979976654,4.532738096014659,0.36364211603800456,Mixed,NSC
H2ac12,chr13,22035164,22035568,-,22035568,22045568,3.92831219162941,4.864632984817027,0.9363207931876172,Mixed,NSC
H4c9,chr13,22040636,22041362,-,22041362,22051362,4.482229621541499,4.707532344941298,0.22530272339979884,Mixed,NSC
H2ac11,chr13,22042460,22042944,-,22042944,22052944,5.110055606305599,4.671465256329378,-0.43859034997622093,Mixed,NSC
Zfp322a,chr13,23353103,23369208,-,23369208,23379208,4.306235812962056,4.220230711360773,-0.08600510160128305,Mixed,NSC
Abt1,chr13,23418361,23423866,-,23423866,23433866,4.831793685007096,4.9439673674305284,0.11217368242343273,Mixed,NSC
Btn1a1,chr13,23456992,23465901,-,23465901,23475901,5.035304955315589,4.907942344411214,-0.12736261090437573,Mixed,NSC
H4c8,chr13,23531050,23531519,+,23521050,23531050,4.19522991335392,4.614904417673746,0.41967450431982645,Mixed,NSC
H3c8,chr13,23535422,23535951,+,23525422,23535422,4.972729448258876,4.68818836581707,-0.2845410824418062,Mixed,NSC
H2bc9,chr13,23541714,23543392,-,23543392,23553392,3.3841031864762305,3.674597944684823,0.2904947582085926,Mixed,NSC
H3c7,chr13,23544052,23545312,+,23534052,23544052,4.505007880496979,4.632211784859499,0.12720390436251972,Mixed,NSC
H4c6,chr13,23551258,23551648,-,23551648,23561648,3.3608970776438714,5.170464729468027,1.809567651824156,Mixed,NSC
H1f3,chr13,23553262,23560686,+,23543262,23553262,3.440451032876968,3.7056819840828576,0.26523095120588946,Mixed,NSC
H3c6,chr13,23561534,23562369,-,23562369,23572369,3.3693198101282125,4.396964836812019,1.0276450266838069,Mixed,NSC
H2ac8,chr13,23570517,23571220,-,23571220,23581220,3.565489554107189,4.20145248556137,0.6359629314541815,Mixed,NSC
H2ac7,chr13,23574381,23574952,+,23564381,23574381,3.78828802819252,4.542209135210514,0.7539211070179936,Mixed,NSC
H3c4,chr13,23575763,23577011,+,23565763,23575763,3.4283584115147594,4.4647744874318445,1.036416075917085,Mixed,NSC
H4c4,chr13,23581598,23582735,+,23571598,23581598,3.849269018685818,4.425737239499887,0.5764682208140695,Mixed,NSC
H1f4,chr13,23620629,23622558,-,23622558,23632558,3.5008011718749996,4.6614934819062555,1.1606923100312558,Mixed,NSC
H2ac6,chr13,23681467,23683948,-,23683948,23693948,3.509664190077782,4.5975923094948135,1.0879281194170316,Mixed,NSC
H4c3,chr13,23697635,23698454,-,23698454,23708454,5.038769280815124,5.5012836272279415,0.4625143464128172,Mixed,NSC
H1f2,chr13,23738808,23740367,+,23728808,23738808,4.757989584803581,4.3618212875882785,-0.39616829721530245,Mixed,NSC
H3c3,chr13,23744973,23745602,-,23745602,23755602,2.9073370217084884,5.051584484382471,2.1442474626739827,Heterochromatin,NSC
H2bc3,chr13,23746734,23747241,+,23736734,23746734,4.103910035765171,5.094623292791844,0.9907132570266723,Mixed,NSC
H2ac4,chr13,23751126,23751598,+,23741126,23751126,3.099853484642506,5.087678889079889,1.987825404437383,Mixed,NSC
H3c2,chr13,23752267,23752886,+,23742267,23752267,3.3686229748129843,5.059397703750929,1.690774728937945,Mixed,NSC
H4c2,chr13,23757013,23757409,+,23747013,23757013,2.8228992952108385,5.044550162335237,2.2216508671243984,Heterochromatin,NSC
H4c1,chr13,23760692,23761230,-,23761230,23771230,4.689539497375488,4.326034916639329,-0.36350458073615943,Mixed,NSC
H1f1,chr13,23763666,23764406,+,23753666,23763666,3.536861126899719,4.849192852056026,1.312331725156307,Mixed,NSC
Carmil1,chr13,24012344,24280795,-,24280795,24290795,6.4671160162091255,5.703916287501653,-0.7631997287074723,Mixed,NSC
Ripor2,chr13,24501525,24733816,+,24491525,24501525,5.932648926466704,5.520855468849341,-0.41179345761736297,Mixed,NSC
Gmnn,chr13,24751845,24761923,-,24761923,24771923,2.602394502568245,2.959263781893253,0.35686927932500767,Mixed,NSC
BC005537,chr13,24801657,24816197,+,24791657,24801657,6.213012175959348,5.652261917972564,-0.5607502579867845,Mixed,NSC
Tdp2,chr13,24831679,24842153,+,24821679,24831679,6.2612285045504565,5.647230105251073,-0.6139983992993834,Mixed,NSC
D130043K22Rik,chr13,24845135,24901270,+,24835135,24845135,4.02006959527731,4.5974694994688035,0.5773999041914939,Mixed,NSC
9330162012Rik,chr13,24937401,24941417,+,24927401,24937401,6.853198291659355,5.770396231679122,-1.0828020599802333,Mixed,NSC
Mrs2,chr13,24987483,25020379,-,25020379,25030379,4.733380589067936,5.019234875724713,0.28585428665677703,Mixed,NSC
Dcdc2a,chr13,25056004,25210706,+,25046004,25056004,5.2221618301153185,4.6153447447975475,-0.606817085317771,Mixed,NSC
Sox4,chr13,28948919,28953713,-,28953713,28963713,6.413382510185242,6.48778200964133,0.0743994994560877,Mixed,NSC
Cdkal1,chr13,29191746,29855674,-,29855674,29865674,3.846721438026428,4.879506564780077,1.032785126753649,Mixed,NSC
E2f3,chr13,29906575,29986063,-,29986063,29996063,6.038922604310512,5.048382977990308,-0.9905396263202038,Mixed,NSC
Mboat1,chr13,30136489,30246717,+,30126489,30136489,5.38626012417078,4.896989708983898,-0.4892704151868825,Mixed,NSC
Uqcrfs1,chr13,30540308,30545362,-,30545362,30555362,5.418543420064449,4.932282263394196,-0.4862611566702526,Mixed,NSC
Dusp22,chr13,30659999,30711231,+,30649999,30659999,4.08593528854847,4.837724631683032,0.7517893431345621,Mixed,NSC
Irf4,chr13,30749226,30766976,+,30739226,30749226,5.464615558981896,5.320135877227783,-0.1444796817541123,Mixed,NSC
Foxc1,chr13,31806633,31812476,+,31796633,31806633,8.127669184541702,6.354145121602218,-1.773524062939484,Mixed,NSC
