gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
2810429I04Rik,chr13,3478230,3501393,+,3468230,3478230,3.4675492863655086,4.853437152504921,1.3858878661394125,Mixed,Neu
Gdi2,chr13,3538063,3567871,+,3528063,3538063,4.675169874691963,4.717529347101848,0.0423594724098848,Mixed,Neu
Tasor2,chr13,3566035,3611108,-,3611108,3621108,3.301627803397179,2.358540238873164,-0.9430875645240149,Mixed,Neu
Asb13,chr13,3634032,3653822,+,3624032,3634032,4.434438142299652,4.608914665174484,0.17447652287483173,Mixed,Neu
Net1,chr13,3882018,3918220,-,3918220,3928220,4.025854290604592,5.60437809173266,1.5785238011280684,Mixed,Neu
Tubal3,chr13,3918274,3935277,+,3908274,3918274,3.183394582414627,5.241287014460563,2.057892432045936,Heterochromatin,Neu
Klf6,chr13,5861482,5870394,+,5851482,5861482,3.5518987140178684,4.561825540693601,1.0099268266757324,Mixed,Neu
Pitrm1,chr13,6548149,6580515,+,6538149,6548149,4.218300306558609,4.723983264648914,0.5056829580903051,Mixed,Neu
Pfkp,chr13,6579768,6648777,-,6648777,6658777,5.043232538557053,4.249911437694232,-0.7933211008628209,Mixed,Neu
Wdr37,chr13,8802968,8871909,-,8871909,8881909,3.0239800235033036,3.9942215777317682,0.9702415542284646,Mixed,Neu
Idi1,chr13,8885501,8892451,+,8875501,8885501,3.0399098604917527,4.299275665402413,1.2593658049106602,Mixed,Neu
Gtpbp4,chr13,8966331,8996083,-,8996083,9006083,4.087298172640801,3.8801479346116383,-0.20715023802916255,Mixed,Neu
Larp4b,chr13,9093881,9174451,+,9083881,9093881,3.9165134170055387,4.09291471238931,0.17640129538377103,Mixed,Neu
Dip2c,chr13,9276528,9668928,+,9266528,9276528,2.3722431542873386,4.710875488948822,2.338632334661483,Heterochromatin,Neu
Zmynd11,chr13,9684833,9765330,-,9765330,9775330,3.9226744892597196,4.746197055617968,0.8235225663582479,Mixed,Neu
Chrm3,chr13,9875486,10360847,-,10360847,10370847,2.71183333837986,3.644588652404149,0.932755314024289,Mixed,Neu
Ryr2,chr13,11553102,12106945,-,12106945,12116945,3.4696475200653074,4.7279250280062355,1.258277507940928,Mixed,Neu
Mtr,chr13,12182712,12258113,-,12258113,12268113,1.8362577253580095,2.181197196062406,0.34493947070439646,Mixed,Neu
Heatr1,chr13,12395027,12440289,+,12385027,12395027,5.094288743138313,4.98129610973994,-0.11299263339837307,Mixed,Neu
Lgals8,chr13,12439415,12464944,-,12464944,12474944,4.576791347718239,4.7126474150339766,0.1358560673157374,Mixed,Neu
Edaradd,chr13,12472632,12520438,-,12520438,12530438,3.4656168603658677,3.8747842655817664,0.40916740521589867,Mixed,Neu
Lyst,chr13,13590397,13778803,+,13580397,13590397,3.2220870074987413,4.408740118829409,1.186653111330668,Mixed,Neu
Gng4,chr13,13784059,13827896,+,13774059,13784059,4.331801176667214,4.8839375274419785,0.5521363507747648,Mixed,Neu
B3galnt2,chr13,13954469,13999103,+,13944469,13954469,5.069736695408821,4.409123723157247,-0.6606129722515739,Mixed,Neu
Tbce,chr13,13997949,14039638,-,14039638,14049638,5.669011967396736,5.033671916890145,-0.6353400505065911,Mixed,Neu
Ggps1,chr13,14050659,14063488,-,14063488,14073488,4.374385349822045,5.445789684542021,1.0714043347199755,Mixed,Neu
Psma2,chr13,14613240,14674236,+,14603240,14613240,3.6826465004682536,4.415149525403977,0.7325030249357232,Mixed,Neu
Gli3,chr13,15463235,15730026,+,15453235,15463235,2.8495727216005324,4.478690962354342,1.6291182407538098,Mixed,Neu
Sugct,chr13,16857472,17695553,-,17695553,17705553,3.3213377187252044,5.097273710012436,1.7759359912872315,Mixed,Neu
Cdk13,chr13,17710315,17805097,-,17805097,17815097,4.2102690454006195,5.354587702520688,1.1443186571200687,Mixed,Neu
Rala,chr13,17880571,17944239,-,17944239,17954239,3.780046723842621,4.864488221859932,1.084441498017311,Mixed,Neu
Yae1d1,chr13,17981330,17993349,-,17993349,18003349,4.699190094447136,5.110035680866241,0.4108455864191045,Mixed,Neu
Amph,chr13,18948205,19150921,+,18938205,18948205,2.9149805550575256,4.165646679600079,1.2506661245425534,Mixed,Neu
Stard3nl,chr13,19357676,19395795,-,19395795,19405795,2.776970027327538,4.57133341538906,1.7943633880615222,Mixed,Neu
Epdr1,chr13,19591706,19619927,-,19619927,19629927,3.11938805603981,4.6315552125295,1.5121671564896904,Mixed,Neu
