gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Crem,chr18,3332748,3342748,112.14965637660026,49.351408872024216,2.272471220982192,Neurons,intermediate,1.0
Cul2,chr18,3377988,3387988,24.89206298640569,14.944908950002988,1.6655881323653507,Neither,,
Bambi,chr18,3502923,3512923,40.567617180077235,21.683796246012054,1.870872457932184,Neither,,
Mtpap,chr18,4370592,4380592,15.429386008469264,10.775740973305702,1.4318631124014436,Neither,,
Gm26682,chr18,5160731,5170731,69.42311330520312,33.46577671194871,2.074450980258172,Neurons,intermediate,1.0
Zfp438,chr18,5329807,5339807,46.564842769702274,20.336360022624334,2.2897333995807796,Neurons,intermediate,1.0
Arhgap12,chr18,6131098,6141098,60.13031432787577,23.465139929548897,2.5625380674655855,Neurons,intermediate,1.0
Rab18,chr18,6728905,6738905,3.0393921593825026,5.594757992744445,0.5432571280695491,Neither,,
Mpp7,chr18,7621866,7631866,31.883060880072915,20.110260560274124,1.5854126198173095,Neither,,
Wac,chr18,7863832,7873832,15.237725649992624,12.678913623491923,1.2018163466118774,Neither,,
Ccny,chr18,9445154,9455154,38.4295371406873,26.875451757248243,1.4299122294873778,Neither,,
Colec12,chr18,9702595,9712595,5.79985180179278,5.881146412531535,0.9861770809572887,Neither,,
Thoc1,chr18,9952906,9962906,30.381026785850526,14.133384881655374,2.149593111646171,Neurons,intermediate,1.0
Esco1,chr18,10605352,10615352,29.90754767759641,10.431970807083449,2.8669125164047413,Neurons,intermediate,1.0
Abhd3,chr18,10701771,10711771,12.937518064260482,9.640924240668616,1.3419375301888319,Neither,,
Mib1,chr18,10720548,10730548,45.33877496043841,19.439110311865804,2.3323482522120993,Neurons,intermediate,1.0
Riok3,chr18,12123741,12133741,23.607731467294695,17.149539926822982,1.3765810376271779,Neither,,
Rmc1,chr18,12163717,12173717,34.26962388406594,21.71373971117735,1.5782460478894538,Neither,,
Cabyr,chr18,12735322,12745322,21.08932703359922,13.575561736742655,1.5534773030069422,Neither,,
Zfp521,chr18,13967787,13977787,38.51331960715453,21.076191887720423,1.82733768094005,Neither,,
Taf4b,chr18,14778245,14788245,27.159572591781615,14.932849081556,1.8187803575492636,Neither,,
Kctd1,chr18,15146446,15156446,24.847692532793683,25.85331927874883,0.9611026060092113,Neither,,
Chst9,chr18,15755157,15765157,8.665813001179695,2.444232498526573,3.545412724200174,Neurons,intermediate,1.0
B4galt6,chr18,20741404,20751404,14.329801997216542,11.296711916335424,1.2684931777799138,Neither,,
Trappc8,chr18,20891093,20901093,26.816587453055387,16.648473481376964,1.6107535314305248,Neither,,
Garem1,chr18,21295138,21305138,199.86285195124944,90.64574817129771,2.2048783973138906,Neurons,intermediate,1.0
4930426D05Rik,chr18,21646448,21656448,4.604279809792836,6.338045816914241,0.7264510138922424,Neither,,
Asxl3,chr18,22339246,22349246,13.089210620609919,7.474230433662733,1.7512452602020694,Neither,,
Mapre2,chr18,23747333,23757333,25.188606204589206,35.2386813667059,0.7147999081596688,Neither,,
Zfp24,chr18,24015810,24025810,56.0590177737077,27.33293100527922,2.050969863527632,Neurons,intermediate,1.0
Ino80c,chr18,24116953,24126953,24.531239936908083,18.51708689564069,1.324789372926864,Neither,,
Mocos,chr18,24648691,24658691,15.28022202817599,4.983821941757203,3.065964676657061,Neurons,intermediate,1.0
Celf4,chr18,25749157,25759157,13.832765194543205,8.521972733394305,1.6231881545851425,Neither,,
Pik3c3,chr18,30267747,30277747,13.789232331625621,9.946042718672752,1.3864038916440249,Neither,,
Slc25a46,chr18,31604911,31614911,10.374394898970921,8.268654895353317,1.2546653633834632,Neither,,
Sap130,chr18,31629371,31639371,74.64064716792107,47.20069229580562,1.5813464493306562,Neither,,
Ammecr1l,chr18,31754826,31764826,72.21217131153743,35.53586989794572,2.0320924046300584,Neurons,intermediate,1.0
Wdr33,chr18,31799090,31809090,17.77711809325218,7.649787837425869,2.323870736163335,Neurons,intermediate,1.0
Map3k2,chr18,32158089,32168089,45.46277176939646,18.430237880388898,2.466749049276902,Neurons,intermediate,1.0
Wdr36,chr18,32832225,32842225,16.291031497359274,8.863765208403269,1.8379358110608126,Neither,,
Camk4,chr18,32929931,32939931,14.380237700907392,11.553994334983827,1.2446118012509413,Neither,,
Stard4,chr18,33208862,33218862,45.67898777082761,29.301301566084224,1.5589405701929737,Neither,,
Nrep,chr18,33459029,33469029,27.896113933245335,17.90908245194753,1.5576517673696768,Neither,,
Epb41l4aos,chr18,33789892,33799892,24.51775883316994,14.274724731548625,1.7175643870023738,Neither,,
Apc,chr18,34215924,34225924,17.823200158214572,11.525495487848916,1.5464150913950026,Neither,,
Srp19,chr18,34325847,34335847,21.090204602551463,16.30638082765738,1.2933712775050734,Neither,,
Reep5,chr18,34369070,34379070,13.159970295349757,9.559679556568463,1.3766120733939802,Neither,,
Cdc23,chr18,34646735,34656735,10.376919212857883,9.535924881498019,1.088192214369431,Neither,,
Egr1,chr18,34854823,34864823,109.47166210990747,34.98701034097672,3.128923021516202,Neurons,intermediate,1.0
Etf1,chr18,34927007,34937007,38.23703562386831,19.155725209752717,1.996115271292405,Neither,,
Hspa9,chr18,34949357,34959357,81.99098460174402,17.15576265390714,4.779209543509917,Neurons,intermediate,1.0
Sil1,chr18,35494780,35504780,19.056442272106803,10.590309072891872,1.799422674158376,Neither,,
Mzb1,chr18,35644367,35654367,12.80565101606051,8.780039771326384,1.4584957869873048,Neither,,
Prob1,chr18,35650238,35660238,19.73440714027087,8.676049110492071,2.274584535996433,Neurons,intermediate,1.0
Psd2,chr18,35959830,35969830,37.091006305933,28.863886728922523,1.2850315917005952,Neither,,
Ankhd1,chr18,36554987,36564987,170.78072270019848,77.05015432132085,2.2164877436584325,Neurons,intermediate,1.0
Apbb3,chr18,36674366,36684366,21.82465960764885,12.135850695729255,1.7983625668144714,Neither,,
Tmco6,chr18,36730039,36740039,61.988722387488686,24.59459282807906,2.52042076162032,Neurons,intermediate,1.0
Ndufa2,chr18,36739557,36749557,32.2861228501002,18.939745721817015,1.7046756236494383,Neither,,
Wdr55,chr18,36755220,36765220,11.10066138656934,14.613392268379528,0.7596224875581395,Neither,,
Vaultrc5,chr18,36796866,36806866,55.154874558623625,19.108392044504484,2.8864215487187472,Neurons,intermediate,1.0
Pcdha2,chr18,36934205,36944205,3.178217146237691,4.818121469219526,0.6596382358854314,Neither,,
Pcdha12,chr18,37015149,37025149,4.704298310788473,11.059618427817027,0.4253581026770576,NSCs,,
Pcdhac1,chr18,37085013,37095013,9.855395812511444,5.312230534434318,1.8552274319851056,Neither,,
Pcdhb20,chr18,37499264,37509264,1.6146422558466593,5.076892829076449,0.3180374906870711,NSCs,,
