gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Crem,chr18,3332748,3342748,78.16861583737531,78.16861583737531,1.0,intermediate
Gm26682,chr18,5160731,5170731,47.446338834746676,47.446338834746676,1.0,intermediate
Zfp438,chr18,5329807,5339807,35.72663043645024,35.72663043645024,1.0,intermediate
Arhgap12,chr18,6131098,6141098,33.75428850327531,33.75428850327531,1.0,intermediate
Thoc1,chr18,9952906,9962906,20.913753208796184,20.913753208796184,1.0,intermediate
Esco1,chr18,10605352,10615352,18.525111280030014,18.525111280030014,1.0,intermediate
Mib1,chr18,10720548,10730548,25.02619487111569,25.02619487111569,1.0,intermediate
Chst9,chr18,15755157,15765157,4.782816290460031,4.782816290460031,1.0,intermediate
Garem1,chr18,21295138,21305138,117.95784722520312,117.95784722520312,1.0,intermediate
Zfp24,chr18,24015810,24025810,30.712808459391198,30.712808459391198,1.0,intermediate
Mocos,chr18,24648691,24658691,14.427802045190333,14.427802045190333,1.0,intermediate
Ammecr1l,chr18,31754826,31764826,48.10658123089473,48.10658123089473,1.0,intermediate
Wdr33,chr18,31799090,31809090,10.483584984550873,10.483584984550873,1.0,intermediate
Map3k2,chr18,32158089,32168089,28.083483228172856,28.083483228172856,1.0,intermediate
Egr1,chr18,34854823,34864823,83.84535101752083,83.84535101752083,1.0,intermediate
Hspa9,chr18,34949357,34959357,44.01869349531532,44.01869349531532,1.0,intermediate
Prob1,chr18,35650238,35660238,12.578787473241485,12.578787473241485,1.0,intermediate
Ankhd1,chr18,36554987,36564987,106.47588292245666,106.47588292245666,1.0,intermediate
Tmco6,chr18,36730039,36740039,37.0008050592194,37.0008050592194,1.0,intermediate
Vaultrc5,chr18,36796866,36806866,33.174316394094625,33.174316394094625,1.0,intermediate
Pcdhga2,chr18,37663953,37673953,5.38225986926357,5.38225986926357,1.0,intermediate
Pcdhga3,chr18,37669307,37679307,5.9712678007513285,5.9712678007513285,1.0,intermediate
Diaph1,chr18,37930476,37940476,22.10699333364765,22.10699333364765,1.0,intermediate
Pcdh1,chr18,38207053,38217053,27.543584521339337,27.543584521339337,1.0,intermediate
Yipf5,chr18,40214429,40224429,13.975034328053395,13.975034328053395,1.0,intermediate
Dcp2,chr18,44375502,44385502,19.960378377225002,19.960378377225002,1.0,intermediate
Fem1c,chr18,46520971,46530971,57.76005240455866,57.76005240455866,1.0,intermediate
Ap3s1,chr18,46736876,46746876,27.928208269959683,27.928208269959683,1.0,intermediate
Dtwd2,chr18,49750601,49760601,39.75112734871308,39.75112734871308,1.0,intermediate
Isoc1,chr18,58654466,58664466,8.93246867623528,8.93246867623528,1.0,intermediate
Tcof1,chr18,60843971,60853971,15.378792495369913,15.378792495369913,1.0,intermediate
Slc26a2,chr18,61206612,61216612,12.976570758787789,12.976570758787789,1.0,intermediate
Csnk1a1,chr18,61550274,61560274,26.067304117709398,26.067304117709398,1.0,intermediate
Pcyox1l,chr18,61702635,61712635,32.69157089252273,32.69157089252273,1.0,intermediate
Afap1l1,chr18,61781702,61791702,12.522318708439668,12.522318708439668,1.0,intermediate
Malt1,chr18,65425938,65435938,20.63221453344822,20.63221453344822,1.0,intermediate
Lman1,chr18,66017580,66027580,22.423132200678186,22.423132200678186,1.0,intermediate
Afg3l2,chr18,67444172,67454172,25.187699511472385,25.187699511472385,1.0,intermediate
Poli,chr18,70525620,70535620,24.2572807114025,24.2572807114025,1.0,intermediate
Me2,chr18,73810449,73820449,16.894278692036867,16.894278692036867,1.0,intermediate
Cxxc1,chr18,74211124,74221124,32.59473764300148,32.59473764300148,1.0,intermediate
Mbd1,chr18,74262605,74272605,20.6582323200504,20.6582323200504,1.0,intermediate
Adnp2,chr18,80146482,80156482,52.07256637222965,52.07256637222965,1.0,intermediate
Nfatc1,chr18,80708071,80718071,36.707035913741585,36.707035913741585,1.0,intermediate
Galr1,chr18,82401777,82411777,6.554710557538272,6.554710557538272,1.0,intermediate
Cbln2,chr18,86706110,86716110,10.01037931488951,10.01037931488951,1.0,intermediate
