gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Crem,chr18,3266048,3337748,-,3337748,3347748,4.953380270600318,5.758284521269798,0.8049042506694795,Mixed,Neu
Cul2,chr18,3382988,3436377,+,3372988,3382988,4.803497603416443,4.554005242522558,-0.2494923608938855,Mixed,Neu
Bambi,chr18,3507923,3516404,+,3497923,3507923,3.596412058544159,4.538578024395307,0.9421659658511485,Mixed,Neu
Map3k8,chr18,4331327,4353015,-,4353015,4363015,5.34007913082838,4.98918791782856,-0.3508912129998203,Mixed,Neu
Mtpap,chr18,4375592,4397330,+,4365592,4375592,3.5785007290363313,4.72670341749986,1.1482026884635288,Mixed,Neu
Jcad,chr18,4634878,4682869,+,4624878,4634878,5.160604135251045,5.040748901200295,-0.1198552340507506,Mixed,Neu
Svil,chr18,4920540,5119299,+,4910540,4920540,3.643093445777893,5.807340304374694,2.164246858596801,Heterochromatin,Neu
Gm26682,chr18,5162839,5165731,-,5165731,5175731,4.531876974868775,5.030750727073352,0.4988737522045774,Mixed,Neu
Zfp438,chr18,5210029,5334807,-,5334807,5344807,3.6886672025203704,4.633605658586821,0.9449384560664504,Mixed,Neu
Zeb1,chr18,5591860,5775467,+,5581860,5591860,3.4128096946477893,4.885492350061734,1.4726826554139452,Mixed,Neu
Arhgap12,chr18,6024427,6136098,-,6136098,6146098,2.960193920993805,5.4620042420069375,2.5018103210131324,Heterochromatin,Neu
Kif5b,chr18,6201002,6242174,-,6242174,6252174,4.15007918536663,6.2612928125302,2.1112136271635693,Heterochromatin,Neu
Epc1,chr18,6435951,6516108,-,6516108,6526108,3.781740731024742,4.442540375200908,0.6607996441761657,Mixed,Neu
Mir1893,chr18,6490564,6490646,-,6490646,6500646,4.0552798422575,4.6931888326485955,0.6379089903910957,Mixed,Neu
Rab18,chr18,6733905,6794429,+,6723905,6733905,4.409663364887237,5.117675007104874,0.7080116422176372,Mixed,Neu
Mkx,chr18,6934518,7004780,-,7004780,7014780,2.706857905268669,4.441648775219917,1.7347908699512482,Mixed,Neu
Mpp7,chr18,7347959,7626866,-,7626866,7636866,3.570619843006134,4.878542955581348,1.3079231125752138,Mixed,Neu
Wac,chr18,7868832,7929028,+,7858832,7868832,3.675351608037949,3.723281162889798,0.04792955485184924,Mixed,Neu
Fzd8,chr18,9212163,9218136,+,9202163,9212163,1.7733670008182525,1.863359248495102,0.08999224767684955,Mixed,Neu
Ccny,chr18,9312304,9450154,-,9450154,9460154,6.300107344889641,5.063525828703244,-1.236581516186397,Mixed,Neu
Colec12,chr18,9707595,9882644,+,9697595,9707595,5.810367470264435,4.085163262883822,-1.7252042073806129,Mixed,Neu
Thoc1,chr18,9957906,9995489,+,9947906,9957906,3.379773670101166,5.479988368328413,2.100214698227247,Heterochromatin,Neu
Usp14,chr18,9993066,10045119,-,10045119,10055119,3.8492165855169294,3.8065986964941025,-0.042617889022826816,Mixed,Neu
Rock1,chr18,10064401,10182045,-,10182045,10192045,4.154126437664032,4.403466849843661,0.2493404121796292,Mixed,Neu
Greb1l,chr18,10325177,10562940,+,10315177,10325177,3.2837844167351724,5.086312569276491,1.8025281525413188,Mixed,Neu
Esco1,chr18,10566507,10610352,-,10610352,10620352,5.08369059445858,4.771129301516215,-0.3125612929423651,Mixed,Neu
