gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Crem,chr18,3266048,3337748,-,3337748,3347748,4.758519511926174,5.0358317615191135,1.0582770016804424,Mixed,NSC
Cul2,chr18,3382988,3436377,+,3372988,3382988,4.458308222103119,4.772761531583469,1.0705319807009694,Mixed,NSC
Bambi,chr18,3507923,3516404,+,3497923,3507923,5.0638931649565695,5.288233695781231,1.0443019873280808,Mixed,NSC
Map3k8,chr18,4331327,4353015,-,4353015,4363015,5.766110772907734,5.963509839932123,1.0342343522000783,Mixed,NSC
Mtpap,chr18,4375592,4397330,+,4365592,4375592,4.151906393134594,4.978370608365535,1.1990565626907064,Mixed,NSC
Jcad,chr18,4634878,4682869,+,4624878,4634878,5.428443841946125,5.016127139405409,0.9240451380643006,Mixed,NSC
Svil,chr18,4920540,5119299,+,4910540,4920540,5.944581474304199,4.964297345956167,0.8350961909454236,Mixed,NSC
Gm26682,chr18,5162839,5165731,-,5165731,5175731,6.841534335517883,6.235061272946993,0.911354232423803,Mixed,NSC
Zfp438,chr18,5210029,5334807,-,5334807,5344807,3.7737806270956993,4.717359583328167,1.2500354550175976,Mixed,NSC
Zeb1,chr18,5591860,5775467,+,5581860,5591860,4.731062963783741,5.404747659524282,1.1423960536770685,Mixed,NSC
Arhgap12,chr18,6024427,6136098,-,6136098,6146098,5.304669177019596,5.773198706074556,1.088323986552202,Mixed,NSC
Kif5b,chr18,6201002,6242174,-,6242174,6252174,3.378683121228218,4.302925665688515,1.2735511177870735,Mixed,NSC
Epc1,chr18,6435951,6516108,-,6516108,6526108,4.435677542865276,4.562112938992183,1.0285041901502232,Mixed,NSC
Mir1893,chr18,6490564,6490646,-,6490646,6500646,5.428637691497802,5.4195172742525735,0.9983199436463566,Mixed,NSC
Rab18,chr18,6733905,6794429,+,6723905,6733905,4.43180095487833,5.198005358010531,1.1728878194064192,Mixed,NSC
Mkx,chr18,6934518,7004780,-,7004780,7014780,3.633498855292797,4.448600029945373,1.2243295531702854,Mixed,NSC
Mpp7,chr18,7347959,7626866,-,7626866,7636866,4.272041506683826,4.379696986754735,1.0252000079827117,Mixed,NSC
Wac,chr18,7868832,7929028,+,7858832,7868832,3.1459256762862204,3.449056819375356,1.096356740203406,Mixed,NSC
Fzd8,chr18,9212163,9218136,+,9202163,9212163,2.335641034293175,2.0258265460173286,0.8673535514546207,Mixed,NSC
Ccny,chr18,9312304,9450154,-,9450154,9460154,3.9499361368656154,4.554493417135874,1.1530549505921865,Mixed,NSC
Thoc1,chr18,9957906,9995489,+,9947906,9957906,3.456673084187508,4.543409045656523,1.31438783333034,Mixed,NSC
Usp14,chr18,9993066,10045119,-,10045119,10055119,4.06392695183754,4.3312237650036804,1.0657730358675075,Mixed,NSC
Rock1,chr18,10064401,10182045,-,10182045,10192045,4.343016311883926,5.21518372943004,1.2008206635465715,Mixed,NSC
Esco1,chr18,10566507,10610352,-,10610352,10620352,5.747876519489288,5.399616153490544,0.9394106041043332,Mixed,NSC
Snrpd1,chr18,10617775,10642079,+,10607775,10617775,6.1944882718324665,5.532309181213378,0.893101889686329,Mixed,NSC
Abhd3,chr18,10642092,10706771,-,10706771,10716771,4.30894224601984,4.907992241789898,1.1390248375511178,Mixed,NSC
Mib1,chr18,10725548,10818704,+,10715548,10725548,5.331320515620709,5.784174420317014,1.0849421645855748,Mixed,NSC
Gata6,chr18,11052064,11085635,+,11042064,11052064,5.401391658306122,5.245740670498212,0.9711831695136283,Mixed,NSC
Rbbp8,chr18,11633276,11745221,+,11623276,11633276,2.171402569413185,2.2970520578106246,1.0578655888905004,Mixed,NSC
Mir1901,chr18,11840361,11840438,-,11840438,11850438,9.704660847139358,6.99993702568213,0.7212964096262572,Mixed,NSC
Tmem241,chr18,11964450,12121537,-,12121537,12131537,6.362214232230187,5.585917748904227,0.8779832845940115,Mixed,NSC
Riok3,chr18,12128741,12157387,+,12118741,12128741,7.086567667376995,6.547647617948056,0.9239518939599127,Mixed,NSC
Rmc1,chr18,12168717,12190658,+,12158717,12168717,5.88412889649868,5.046548338139057,0.8576542810171917,Mixed,NSC
Npc1,chr18,12189692,12236400,-,12236400,12246400,5.850343642055988,5.48668211454153,0.9378392877812806,Mixed,NSC
Ankrd29,chr18,12252362,12305797,-,12305797,12315797,5.879891400384903,6.022159124819438,1.0241956381074013,Mixed,NSC
Ttc39c,chr18,12599896,12738863,+,12589896,12599896,4.820125691723824,4.913526839315891,1.0193773261457553,Mixed,NSC
Cabyr,chr18,12740322,12755260,+,12730322,12740322,6.5244345991611485,5.240592074302832,0.8032254741240902,Mixed,NSC
Osbpl1a,chr18,12755314,12941841,-,12941841,12951841,6.06403147405386,4.895044298162063,0.8072260704955876,Mixed,NSC
Impact,chr18,12955852,12992950,+,12945852,12955852,6.892569030296803,5.214521932844321,0.7565425764941199,Mixed,NSC
Zfp521,chr18,13687013,13972787,-,13972787,13982787,4.440636029100418,5.208776287893454,1.1729797834722893,Mixed,NSC
Ss18,chr18,14624198,14682914,-,14682914,14692914,5.1945821103096,5.2371201949874555,1.0081889329641032,Mixed,NSC
Taf4b,chr18,14783245,14900359,+,14773245,14783245,4.898484383642673,5.226230105996132,1.0669075772595884,Mixed,NSC
Kctd1,chr18,14968685,15151446,-,15151446,15161446,4.521702386403083,4.067711985214552,0.8995974607807677,Mixed,NSC
Cdh2,chr18,16588877,16809246,-,16809246,16819246,4.280412766623497,5.047346838792166,1.1791729241975994,Mixed,NSC
Dsg2,chr18,20558074,20604521,+,20548074,20558074,4.912624866378308,5.232534719765186,1.0651199434290863,Mixed,NSC
B4galt6,chr18,20684599,20746404,-,20746404,20756404,5.437072439968587,5.357124167950947,0.9852957132904963,Mixed,NSC
Trappc8,chr18,20817223,20896093,-,20896093,20906093,4.320384069347382,3.925731924879551,0.9086534580877099,Mixed,NSC
Rnf125,chr18,20944625,20983862,+,20934625,20944625,6.035257027804852,4.7791377688845005,0.791869798894509,Mixed,NSC
Rnf138,chr18,21001341,21028224,+,20991341,21001341,5.198195747339726,4.687044249959786,0.9016675165336875,Mixed,NSC
Garem1,chr18,21127201,21300138,-,21300138,21310138,4.684741063964367,5.002460233505567,1.0678200065282448,Mixed,NSC
4930426D05Rik,chr18,21651448,21656105,+,21641448,21651448,4.061659491074085,4.17842169746558,1.0287474138706338,Mixed,NSC
Asxl3,chr18,22344246,22530227,+,22334246,22344246,2.642311763679981,3.8150531089742974,1.4438315574317486,Mixed,NSC
Nol4,chr18,22693181,23041653,-,23041653,23051653,3.5797037828564644,4.700488786741098,1.3130943429599335,Mixed,NSC
Gm15972,chr18,23750447,23752305,-,23752305,23762305,6.268828780710697,5.410658092101415,0.863105100070704,Mixed,NSC
Mapre2,chr18,23752333,23893861,+,23742333,23752333,3.766167136335373,5.002350470976035,1.3282337957639119,Mixed,NSC
Zfp397,chr18,23954692,23964673,+,23944692,23954692,4.08221039198637,5.302451110064983,1.2989166654599724,Mixed,NSC
Zfp24,chr18,24009702,24020810,-,24020810,24030810,5.277628381431103,6.2987923818628,1.1934891823805893,Mixed,NSC
Ino80c,chr18,24104757,24121953,-,24121953,24131953,6.534332867646218,5.683816895496844,0.8698388971947576,Mixed,NSC
Galnt1,chr18,24205344,24286818,+,24195344,24205344,4.668499323058128,5.122125866973401,1.097167529118998,Mixed,NSC
2700062C07Rik,chr18,24470850,24477798,+,24460850,24470850,7.816440798461437,6.934569826523462,0.8871774258033709,Mixed,NSC
Rprd1a,chr18,24484960,24530204,-,24530204,24540204,1.2712294631004335,1.1269546830217043,0.8865076807401444,Mixed,NSC
Slc39a6,chr18,24579881,24603817,-,24603817,24613817,4.999504348707199,5.786637461030484,1.1574422297536007,Mixed,NSC
Mocos,chr18,24653691,24701575,+,24643691,24653691,5.629409930956363,4.9108106177012125,0.872349087725244,Mixed,NSC
Fhod3,chr18,24708623,25133501,+,24698623,24708623,5.843384160608053,5.596252798511585,0.9577074935852322,Mixed,NSC
AW554918,chr18,25168999,25467321,+,25158999,25168999,3.2557904802322386,4.255838011986017,1.3071596706930737,Mixed,NSC
Celf4,chr18,25477632,25754157,-,25754157,25764157,7.072543425750732,5.51976594500939,0.7804499191779062,Mixed,NSC
Pik3c3,chr18,30272747,30348126,+,30262747,30272747,2.117116388297081,2.6405421689411006,1.2472352410747911,Mixed,NSC
Slc25a46,chr18,31556111,31609911,-,31609911,31619911,4.732786723673344,4.867364180564881,1.0284351408058134,Mixed,NSC
Sap130,chr18,31634371,31723061,+,31624371,31634371,6.7421988006949425,5.83002187504967,0.8647063142737276,Mixed,NSC
Ammecr1l,chr18,31759826,31782743,+,31749826,31759826,6.061619528031349,5.761050142478943,0.9504143432027609,Mixed,NSC
Polr2d,chr18,31789159,31796701,+,31779159,31789159,5.505967335981131,5.255679904103279,0.9545425142204822,Mixed,NSC
Wdr33,chr18,31804090,31907397,+,31794090,31804090,5.966971658229828,5.296551016231378,0.887644741688393,Mixed,NSC
Sft2d3,chr18,31909098,31911824,-,31911824,31921824,5.1642882025599475,5.270742838410537,1.0206136125009095,Mixed,NSC
Iws1,chr18,32067741,32104328,+,32057741,32067741,5.246534069812298,5.5914062276780605,1.0657333304762282,Mixed,NSC
Map3k2,chr18,32163089,32236751,+,32153089,32163089,7.14384371395111,5.613205933876832,0.7857403043287302,Mixed,NSC
Ercc3,chr18,32240300,32270151,+,32230300,32240300,4.489352765738964,5.280606423238913,1.1762511655440615,Mixed,NSC
