gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Vcpip1,1.1111059701413821,1.1752184301829194,0.15199641826322732,0.23292892602811144,-0.08093250776488412
Sgk3,1.333694747653546,1.5364082744990584,0.4154285042737936,0.6195616387984679,-0.20413313452467435
Arfgef1,1.1050721905876184,1.0807139298747748,0.1441406190292252,0.111984685357855,0.03215593367137021
Gdap1,0.7004606228609448,0.6101558601584092,-0.5136241445881631,-0.7127502785137161,0.199126133925553
Vwa3b,1.1878957423233787,1.244448199759246,0.24840822112737726,0.3155061792897866,-0.06709795816240932
Tsga10,1.2641464569402325,1.4576173796846004,0.33816361577870974,0.5436120661154609,-0.20544845033675113
Lipt1,1.7974286775253758,1.819161302914048,0.8459345252560058,0.8632734707501306,-0.017338945494124847
Mfsd6,0.947017470505811,1.0004499083471108,-0.07853705422051566,0.0006489345716348729,-0.07918598879215052
Ica1l,0.8126752692708071,0.6597794994404902,-0.29924910298045065,-0.5999441434698576,0.30069504048940693
Tns1,1.0013490363133153,1.12230383933883,0.0019449363990512486,0.16646330711023338,-0.16451837071118214
Fev,0.8855532240407508,0.8831155482007742,-0.17534907559839358,-0.179325880218526,0.003976804620132418
Speg,0.9203109835834119,1.017985514086349,-0.11980664821519728,0.025717032037890344,-0.14552368025308762
Obsl1,0.6627274858987114,0.7040916341631738,-0.5935123400309548,-0.5061648939369995,-0.08734744609395528
Slc4a3,0.9569911440958287,1.2377729295646365,-0.06342252067569148,0.307746675264755,-0.3711691959404465
Ap1s3,1.3303893272713463,0.8662083376656161,0.41184850010999147,-0.20721403579180284,0.6190625359017943
Cops7b,0.7982669742117535,1.39125533951853,-0.32505676954641605,0.47638722451754695,-0.801443994063963
Nppc,0.8540563092601903,0.9061830816896608,-0.22759690277891523,-0.14212553869758288,-0.08547136408133235
Twist2,0.6588763731687851,0.7488726867949297,-0.6019203011987552,-0.4172076228543447,-0.18471267834441046
Dusp28,0.7606407508761827,0.9209440672472179,-0.3947128623189322,-0.11881455676342267,-0.27589830555550954
Cdh20,2.2163613795716737,2.9697219705858697,1.1481931331964372,1.5703278702742867,-0.42213473707784943
Vps4b,0.5254254261875035,0.7060767761172778,-0.9284420783765154,-0.5021030296609075,-0.4263390487156079
Ralb,0.8417131227351359,0.7879455323483343,-0.2485994850269985,-0.3438321897321811,0.09523270470518261
Tmem185b,0.6002608587833634,0.8190524213352194,-0.7363384976874663,-0.2879723040954145,-0.44836619359205176
2900009J06Rik,1.2306915781997378,1.3890624107790062,0.2994692554435786,0.47411142127653444,-0.17464216583295583
Rab29,0.8916591698795656,0.9232611348539037,-0.16543573887807078,-0.11518933794210844,-0.050246400935962346
Lemd1,1.054088327727984,1.109203445311277,0.07599576321418357,0.14952400267085683,-0.07352823945667326
Klhdc8a,1.1659877816248754,0.7933112438648353,0.22155267062969727,-0.33404109795726783,0.5555937685869651
Snrpe,0.8403026054189324,1.005820004877353,-0.25101913756665606,0.008372152753176012,-0.25939129031983205
Ube2t,1.2256194539359218,1.3994978249257795,0.29351110207698944,0.48490924470201757,-0.19139814262502813
Gm4793,0.9102561968052107,1.0236539607911375,-0.13565543766336632,0.033728104574677675,-0.169383542238044
Ascl5,0.9311139512888288,0.8341779472742952,-0.10297035685700134,-0.26157292192964565,0.1586025650726443
Inava,1.1210492851836356,0.8564986901568288,0.16484970537529367,-0.22347705488946276,0.38832676026475643
Kif14,1.104920280518638,1.2935078358281695,0.14394228359922745,0.37128879362543743,-0.22734651002620998
Dhx9,0.8871838902393968,0.9508048691678679,-0.17269492605449305,-0.07277880340092609,-0.09991612265356696
BC034090,0.714225086796998,0.7349227088380929,-0.48554928613561843,-0.4443355639034736,-0.04121372223214481
Brinp2,0.9312874948644924,2.24232153102942,-0.10270148844817385,1.1649931639427729,-1.2676946523909467
Dnm3,1.1246250748443973,1.1116002017705082,0.16944411893993544,0.15263800151984694,0.0168061174200885
Dcaf8,1.1408522706216753,1.5641492053990087,0.19011198861174178,0.6453781390020997,-0.45526615039035795
Igsf9,1.0113674876418552,1.1540119927921209,0.016307306109189734,0.2066582169225772,-0.19035091081338745
Exo1,0.6560961950065857,1.6268057441893513,-0.608020740585637,0.7020419900231214,-1.3100627306087584
Catspere2,1.057899928464761,1.3052014684995292,0.08120316286229635,0.38427251573870386,-0.3030693528764075
Desi2,1.1836431009757868,0.6428278741293681,0.2432341366494374,-0.6374956067637078,0.8807297434131451
Smyd3,0.9228029450829793,0.9478636188390523,-0.11590548656452773,-0.07724859966552856,-0.03865688689899917
Capn2,0.9085028440343941,1.0155485245384328,-0.13843706411768597,0.0222591755655574,-0.16069623968324337
Mia3,1.1868583617741915,1.3021232294020002,0.24714777578994782,0.3808659877005287,-0.1337182119105809
Kcnk2,1.1665740740851656,1.0539316796295373,0.22227791719986933,0.07578134832777737,0.14649656887209195
