chrom,start,end,gfp_s2s,gfp_s3,gfp_diff,m2_s2s,m2_s3,m2_diff,condition_diff,abs_condition_diff,is_significant,change_type
chr7,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,10000,20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,20000,30000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,30000,40000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,40000,50000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,50000,60000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,60000,70000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,70000,80000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,80000,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,90000,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,100000,110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,110000,120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,120000,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,130000,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,140000,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,150000,160000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,160000,170000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,170000,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,180000,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,190000,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,200000,210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,210000,220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,220000,230000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,230000,240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,240000,250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,250000,260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,260000,270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,270000,280000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,280000,290000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,290000,300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,300000,310000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,310000,320000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,320000,330000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,330000,340000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,340000,350000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,350000,360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,360000,370000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,370000,380000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,380000,390000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,390000,400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,400000,410000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,410000,420000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,420000,430000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,430000,440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,440000,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,450000,460000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,460000,470000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,470000,480000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,480000,490000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,490000,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,500000,510000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,510000,520000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,520000,530000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,530000,540000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,540000,550000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,550000,560000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,560000,570000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,570000,580000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,580000,590000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,590000,600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,600000,610000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,610000,620000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,620000,630000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,630000,640000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,640000,650000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,650000,660000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,660000,670000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,670000,680000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,680000,690000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,690000,700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,700000,710000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,710000,720000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,720000,730000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,730000,740000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,740000,750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,750000,760000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,760000,770000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,770000,780000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,780000,790000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,790000,800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,800000,810000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,810000,820000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,820000,830000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,830000,840000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
chr7,840000,850000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,No change
