gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Shfl,chr9,20868642,20874307,+,20858642,20868642,5.985511125596364,4.3609169958909355,0.7285788806309231,Mixed,Neu,Mecp2
Zglp1,chr9,21062393,21067093,-,21067093,21077093,7.69050004046758,5.884322924542428,0.7651417844846228,Mixed,Neu,Mecp2
S1pr5,chr9,21242912,21248443,-,21248443,21258443,3.9265236267725627,3.3093395586132996,0.8428166676621879,Mixed,Neu,Mecp2
Prkcsh,chr9,22002806,22014222,+,21992806,22002806,5.677124695936839,4.8128615098238,0.8477639240984791,Mixed,Neu,Mecp2
Dpy19l1,chr9,24411776,24503140,-,24503140,24513140,2.450940728505453,4.463306936462721,1.821058699850477,Mixed,Neu,Mecp2
Tbx20,chr9,24718138,24774303,-,24774303,24784303,4.811596058209737,4.878530446132024,1.0139110571861245,Mixed,Neu,Mecp2
Adamts15,chr9,30899155,30922452,-,30922452,30932452,4.1299560947418215,4.3075482534964875,1.0430009798362683,Mixed,Neu,Mecp2
Chek1,chr9,36708482,36727065,-,36727065,36737065,3.4802499623298644,4.527952954550584,1.3010424548699173,Mixed,Neu,Mecp2
Slc37a2,chr9,37227585,37255738,-,37255738,37265738,4.083488117408753,4.482906004810332,1.0978129177598874,Mixed,Neu,Mecp2
Robo3,chr9,37415669,37433246,-,37433246,37443246,2.8615998919804895,3.9041493492841717,1.3643239784238816,Mixed,Neu,Mecp2
Clmp,chr9,40685962,40785319,+,40675962,40685962,4.438092134634654,4.200557934236526,0.946478307977335,Mixed,Neu,Mecp2
Usp2,chr9,44067021,44095627,+,44057021,44067021,3.6925816722551983,4.37478182044824,1.1847488312361134,Mixed,Neu,Mecp2
Mcam,chr9,44134469,44142727,+,44124469,44134469,5.871203382809957,4.631554506357511,0.7888594900183563,Mixed,Neu,Mecp2
Cbl,chr9,44142976,44234049,-,44234049,44244049,6.587247171783447,4.723632986938954,0.7170875577847896,Mixed,Neu,Mecp2
Hinfp,chr9,44292440,44305671,-,44305671,44315671,6.366385161558786,5.043645510673524,0.7922306587932869,Mixed,Neu,Mecp2
Drd2,chr9,49340627,49408177,+,49330627,49340627,4.044503836758932,4.751804887620608,1.174879559869196,Mixed,Neu,Mecp2
Cul5,chr9,53614582,53670014,-,53670014,53680014,5.330347467168173,5.0059331593116125,0.9391382438284251,Mixed,Neu,Mecp2
Tnfaip8l3,chr9,54023405,54068388,-,54068388,54078388,3.9194412504831946,4.917283762955665,1.2545879498383743,Mixed,Neu,Mecp2
Crabp1,chr9,54764748,54773110,+,54754748,54764748,6.005431330299378,4.520841657153766,0.7527921657091693,Mixed,Neu,Mecp2
Pml,chr9,58218076,58249786,-,58249786,58259786,5.214626971626282,3.639738182449341,0.6979862993563696,Mixed,Neu,Mecp2
Tipin,chr9,64281581,64305424,+,64271581,64281581,3.606828530597687,3.791373655684789,1.0511654833384942,Mixed,Neu,Mecp2
Snx22,chr9,66065176,66069719,-,66069719,66079719,6.050224259535471,4.304942454727491,0.7115343613821711,Mixed,Neu,Mecp2
Dapk2,chr9,66158223,66272242,+,66148223,66158223,4.98878797562917,4.284799199922879,0.8588858097106229,Mixed,Neu,Mecp2
