gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Shfl,0.7285788806309231,0.9814511884696384,-0.45684291870679145,-0.027011576461225296,-0.42983134224556613
Zglp1,0.7651417844846228,0.824814266856821,-0.3862009839193911,-0.27785880759165443,-0.10834217632773668
S1pr5,0.8428166676621879,0.8051013017283715,-0.2467092495078812,-0.31275777339143984,0.06604852388355864
Prkcsh,0.8477639240984791,0.9155090978756364,-0.2382655198975182,-0.12735387200527876,-0.11091164789223945
Dpy19l1,1.821058699850477,1.8689069251761605,0.8647774267729,0.9021947221433261,-0.03741729537042604
Tbx20,1.0139110571861245,1.1105960239179662,0.019931101074492075,0.15133413601067575,-0.13140303493618366
Adamts15,1.0430009798362683,1.0020876113902024,0.06074051318295296,0.003008647248347742,0.05773186593460522
Chek1,1.3010424548699173,1.6477373676477993,0.3796680400195456,0.7204863101262637,-0.3408182701067181
Slc37a2,1.0978129177598874,1.2744973939112998,0.13463222044850348,0.3499284233443533,-0.21529620289584983
Robo3,1.3643239784238816,0.8408278499186612,0.44818627380886833,-0.2501176398187999,0.6983039136276683
Clmp,0.946478307977335,0.7893416785841795,-0.07935865322900251,-0.3412781668974104,0.26191951366840793
Usp2,1.1847488312361134,1.110485668928743,0.2445812377413981,0.1511907746959313,0.09339046304546678
Mcam,0.7888594900183563,0.7438036297779704,-0.34215974155110107,-0.427006306536951,0.08484656498584991
Cbl,0.7170875577847896,0.9914604266412247,-0.47977880933579675,-0.012372905315577123,-0.46740590402021964
Hinfp,0.7922306587932869,0.8886239745160083,-0.3360075612374035,-0.1703550300094336,-0.16565253122796988
Drd2,1.174879559869196,1.8877370068649024,0.23251286973890894,0.916657787305557,-0.6841449175666481
Cul5,0.9391382438284251,0.953654391344109,-0.09059055255075939,-0.06846157313446395,-0.022128979416295436
Tnfaip8l3,1.2545879498383743,1.6835339044057234,0.32721361092093215,0.75149277565054,-0.4242791647296078
Crabp1,0.7527921657091693,1.2208179421773286,-0.40967648083704244,0.28784807051250505,-0.6975245513495475
Pml,0.6979862993563696,1.0309638969224089,-0.518729376567924,0.04399381219876645,-0.5627231887666904
Tipin,1.0511654833384942,1.0984924092535346,0.07198980840420166,0.13552490055762176,-0.0635350921534201
Snx22,0.7115343613821711,0.960945042631236,-0.4909946658957611,-0.05747417064231659,-0.4335204952534445
Dapk2,0.8588858097106229,1.2051726574315629,-0.21946175946665233,0.2692398470166647,-0.48870160648331706
Fbxl22,1.1988331730194124,1.2077096168934125,0.2616309104593223,0.27227361308325904,-0.01064270262393674
Fam81a,1.121569064868386,0.9333881667940087,0.16551846257774375,-0.099450917510114,0.26496938008785775
Mns1,0.9939331525022587,1.298331767013327,-0.008779269052008792,0.3766590870855814,-0.38543835613759014
Hmgcll1,1.981322876238814,1.3983548352332533,0.9864640008695773,0.48373049381466027,0.502733507054917
Mto1,0.9823421784297012,1.052557873707077,-0.0257024500462641,0.073899560431568,-0.0996020104778321
