gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Shfl,chr9,20868642,20874307,+,20858642,20868642,4.998267736029625,4.905555809815724,0.9814511884696384,Mixed,Neu,GFP
Zglp1,chr9,21062393,21067093,-,21067093,21077093,6.712011030638219,5.536162457370758,0.824814266856821,Mixed,Neu,GFP
S1pr5,chr9,21242912,21248443,-,21248443,21258443,4.266954567456245,3.435330676674843,0.8051013017283715,Mixed,Neu,GFP
Prkcsh,chr9,22002806,22014222,+,21992806,22002806,5.586151935935021,5.114172919464111,0.9155090978756364,Mixed,Neu,GFP
Dpy19l1,chr9,24411776,24503140,-,24503140,24513140,2.687993843913078,5.0236103097200395,1.8689069251761605,Mixed,Neu,GFP
Tbx20,chr9,24718138,24774303,-,24774303,24784303,3.704585618162155,4.114298057794571,1.1105960239179662,Mixed,Neu,GFP
Adamts15,chr9,30899155,30922452,-,30922452,30932452,3.8080912351846696,3.8160410498221715,1.0020876113902024,Mixed,Neu,GFP
Chek1,chr9,36708482,36727065,-,36727065,36737065,2.879817008852959,4.745182097474734,1.6477373676477993,Mixed,Neu,GFP
Slc37a2,chr9,37227585,37255738,-,37255738,37265738,3.6013801948547366,4.589949672826131,1.2744973939112998,Mixed,Neu,GFP
Robo3,chr9,37415669,37433246,-,37433246,37443246,3.713135203719139,3.1221074898004537,0.8408278499186612,Mixed,Neu,GFP
Clmp,chr9,40685962,40785319,+,40675962,40685962,5.217268581151963,4.1182075394709905,0.7893416785841795,Mixed,Neu,GFP
Usp2,chr9,44067021,44095627,+,44057021,44067021,4.32477240896225,4.8025977815310155,1.110485668928743,Mixed,Neu,GFP
Mcam,chr9,44134469,44142727,+,44124469,44134469,5.025444503307342,3.7379438628077506,0.7438036297779704,Mixed,Neu,GFP
Cbl,chr9,44142976,44234049,-,44234049,44244049,4.6840359104394915,4.6440362421671555,0.9914604266412247,Mixed,Neu,GFP
Hinfp,chr9,44292440,44305671,-,44305671,44315671,5.400443250679969,4.798963345567386,0.8886239745160083,Mixed,Neu,GFP
Drd2,chr9,49340627,49408177,+,49330627,49340627,2.375730646491051,4.484754659724236,1.8877370068649024,Mixed,Neu,GFP
Cul5,chr9,53614582,53670014,-,53670014,53680014,5.340048682260513,5.0925608758290615,0.953654391344109,Mixed,Neu,GFP
Tnfaip8l3,chr9,54023405,54068388,-,54068388,54078388,2.9745733217239376,5.007795038263002,1.6835339044057234,Mixed,Neu,GFP
Crabp1,chr9,54764748,54773110,+,54754748,54764748,3.9114692748785016,4.77519187104702,1.2208179421773286,Mixed,Neu,GFP
Pml,chr9,58218076,58249786,-,58249786,58259786,4.574708202314377,4.716358995540937,1.0309638969224089,Mixed,Neu,GFP
Tipin,chr9,64281581,64305424,+,64271581,64281581,2.6464010586738587,2.907051474793752,1.0984924092535346,Mixed,Neu,GFP
Snx22,chr9,66065176,66069719,-,66069719,66079719,4.572035670518876,4.393475012318293,0.960945042631236,Mixed,Neu,GFP
Dapk2,chr9,66158223,66272242,+,66148223,66158223,3.6112092431902885,4.352130640157063,1.2051726574315629,Mixed,Neu,GFP
Fbxl22,chr9,66508375,66514609,-,66514609,66524609,4.27946186208725,5.168347245971362,1.2077096168934125,Mixed,Neu,GFP
Fam81a,chr9,70088511,70142560,-,70142560,70152560,4.614343768239021,4.3069738707939775,0.9333881667940087,Mixed,Neu,GFP
Mns1,chr9,72438011,72462025,+,72428011,72438011,3.8392187387585643,4.984579649043083,1.298331767013327,Mixed,Neu,GFP
Hmgcll1,chr9,76014855,76136350,+,76004855,76014855,3.172009326815605,4.435594579557578,1.3983548352332533,Mixed,Neu,GFP
