gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Pisd-ps2,chr17,3076578,3084183,-,3084183,3094183,3.979857140088081,3.610602689639727,0.907219169570448,Mixed,Neu
Scaf8,chr17,3114972,3198859,+,3104972,3114972,3.820673215007782,4.540451959737143,1.1883905542881912,Mixed,Neu
Tiam2,chr17,3326573,3531344,+,3316573,3326573,4.652511220335961,3.876465320491791,0.8331984893551464,Mixed,Neu
Tfb1m,chr17,3519256,3557781,-,3557781,3567781,3.3875069193720817,5.161091534463565,1.5235663446025491,Mixed,Neu
Arid1b,chr17,4994332,5347656,+,4984332,4994332,3.7987031287431714,5.262947534410158,1.3854590253678083,Mixed,Neu
Zdhhc14,chr17,5492557,5753811,+,5482557,5492557,3.1835732082128523,3.978727640628815,1.2497679118434142,Mixed,Neu
Snx9,chr17,5841329,5931954,+,5831329,5841329,3.8556598353862763,4.337679101626079,1.1250160249656753,Mixed,Neu
Synj2,chr17,5941280,6044290,+,5931280,5941280,3.024159499287605,3.812530887722969,1.260691074204611,Mixed,Neu
Serac1,chr17,6042196,6079741,-,6079741,6089741,3.538646881246567,4.864718530988693,1.3747397506006556,Mixed,Neu
Tulp4,chr17,6106437,6251128,+,6096437,6106437,3.7209788200616836,3.8250562429507577,1.0279704421664375,Mixed,Neu
Dynlt1f,chr17,6646602,6655900,-,6655900,6665900,0.7582093601226807,0.41892176453272506,0.5525146306093375,Mixed,Neu
Ezr,chr17,6738041,6782784,-,6782784,6792784,4.578141880536079,4.453916024343173,0.9728654420429714,Mixed,Neu
Rsph3b,chr17,6904413,6948682,-,6948682,6958682,1.0665678083658219,0.8716390301386513,0.8172373320306401,Mixed,Neu
Tagap1,chr17,6955011,6961156,-,6961156,6971156,0.11098536849021912,0.27551752869288126,2.4824671255397237,Mixed,Neu
Rps6ka2,chr17,7170115,7303315,+,7160115,7170115,3.432051088690758,5.480256752729415,1.59678763838565,Mixed,Neu
Fndc1,chr17,7738569,7827302,-,7827302,7837302,5.044387371659279,3.6751607121547067,0.7285643312808896,Mixed,Neu
Rsph3a,chr17,7945614,7979824,+,7935614,7945614,2.1691139021873473,2.515739497939746,1.1598005505394895,Mixed,Neu
Mpc1,chr17,8282904,8297661,+,8272904,8282904,3.587033850431442,4.623066460442543,1.2888271070780357,Mixed,Neu
Sft2d1,chr17,8311102,8327442,+,8301102,8311102,4.604435203552247,4.6075545900106425,1.0006774742873978,Mixed,Neu
Prr18,chr17,8337459,8344113,+,8327459,8337459,2.4277202801465987,1.7715871157805125,0.7297327992306983,Mixed,Neu
Pde10a,chr17,8525372,8986648,+,8515372,8525372,5.954174074888229,4.49414219054381,0.7547885120621324,Mixed,Neu
Prkn,chr17,10840384,12063361,+,10830384,10840384,2.8137164858818053,3.99128555161953,1.4185102058598773,Mixed,Neu
4732491K20Rik,chr17,12318853,12327250,+,12308853,12318853,4.9131658105134965,4.367707443642616,0.8889802648826395,Mixed,Neu
Slc22a3,chr17,12418960,12507704,-,12507704,12517704,4.215521296525002,4.430864103078842,1.0510833160139303,Mixed,Neu
Igf2r,chr17,12682406,12769664,-,12769664,12779664,4.39101235306263,4.612741177447637,1.0504960602605358,Mixed,Neu
Airn,chr17,12741311,12860136,+,12731311,12741311,3.9044647620916364,4.361248250460625,1.116990039916326,Mixed,Neu
Tcp1,chr17,12915701,12925067,+,12905701,12915701,5.9485740400552745,4.636488935550054,0.7794286335397066,Mixed,Neu
Acat2,chr17,12942890,12960747,-,12960747,12970747,3.4352414784431455,4.637212543304761,1.3498941988224797,Mixed,Neu
Wtap,chr17,12966796,12994169,-,12994169,13004169,4.888402466964722,3.77832229783535,0.772915553367144,Mixed,Neu
Afdn,chr17,13760539,13906150,+,13750539,13760539,4.125113962292671,4.3334116554657625,1.0504950154291792,Mixed,Neu
Dact2,chr17,14195052,14204304,-,14204304,14214304,2.8922572906732555,3.706090139293671,1.2813832819247462,Mixed,Neu
Smoc2,chr17,14279506,14404790,+,14269506,14279506,4.188054666996003,4.876672450804711,1.1644242586505296,Mixed,Neu
1600012H06Rik,chr17,14943184,14959570,+,14933184,14943184,5.026936801576614,6.053831272705396,1.2042783730256392,Mixed,Neu
Phf10,chr17,14945009,14961273,-,14961273,14971273,0.057450181949138646,0.0729989041487376,1.270647048835536,Mixed,Neu
Dll1,chr17,15367354,15376872,-,15376872,15386872,3.681627339410782,5.0089840708653135,1.360535331005817,Mixed,Neu
Fam120b,chr17,15396202,15433583,+,15386202,15396202,4.3961986884832385,4.612742842332522,1.0492571353557258,Mixed,Neu
Psmb1,chr17,15475021,15499751,-,15499751,15509751,5.0763813221216205,5.332511480132738,1.0504552636530604,Mixed,Neu
Tbp,chr17,15499888,15528379,+,15489888,15499888,3.5889963950395583,4.849211285368601,1.3511329496097622,Mixed,Neu
Pdcd2,chr17,15519208,15527301,-,15527301,15537301,3.8961957672834395,3.765698901605606,0.9665065942595538,Mixed,Neu
Prdm9,chr17,15543079,15564354,-,15564354,15574354,3.9010495215892793,4.720062363465627,1.2099467944059021,Mixed,Neu
Chd1,chr17,15704967,15772610,+,15694967,15704967,5.68338420419693,5.5224756108840305,0.971687890958687,Mixed,Neu
Rgmb,chr17,15803188,15831039,-,15831039,15841039,4.007971005916595,3.0191582271734876,0.7532884401400572,Mixed,Neu
Riok2,chr17,17374309,17394899,+,17364309,17374309,5.175435151028633,3.5899446321407957,0.6936507805391559,Mixed,Neu
Lnpep,chr17,17521410,17625050,-,17625050,17635050,3.1649878785610195,4.594264248092969,1.4515898399528084,Mixed,Neu
Spaca6,chr17,17827158,17843009,+,17817158,17827158,4.395875551462174,5.205249932789802,1.1841213136842355,Mixed,Neu
Ppp2r1a,chr17,20945311,20965916,+,20935311,20945311,3.825680622577667,4.29572902619044,1.1228666085816812,Mixed,Neu
Zfp160,chr17,21008903,21043070,+,20998903,21008903,4.809871817350388,5.8696124285618465,1.2203261649070802,Mixed,Neu
Zfp53,chr17,21488998,21510473,+,21478998,21488998,3.5807213166952137,3.9018809113343558,1.0896913125134107,Mixed,Neu
Zfp52,chr17,21535539,21562601,+,21525539,21535539,3.8720312416553497,4.900203302534422,1.2655381624554025,Mixed,Neu
Zfp942,chr17,21926960,21962464,-,21962464,21972464,3.460262727713585,4.280894226415952,1.2371587255874672,Mixed,Neu
Zfp758,chr17,22361453,22377281,+,22351453,22361453,3.2274521861076355,4.352699904942512,1.3486489199370435,Mixed,Neu
Zfp213,chr17,23556767,23564238,-,23564238,23574238,4.721999570155144,4.524869904033343,0.958252925864768,Mixed,Neu
Mmp25,chr17,23628311,23645277,-,23645277,23655277,5.257733361577987,4.998583987768492,0.9507108185243313,Mixed,Neu
Hcfc1r1,chr17,23673596,23675227,+,23663596,23673596,6.825057843637466,4.496180212155978,0.6587754001744408,Mixed,Neu
Tnfrsf12a,chr17,23675445,23677468,-,23677468,23687468,4.730741522073746,4.768444872991243,1.007969860695532,Mixed,Neu
Pkmyt1,chr17,23726336,23736735,+,23716336,23726336,5.372359636211395,4.693746000552178,0.8736842501970368,Mixed,Neu
Paqr4,chr17,23736186,23740867,-,23740867,23750867,5.272873211503029,4.085961849069595,0.7749023511803529,Mixed,Neu
Kremen2,chr17,23741197,23745833,-,23745833,23755833,4.4037354607582095,4.405404192256928,1.0003789354545904,Mixed,Neu
9530082P21Rik,chr17,23743234,23754065,+,23733234,23743234,5.82953998708725,4.676891241955757,0.8022744937534226,Mixed,Neu
Flywch1,chr17,23752793,23771602,-,23771602,23781602,5.031114452338219,3.470692581971487,0.6898456822739297,Mixed,Neu
Flywch2,chr17,23776916,23786081,-,23786081,23796081,3.7969875717639923,3.3586213804880773,0.8845489528236038,Mixed,Neu
Srrm2,chr17,23790532,23824741,+,23780532,23790532,4.276997178339958,3.5746293517192207,0.8357801519772456,Mixed,Neu
Elob,chr17,23824738,23829136,-,23829136,23839136,5.042340907979011,4.460957455738385,0.8846996934854913,Mixed,Neu
Kctd5,chr17,24047734,24073485,-,24073485,24083485,5.544640320122243,4.773746812224387,0.8609660025916958,Mixed,Neu
Pdpk1,chr17,24073680,24150924,-,24150924,24160924,6.354541423201562,5.324264802527428,0.8378676678520954,Mixed,Neu
Amdhd2,chr17,24155833,24163766,-,24163766,24173766,5.172128919005393,3.703013236172994,0.7159553240380342,Mixed,Neu
Atp6v0c,chr17,24163866,24169702,-,24169702,24179702,3.428152599334717,4.6974533658425015,1.370257953731147,Mixed,Neu
Tbc1d24,chr17,24175431,24205562,-,24205562,24215562,5.0272621825456625,4.30604150203069,0.8565380809023637,Mixed,Neu
Ntn3,chr17,24203848,24209531,-,24209531,24219531,3.9947844487428665,3.925646815657615,0.982693025375372,Mixed,Neu
Tedc2,chr17,24215054,24220851,-,24220851,24230851,3.763626630187035,4.008321652372678,1.0650157537474654,Mixed,Neu
Ccnf,chr17,24222198,24251484,-,24251484,24261484,1.861066171526909,2.798750620237986,1.5038426161611196,Mixed,Neu
Abca3,chr17,24351950,24410201,+,24341950,24351950,2.98628253531456,3.919122864842415,1.312375108013547,Mixed,Neu
Rnps1,chr17,24414565,24425901,+,24404565,24414565,6.178486648142338,4.596169121901195,0.7438988515550337,Mixed,Neu
Eci1,chr17,24426641,24439348,+,24416641,24426641,3.8893128849506375,3.661072306927045,0.9413159638282768,Mixed,Neu
E4f1,chr17,24443778,24470313,-,24470313,24480313,4.461178969860077,4.4179137926896415,0.9903018512678516,Mixed,Neu
Mlst8,chr17,24473551,24479078,-,24479078,24489078,4.012517417597771,4.0545556465625765,1.01047677170956,Mixed,Neu
Caskin1,chr17,24488601,24508671,+,24478601,24488601,3.741379934477806,3.980169833580653,1.0638240176845808,Mixed,Neu
Traf7,chr17,24508562,24527938,-,24527938,24537938,5.518004000425339,4.187923680257797,0.7589562602591414,Mixed,Neu
Rab26,chr17,24527241,24534210,-,24534210,24544210,3.814525240302086,2.441747185945511,0.6401182407046127,Mixed,Neu
Pkd1,chr17,24549834,24596508,+,24539834,24549834,3.5241525845766066,2.9277288436015447,0.8307610903156406,Mixed,Neu
Nthl1,chr17,24632680,24638837,+,24622680,24632680,5.358579783558846,3.800897996942202,0.7093107036689252,Mixed,Neu
Npw,chr17,24657330,24658457,-,24658457,24668457,4.218446096897125,3.378305868967374,0.8008413030220499,Mixed,Neu
