gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Pisd-ps2,chr17,3076578,3084183,-,3084183,3094183,3.979857140088081,3.610602689639727,-0.3692544504483539,Mixed,Neu
Scaf8,chr17,3114972,3198859,+,3104972,3114972,3.820673215007782,4.540451959737143,0.7197787447293611,Mixed,Neu
Tiam2,chr17,3326573,3531344,+,3316573,3326573,4.652511220335961,3.876465320491791,-0.7760458998441697,Mixed,Neu
Tfb1m,chr17,3519256,3557781,-,3557781,3567781,3.3875069193720817,5.161091534463565,1.7735846150914831,Mixed,Neu
Arid1b,chr17,4994332,5347656,+,4984332,4994332,3.7987031287431714,5.262947534410158,1.464244405666987,Mixed,Neu
Zdhhc14,chr17,5492557,5753811,+,5482557,5492557,3.1835732082128523,3.978727640628815,0.7951544324159627,Mixed,Neu
Snx9,chr17,5841329,5931954,+,5831329,5841329,3.8556598353862763,4.337679101626079,0.4820192662398024,Mixed,Neu
Synj2,chr17,5941280,6044290,+,5931280,5941280,3.024159499287605,3.812530887722969,0.788371388435364,Mixed,Neu
Serac1,chr17,6042196,6079741,-,6079741,6089741,3.538646881246567,4.864718530988693,1.326071649742126,Mixed,Neu
Tulp4,chr17,6106437,6251128,+,6096437,6106437,3.7209788200616836,3.8250562429507577,0.10407742288907418,Mixed,Neu
Dynlt1f,chr17,6646602,6655900,-,6655900,6665900,0.7582093601226807,0.41892176453272506,-0.33928759558995564,Mixed,Neu
Ezr,chr17,6738041,6782784,-,6782784,6792784,4.578141880536079,4.453916024343173,-0.12422585619290594,Mixed,Neu
Rsph3b,chr17,6904413,6948682,-,6948682,6958682,1.0665678083658219,0.8716390301386513,-0.19492877822717058,Mixed,Neu
Tagap1,chr17,6955011,6961156,-,6961156,6971156,0.11098536849021912,0.27551752869288126,0.16453216020266215,Mixed,Neu
Rps6ka2,chr17,7170115,7303315,+,7160115,7170115,3.432051088690758,5.480256752729415,2.048205664038657,Heterochromatin,Neu
Fndc1,chr17,7738569,7827302,-,7827302,7837302,5.044387371659279,3.6751607121547067,-1.3692266595045721,Mixed,Neu
Rsph3a,chr17,7945614,7979824,+,7935614,7945614,2.1691139021873473,2.515739497939746,0.3466255957523985,Mixed,Neu
Mpc1,chr17,8282904,8297661,+,8272904,8282904,3.587033850431442,4.623066460442543,1.0360326100111013,Mixed,Neu
Sft2d1,chr17,8311102,8327442,+,8301102,8311102,4.604435203552247,4.6075545900106425,0.003119386458395823,Mixed,Neu
Prr18,chr17,8337459,8344113,+,8327459,8337459,2.4277202801465987,1.7715871157805125,-0.6561331643660862,Mixed,Neu
Pde10a,chr17,8525372,8986648,+,8515372,8525372,5.954174074888229,4.49414219054381,-1.4600318843444189,Mixed,Neu
Prkn,chr17,10840384,12063361,+,10830384,10840384,2.8137164858818053,3.99128555161953,1.1775690657377247,Mixed,Neu
4732491K20Rik,chr17,12318853,12327250,+,12308853,12318853,4.9131658105134965,4.367707443642616,-0.5454583668708803,Mixed,Neu
Slc22a3,chr17,12418960,12507704,-,12507704,12517704,4.215521296525002,4.430864103078842,0.2153428065538403,Mixed,Neu
Igf2r,chr17,12682406,12769664,-,12769664,12779664,4.39101235306263,4.612741177447637,0.22172882438500707,Mixed,Neu
Airn,chr17,12741311,12860136,+,12731311,12741311,3.9044647620916364,4.361248250460625,0.45678348836898897,Mixed,Neu
Tcp1,chr17,12915701,12925067,+,12905701,12915701,5.9485740400552745,4.636488935550054,-1.3120851045052202,Mixed,Neu
Acat2,chr17,12942890,12960747,-,12960747,12970747,3.4352414784431455,4.637212543304761,1.2019710648616155,Mixed,Neu
Wtap,chr17,12966796,12994169,-,12994169,13004169,4.888402466964722,3.77832229783535,-1.1100801691293722,Mixed,Neu
Afdn,chr17,13760539,13906150,+,13750539,13760539,4.125113962292671,4.3334116554657625,0.20829769317309133,Mixed,Neu
Dact2,chr17,14195052,14204304,-,14204304,14214304,2.8922572906732555,3.706090139293671,0.8138328486204154,Mixed,Neu
Smoc2,chr17,14279506,14404790,+,14269506,14279506,4.188054666996003,4.876672450804711,0.6886177838087084,Mixed,Neu
1600012H06Rik,chr17,14943184,14959570,+,14933184,14943184,5.026936801576614,6.053831272705396,1.0268944711287817,Mixed,Neu
Phf10,chr17,14945009,14961273,-,14961273,14971273,0.057450181949138646,0.0729989041487376,0.01554872219959895,Mixed,Neu
Dll1,chr17,15367354,15376872,-,15376872,15386872,3.681627339410782,5.0089840708653135,1.3273567314545316,Mixed,Neu
Fam120b,chr17,15396202,15433583,+,15386202,15396202,4.3961986884832385,4.612742842332522,0.21654415384928338,Mixed,Neu
Psmb1,chr17,15475021,15499751,-,15499751,15509751,5.0763813221216205,5.332511480132738,0.2561301580111177,Mixed,Neu
Tbp,chr17,15499888,15528379,+,15489888,15499888,3.5889963950395583,4.849211285368601,1.2602148903290429,Mixed,Neu
Pdcd2,chr17,15519208,15527301,-,15527301,15537301,3.8961957672834395,3.765698901605606,-0.13049686567783336,Mixed,Neu
Prdm9,chr17,15543079,15564354,-,15564354,15574354,3.9010495215892793,4.720062363465627,0.8190128418763476,Mixed,Neu
Chd1,chr17,15704967,15772610,+,15694967,15704967,5.68338420419693,5.5224756108840305,-0.1609085933128993,Mixed,Neu
Rgmb,chr17,15803188,15831039,-,15831039,15841039,4.007971005916595,3.0191582271734876,-0.9888127787431071,Mixed,Neu
Riok2,chr17,17374309,17394899,+,17364309,17374309,5.175435151028633,3.5899446321407957,-1.5854905188878377,Mixed,Neu
Lnpep,chr17,17521410,17625050,-,17625050,17635050,3.1649878785610195,4.594264248092969,1.4292763695319497,Mixed,Neu
Spaca6,chr17,17827158,17843009,+,17817158,17827158,4.395875551462174,5.205249932789802,0.8093743813276282,Mixed,Neu
Ppp2r1a,chr17,20945311,20965916,+,20935311,20945311,3.825680622577667,4.29572902619044,0.4700484036127728,Mixed,Neu
Zfp160,chr17,21008903,21043070,+,20998903,21008903,4.809871817350388,5.8696124285618465,1.059740611211459,Mixed,Neu
Zfp53,chr17,21488998,21510473,+,21478998,21488998,3.5807213166952137,3.9018809113343558,0.3211595946391421,Mixed,Neu
Zfp52,chr17,21535539,21562601,+,21525539,21535539,3.8720312416553497,4.900203302534422,1.028172060879072,Mixed,Neu
Zfp942,chr17,21926960,21962464,-,21962464,21972464,3.460262727713585,4.280894226415952,0.8206314987023666,Mixed,Neu
Zfp758,chr17,22361453,22377281,+,22351453,22361453,3.2274521861076355,4.352699904942512,1.1252477188348768,Mixed,Neu
Zfp213,chr17,23556767,23564238,-,23564238,23574238,4.721999570155144,4.524869904033343,-0.19712966612180072,Mixed,Neu
