gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Shprh,chr10,11144427,11154427,22.28285198221207,22.28285198221207,1.0,intermediate
Fbxo30,chr10,11276330,11286330,23.120561821073295,23.120561821073295,1.0,intermediate
Cited2,chr10,17718218,17728218,40.60337155140042,40.60337155140042,1.0,intermediate
Tnfaip3,chr10,19010657,19020657,21.47047732369006,21.47047732369006,1.0,intermediate
Ifngr1,chr10,19586949,19596949,31.60859597788652,31.60859597788652,1.0,intermediate
Map3k5,chr10,19929472,19939472,19.275591574255625,19.275591574255625,1.0,intermediate
Bclaf1,chr10,20307469,20317469,56.60074670868119,56.60074670868119,1.0,intermediate
Rps12,chr10,23782275,23792275,27.65687564692895,27.65687564692895,1.0,intermediate
Gm15270,chr10,24592108,24602108,24.55429376236796,24.55429376236796,1.0,intermediate
Med23,chr10,24864986,24874986,23.955030802005535,23.955030802005535,1.0,intermediate
Armc2,chr10,42013442,42023442,13.321647391829886,13.321647391829886,1.0,intermediate
Foxo3,chr10,42271755,42281755,51.33157162115972,51.33157162115972,1.0,intermediate
Afg1l,chr10,42473565,42483565,22.22948482067883,22.22948482067883,1.0,intermediate
Grik2,chr10,49783766,49793766,10.672222531056404,10.672222531056404,1.0,intermediate
Tbc1d32,chr10,56223689,56233689,23.28807397868236,23.28807397868236,1.0,intermediate
Lims1,chr10,58318466,58328466,59.048167049900705,59.048167049900705,1.0,intermediate
P4ha1,chr10,59318296,59328296,29.28504807855686,29.28504807855686,1.0,intermediate
Micu1,chr10,59697477,59707477,19.265126318136854,19.265126318136854,1.0,intermediate
Ddit4,chr10,59946834,59956834,43.480876586910085,43.480876586910085,1.0,intermediate
Anapc16,chr10,59998135,60008135,25.9862070675989,25.9862070675989,1.0,intermediate
Eif4ebp2,chr10,61447661,61457661,16.882002216037115,16.882002216037115,1.0,intermediate
Col13a1,chr10,61974108,61984108,9.364401875768104,9.364401875768104,1.0,intermediate
Supv3l1,chr10,62444738,62454738,22.977139334813756,22.977139334813756,1.0,intermediate
Ddx50,chr10,62646218,62656218,31.864424833897754,31.864424833897754,1.0,intermediate
Ccar1,chr10,62787286,62797286,24.649537121464807,24.649537121464807,1.0,intermediate
Hnrnph3,chr10,63019217,63029217,38.1901536635379,38.1901536635379,1.0,intermediate
Ctnna3,chr10,63425098,63435098,31.338734444862606,31.338734444862606,1.0,intermediate
Snrpd3,chr10,75512551,75522551,28.52603801127076,28.52603801127076,1.0,intermediate
Cabin1,chr10,75759341,75769341,16.77459695959886,16.77459695959886,1.0,intermediate
Mmp11,chr10,75931496,75941496,16.79686029060483,16.79686029060483,1.0,intermediate
Pcbp3,chr10,76956887,76966887,32.59870137931903,32.59870137931903,1.0,intermediate
Lrrc3,chr10,77897536,77907536,12.289078999956446,12.289078999956446,1.0,intermediate
Gatd3a,chr10,78164782,78174782,24.817050387815637,24.817050387815637,1.0,intermediate
Ilvbl,chr10,78569346,78579346,32.2034965201954,32.2034965201954,1.0,intermediate
Bsg,chr10,79699491,79709491,17.57484235652685,17.57484235652685,1.0,intermediate
Rnf126,chr10,79761952,79771952,27.47823049564163,27.47823049564163,1.0,intermediate
Fstl3,chr10,79772272,79782272,22.649218992747862,22.649218992747862,1.0,intermediate
Ptbp1,chr10,79849427,79859427,49.016185960441824,49.016185960441824,1.0,intermediate
Cnn2,chr10,79983584,79993584,61.13934505157868,61.13934505157868,1.0,intermediate
Stk11,chr10,80110803,80120803,54.42902924054662,54.42902924054662,1.0,intermediate
Midn,chr10,80143272,80153272,42.22348704442382,42.22348704442382,1.0,intermediate
Cirbp,chr10,80160985,80170985,38.65442741450667,38.65442741450667,1.0,intermediate
Ndufs7,chr10,80244121,80254121,37.212050893644495,37.212050893644495,1.0,intermediate
Mbd3,chr10,80394550,80404550,51.904920169721045,51.904920169721045,1.0,intermediate
Tcf3,chr10,80428647,80438647,43.86437228298286,43.86437228298286,1.0,intermediate
Btbd2,chr10,80652071,80662071,13.888726216502983,13.888726216502983,1.0,intermediate
Mknk2,chr10,80673112,80683112,56.249081982252996,56.249081982252996,1.0,intermediate
Mob3a,chr10,80696977,80706977,90.73583413037261,90.73583413037261,1.0,intermediate
Izumo4,chr10,80697184,80707184,90.76292836936516,90.76292836936516,1.0,intermediate
Ap3d1,chr10,80737264,80747264,38.67948830762307,38.67948830762307,1.0,intermediate
Oaz1,chr10,80821656,80831656,65.94743772558172,65.94743772558172,1.0,intermediate
Timm13,chr10,80895969,80905969,51.949667238026855,51.949667238026855,1.0,intermediate
Gadd45b,chr10,80925073,80935073,26.463307915703457,26.463307915703457,1.0,intermediate
Slc39a3,chr10,81032426,81042426,18.57315856232643,18.57315856232643,1.0,intermediate
Thop1,chr10,81065035,81075035,24.269722155958416,24.269722155958416,1.0,intermediate
Zbtb7a,chr10,81130220,81140220,51.89717054888606,51.89717054888606,1.0,intermediate
Dapk3,chr10,81178005,81188005,40.17807500477632,40.17807500477632,1.0,intermediate
Tjp3,chr10,81286581,81296581,39.01497362882495,39.01497362882495,1.0,intermediate
Pip5k1c,chr10,81287963,81297963,38.86356853476961,38.86356853476961,1.0,intermediate
Cactin,chr10,81316103,81326103,119.18345238192579,119.18345238192579,1.0,intermediate
Fzr1,chr10,81373516,81383516,38.3030490057071,38.3030490057071,1.0,intermediate
Dohh,chr10,81379428,81389428,38.864503849750754,38.864503849750754,1.0,intermediate
Zfp873,chr10,82043123,82053123,9.725207274945577,9.725207274945577,1.0,intermediate
AU041133,chr10,82123013,82133013,10.982208616353075,10.982208616353075,1.0,intermediate
1700028I16Rik,chr10,82807123,82817123,13.313258961969614,13.313258961969614,1.0,intermediate
Polr3b,chr10,84617292,84627292,20.766621583729986,20.766621583729986,1.0,intermediate
Ric8b,chr10,84912616,84922616,31.87022862577041,31.87022862577041,1.0,intermediate
Prdm4,chr10,85912142,85922142,18.325640388403333,18.325640388403333,1.0,intermediate
1810014B01Rik,chr10,86680525,86690525,5.8940903209745885,5.8940903209745885,1.0,intermediate
Ttc41,chr10,86700811,86710811,74.84838189745346,74.84838189745346,1.0,intermediate
