gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Rab10os,chr12,3235504,3250377,+,3225504,3235504,5.166746373558045,3.859964733719826,-1.3067816398382188,Mixed,Neu
Rab10,chr12,3247428,3309969,-,3309969,3319969,5.370797513604164,4.273189520629247,-1.0976079929749174,Mixed,Neu
Kif3c,chr12,3365132,3406494,+,3355132,3365132,5.363333890008926,4.832472550312677,-0.5308613396962487,Mixed,Neu
1110002L01Rik,chr12,3403878,3427011,-,3427011,3437011,6.3550109388828275,5.0688423122406014,-1.286168626642226,Mixed,Neu
Dtnb,chr12,3572381,3781796,+,3562381,3572381,3.981245394158363,5.1224939614057545,1.1412485672473913,Mixed,Neu
Dnmt3a,chr12,3806007,3914443,+,3796007,3806007,3.721813437342644,5.345214211479823,1.6234007741371794,Mixed,Neu
Efr3b,chr12,3962554,4038915,-,4038915,4048915,4.443867842555046,4.1406398471593855,-0.3032279953956607,Mixed,Neu
Dnajc27,chr12,4082583,4110606,+,4072583,4082583,3.845414335656166,4.251348046819369,0.4059337111632031,Mixed,Neu
Adcy3,chr12,4133103,4213525,+,4123103,4133103,5.081940381073952,4.257341336290041,-0.8245990447839109,Mixed,Neu
Itsn2,chr12,4592638,4713962,+,4582638,4592638,3.813345763850212,4.638199078480403,0.8248533146301908,Mixed,Neu
Fam228b,chr12,4739888,4769267,-,4769267,4779267,3.7973303856372835,4.853588336873053,1.0562579512357697,Mixed,Neu
Sf3b6,chr12,4817544,4827659,+,4807544,4817544,2.960255660533905,3.6179513853470486,0.6576957248131436,Mixed,Neu
Fkbp1b,chr12,4833174,4841591,-,4841591,4851591,5.102434748959541,4.387096812756856,-0.715337936202685,Mixed,Neu
Wdcp,chr12,4843303,4860043,+,4833303,4843303,5.85565500509739,4.900825023706754,-0.9548299813906356,Mixed,Neu
Mfsd2b,chr12,4862440,4874359,-,4874359,4884359,3.8970067502260206,4.6509288526852925,0.7539221024592719,Mixed,Neu
Ubxn2a,chr12,4879032,4907705,-,4907705,4917705,5.89204617881775,5.177207578102747,-0.7148386007150025,Mixed,Neu
Atad2b,chr12,4917353,5047394,+,4907353,4917353,5.8273909194469455,5.097767528168361,-0.7296233912785848,Mixed,Neu
Klhl29,chr12,5077472,5375682,-,5375682,5385682,3.8022040521621707,4.152068600972494,0.34986454881032314,Mixed,Neu
Ldah,chr12,8208107,8285759,+,8198107,8208107,5.201695337104797,3.3069974999825162,-1.8946978371222811,Mixed,Neu
Gdf7,chr12,8297918,8301954,-,8301954,8311954,5.469240524768829,5.1437425115505855,-0.3254980132182439,Mixed,Neu
Hs1bp3,chr12,8313432,8343824,+,8303432,8313432,5.659144590115547,5.117425772682825,-0.5417188174327219,Mixed,Neu
Rhob,chr12,8497661,8500009,-,8500009,8510009,4.467833525300025,3.9045642829537393,-0.5632692423462862,Mixed,Neu
Pum2,chr12,8674134,8752581,+,8664134,8674134,5.032307474088668,4.800292769885064,-0.23201470420360426,Mixed,Neu
Sdc1,chr12,8771323,8793715,+,8761323,8771323,5.292654924273491,4.715176308373611,-0.5774786158998806,Mixed,Neu
Laptm4a,chr12,8921664,8938742,+,8911664,8921664,4.1400055500030515,4.705821347681681,0.5658157976786296,Mixed,Neu
Wdr35,chr12,8973892,9028847,+,8963892,8973892,3.132772809743881,3.8086439744075142,0.6758711646636333,Mixed,Neu
Ttc32,chr12,9029997,9041988,+,9019997,9029997,5.065489582204819,5.2538120554248495,0.1883224732200306,Mixed,Neu
Osr1,chr12,9570116,9581500,+,9560116,9570116,4.067827847170831,5.5804450286865235,1.5126171815156928,Mixed,Neu
Rdh14,chr12,10390772,10395562,+,10380772,10390772,4.003008321380615,4.689781997323036,0.6867736759424208,Mixed,Neu
Kcns3,chr12,11090202,11151056,-,11151056,11161056,3.9054365442752834,4.12414089808464,0.2187043538093567,Mixed,Neu
Gen1,chr12,11238920,11265801,-,11265801,11275801,2.298151825785637,4.8625158964753155,2.5643640706896784,Heterochromatin,Neu
Vsnl1,chr12,11325242,11436613,-,11436613,11446613,3.312485925364494,4.713999191093445,1.4015132657289513,Mixed,Neu
Rad51ap2,chr12,11456079,11462928,+,11446079,11456079,3.0614943101644516,4.417544528194268,1.3560502180298166,Mixed,Neu
Mycn,chr12,12936093,12941914,-,12941914,12951914,3.5395392653465274,4.396476228205363,0.8569369628588355,Mixed,Neu
Ddx1,chr12,13216973,13249213,-,13249213,13259213,3.565675836265087,4.1022396971543635,0.5365638608892764,Mixed,Neu
Lratd1,chr12,14146830,14152054,-,14152054,14162054,3.8646346021652223,5.3506491526603694,1.4860145504951472,Mixed,Neu
Trib2,chr12,15791727,15816922,-,15816922,15826922,3.871255554246903,4.6392202569882075,0.7679647027413044,Mixed,Neu
Lpin1,chr12,16535669,16646966,-,16646966,16656966,4.462273250579834,4.058845557967822,-0.40342769261201195,Mixed,Neu
Ntsr2,chr12,16653382,16660227,+,16643382,16653382,4.440801408743858,3.884553209042549,-0.5562481997013089,Mixed,Neu
Greb1,chr12,16670615,16800886,-,16800886,16810886,3.1582705626487733,4.370207485985756,1.211936923336983,Mixed,Neu
E2f6,chr12,16810963,16839742,+,16800963,16810963,3.156089657640457,4.337091205867131,1.1810015482266745,Mixed,Neu
Rock2,chr12,16894895,16987823,+,16884895,16894895,3.7492939288616176,4.808145194530487,1.0588512656688698,Mixed,Neu
Kcnf1,chr12,17172100,17176888,-,17176888,17186888,3.535129852867126,4.034644452174504,0.49951459930737796,Mixed,Neu
Pdia6,chr12,17266545,17284770,+,17256545,17266545,4.477921181678772,3.447686939398448,-1.030234242280324,Mixed,Neu
Atp6v1c2,chr12,17284721,17329359,-,17329359,17339359,4.5726498626708985,3.4723150540351866,-1.1003348086357119,Mixed,Neu
Nol10,chr12,17348458,17430095,+,17338458,17348458,5.0077285964488985,4.3490772841612495,-0.658651312287649,Mixed,Neu
Odc1,chr12,17544794,17551505,+,17534794,17544794,4.4720881281137475,4.330898260974885,-0.14118986713886272,Mixed,Neu
Hpcal1,chr12,17690856,17791933,+,17680856,17690856,4.394322994160652,4.914143487437566,0.5198204932769137,Mixed,Neu
Asap2,chr12,20990459,21270171,+,20980459,20990459,0.3930614469051361,0.4926032538414001,0.09954180693626397,Mixed,Neu
Itgb1bp1,chr12,21267420,21286284,-,21286284,21296284,5.290752284646034,5.3869564159552255,0.09620413130919125,Mixed,Neu
Iah1,chr12,21316389,21323819,+,21306389,21316389,5.257790824723244,5.0208121534983325,-0.23697867122491179,Mixed,Neu
Adam17,chr12,21323509,21373632,-,21373632,21383632,4.400849369931221,3.2738193547169363,-1.1270300152142845,Mixed,Neu
Ywhaq,chr12,21390071,21417637,-,21417637,21427637,3.758982375216484,3.712568526411056,-0.04641384880542798,Mixed,Neu
Grhl1,chr12,24572283,24617391,+,24562283,24572283,4.295301553177834,4.252752135086059,-0.042549418091774704,Mixed,Neu
Klf11,chr12,24651274,24662789,+,24641274,24651274,3.359098806619644,3.916363097071647,0.5572642904520033,Mixed,Neu
