gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Flnb,chr14,7817957,7951588,+,7807957,7817957,2.9941459856152535,3.6961110618313158,0.7019650762160623,Mixed,Neu
Abhd6,chr14,8002902,8056763,+,7992902,8002902,4.989417670059204,3.9145425047556563,-1.0748751653035478,Mixed,Neu
Rpp14,chr14,8080367,8091834,+,8070367,8080367,3.031053748559952,2.5528600727399193,-0.47819367582003247,Mixed,Neu
Pxk,chr14,8098211,8165117,+,8088211,8098211,3.810679843664169,4.731242607863744,0.9205627641995751,Mixed,Neu
Pdhb,chr14,8165996,8173025,-,8173025,8183025,3.244572651982308,3.25992420065403,0.01535154867172217,Mixed,Neu
Kctd6,chr14,8214140,8223563,+,8204140,8214140,3.8259188274145126,4.96334448826313,1.137425660848617,Mixed,Neu
Fhit,chr14,9550092,11162035,-,11162035,11172035,2.898201472878456,5.009011101047198,2.110809628168742,Heterochromatin,Neu
Ptprg,chr14,11553532,12242041,+,11543532,11553532,3.7097801214456556,3.4899314947446185,-0.2198486267010371,Mixed,Neu
Fezf2,chr14,12342094,12348189,-,12348189,12358189,3.361509482860565,3.8240691112836203,0.4625596284230551,Mixed,Neu
Cadps,chr14,12372563,12823079,-,12823079,12833079,1.2462746999263763,2.5213709009408953,1.275096201014519,Mixed,Neu
Atxn7,chr14,13961440,14107302,+,13951440,13961440,3.489546460151673,4.250394682367642,0.7608482222159694,Mixed,Neu
Psmd6,chr14,14112174,14120984,-,14120984,14130984,5.192299564433099,3.8562466620524725,-1.3360529023806262,Mixed,Neu
Il3ra,chr14,14346275,14356011,+,14336275,14346275,1.4716439398527146,0.957705244620641,-0.5139386952320736,Mixed,Neu
Slc4a7,chr14,14702279,14799940,+,14692279,14702279,3.37862918330431,4.357950176699956,0.9793209933956457,Mixed,Neu
Oxsm,chr14,16238652,16249808,-,16249808,16259808,2.462898176264763,3.822751604127884,1.3598534278631211,Mixed,Neu
Ngly1,chr14,16249280,16311926,+,16239280,16249280,3.667592463135719,4.760635440309843,1.0930429771741244,Mixed,Neu
Top2b,chr14,16365179,16435462,+,16355179,16365179,2.929069970846176,3.6336039528846746,0.7045339820384986,Mixed,Neu
Rarb,chr14,16430839,16819156,-,16819156,16829156,2.5103674010276795,2.9909308161417645,0.48056341511408496,Mixed,Neu
Thrb,chr14,17660261,18038090,+,17650261,17660261,3.1916669745206834,4.270734293305874,1.0790673187851905,Mixed,Neu
Nr1d2,chr14,18204054,18239127,-,18239127,18249127,3.5977989559412,3.4190933878103897,-0.1787055681308103,Mixed,Neu
Rpl15,chr14,18267823,18271391,-,18271391,18281391,3.071707886457443,4.7618671090602875,1.6901592226028446,Mixed,Neu
Ube2e1,chr14,18282722,18331859,-,18331859,18341859,3.2107593394517897,4.134888112179438,0.9241287727276486,Mixed,Neu
Ube2e2,chr14,18573575,18894267,-,18894267,18904267,3.4170522227287297,4.900893466989199,1.4838412442604696,Mixed,Neu
Nid2,chr14,19751265,19811787,+,19741265,19751265,3.7165354830026622,4.755309692144394,1.0387742091417316,Mixed,Neu
Rtraf,chr14,19811351,19823824,-,19823824,19833824,3.670539467120171,4.679664540513357,1.0091250733931854,Mixed,Neu
Saysd1,chr14,20075636,20138534,-,20138534,20148534,4.587510906910897,5.118322324935595,0.5308114180246983,Mixed,Neu
Kcnk5,chr14,20140057,20181809,-,20181809,20191809,3.537148039197922,4.023128447107474,0.48598040790955244,Mixed,Neu
Dnajc9,chr14,20384638,20388910,-,20388910,20398910,3.2436252000331876,4.1090212883551915,0.865396088322004,Mixed,Neu
Mrps16,chr14,20389304,20393634,-,20393634,20403634,3.7873772146940228,4.494835537664096,0.7074583229700728,Mixed,Neu
Anxa7,chr14,20455260,20480133,-,20480133,20490133,4.627183684897422,5.46027533326149,0.8330916483640678,Mixed,Neu
Ppp3cb,chr14,20499364,20546573,-,20546573,20556573,3.724049845457077,5.964086821381251,2.240036975924174,Heterochromatin,Neu
Usp54,chr14,20548912,20641063,-,20641063,20651063,5.478631604409218,4.320636356083553,-1.1579952483256646,Mixed,Neu
Sec24c,chr14,20674308,20694852,+,20664308,20674308,6.0754034689188,4.344911499834061,-1.7304919690847393,Mixed,Neu
Fut11,chr14,20694968,20701016,+,20684968,20694968,4.919039396095276,5.24740017569065,0.328360779595374,Mixed,Neu
Chchd1,chr14,20703006,20704425,+,20693006,20703006,4.726592298150062,5.5050874248902,0.7784951267401379,Mixed,Neu
Zswim8,chr14,20707552,20723619,+,20697552,20707552,4.863694344305992,5.008273460626602,0.14457911632060938,Mixed,Neu
Ndst2,chr14,20723730,20734562,-,20734562,20744562,5.922261895298958,5.554755381687482,-0.36750651361147657,Mixed,Neu
Gm30108,chr14,20794239,20796560,+,20784239,20794239,6.579002514863014,4.490512503782908,-2.088490011080106,Euchromatin,Neu
Vcl,chr14,20929398,21033676,+,20919398,20929398,4.0992583657503125,4.932585746995607,0.8333273812452946,Mixed,Neu
Adk,chr14,21052574,21448569,+,21042574,21052574,3.7168188477516173,4.741986636638642,1.0251677888870248,Mixed,Neu
