gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Flnb,chr14,7817957,7951588,+,7807957,7817957,2.9941459856152535,3.6961110618313158,1.2344458418488966,Mixed,Neu
Abhd6,chr14,8002902,8056763,+,7992902,8002902,4.989417670059204,3.9145425047556563,0.7845690145858658,Mixed,Neu
Rpp14,chr14,8080367,8091834,+,8070367,8080367,3.031053748559952,2.5528600727399193,0.8422351711686995,Mixed,Neu
Pxk,chr14,8098211,8165117,+,8088211,8098211,3.810679843664169,4.731242607863744,1.241574417680391,Mixed,Neu
Pdhb,chr14,8165996,8173025,-,8173025,8183025,3.244572651982308,3.25992420065403,1.0047314547456174,Mixed,Neu
Kctd6,chr14,8214140,8223563,+,8204140,8214140,3.8259188274145126,4.96334448826313,1.2972947707877192,Mixed,Neu
Fhit,chr14,9550092,11162035,-,11162035,11172035,2.898201472878456,5.009011101047198,1.7283170779953794,Mixed,Neu
Ptprg,chr14,11553532,12242041,+,11543532,11553532,3.7097801214456556,3.4899314947446185,0.940738097810669,Mixed,Neu
Fezf2,chr14,12342094,12348189,-,12348189,12358189,3.361509482860565,3.8240691112836203,1.1376047370330271,Mixed,Neu
Cadps,chr14,12372563,12823079,-,12823079,12833079,1.2462746999263763,2.5213709009408953,2.0231261222665,Mixed,Neu
Atxn7,chr14,13961440,14107302,+,13951440,13961440,3.489546460151673,4.250394682367642,1.218036421324191,Mixed,Neu
Psmd6,chr14,14112174,14120984,-,14120984,14130984,5.192299564433099,3.8562466620524725,0.7426857048979804,Mixed,Neu
Il3ra,chr14,14346275,14356011,+,14336275,14346275,1.4716439398527146,0.957705244620641,0.6507723904441792,Mixed,Neu
Slc4a7,chr14,14702279,14799940,+,14692279,14702279,3.37862918330431,4.357950176699956,1.2898574955295528,Mixed,Neu
Oxsm,chr14,16238652,16249808,-,16249808,16259808,2.462898176264763,3.822751604127884,1.552135464213741,Mixed,Neu
Ngly1,chr14,16249280,16311926,+,16239280,16249280,3.667592463135719,4.760635440309843,1.2980273812209753,Mixed,Neu
Top2b,chr14,16365179,16435462,+,16355179,16365179,2.929069970846176,3.6336039528846746,1.2405316325833509,Mixed,Neu
Rarb,chr14,16430839,16819156,-,16819156,16829156,2.5103674010276795,2.9909308161417645,1.1914315071639932,Mixed,Neu
Thrb,chr14,17660261,18038090,+,17650261,17660261,3.1916669745206834,4.270734293305874,1.338088944554512,Mixed,Neu
Nr1d2,chr14,18204054,18239127,-,18239127,18249127,3.5977989559412,3.4190933878103897,0.9503291956223107,Mixed,Neu
Rpl15,chr14,18267823,18271391,-,18271391,18281391,3.071707886457443,4.7618671090602875,1.550234359866843,Mixed,Neu
Ube2e1,chr14,18282722,18331859,-,18331859,18341859,3.2107593394517897,4.134888112179438,1.2878224977414332,Mixed,Neu
Ube2e2,chr14,18573575,18894267,-,18894267,18904267,3.4170522227287297,4.900893466989199,1.4342459955369162,Mixed,Neu
Nid2,chr14,19751265,19811787,+,19741265,19751265,3.7165354830026622,4.755309692144394,1.2795006838741347,Mixed,Neu
Rtraf,chr14,19811351,19823824,-,19823824,19833824,3.670539467120171,4.679664540513357,1.27492554771109,Mixed,Neu
Saysd1,chr14,20075636,20138534,-,20138534,20148534,4.587510906910897,5.118322324935595,1.1157079359146707,Mixed,Neu
Kcnk5,chr14,20140057,20181809,-,20181809,20191809,3.537148039197922,4.023128447107474,1.1373932904486952,Mixed,Neu
Dnajc9,chr14,20384638,20388910,-,20388910,20398910,3.2436252000331876,4.1090212883551915,1.2667990396403226,Mixed,Neu
Mrps16,chr14,20389304,20393634,-,20393634,20403634,3.7873772146940228,4.494835537664096,1.1867937316159904,Mixed,Neu
Anxa7,chr14,20455260,20480133,-,20480133,20490133,4.627183684897422,5.46027533326149,1.1800429170519382,Mixed,Neu
