gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Osbp2,0.924429305062546,0.8689393965571186,-0.11336509990410815,-0.20267253388379772,0.08930743397968957
Slc35e4,0.842767906220628,0.8333967943567393,-0.24679271952894644,-0.2629245441323933,0.016131824603446865
Sec14l2,0.9793214830604922,0.7776989439577559,-0.030145562042720064,-0.36271631514601294,0.33257075310329287
Ccdc157,0.9203113030208955,0.9421186617286894,-0.11980614745969,-0.08601931328068362,-0.03378683417900638
Nefh,1.0088392538747581,0.8152773869122055,0.012696317048272187,-0.2946370948856697,0.30733341193394187
Gck,0.9695889506044798,0.8355861430599637,-0.044554836875748086,-0.2591395272123968,0.21458469033664873
Nudcd3,0.9585762111359918,0.8484820012068828,-0.06103495766571307,-0.237044038590238,0.17600908092452494
Adcy1,1.0343601648977985,0.701027095044852,0.04873862050537103,-0.5124578886951027,0.5611965092004737
Igfbp3,0.9856467430128946,0.8965118986676699,-0.020857419299105905,-0.15760536395776809,0.1367479446586622
Tns3,0.9903268137961432,0.9300701850097354,-0.01402339309235888,-0.1045885058226963,0.09056511273033742
Vwc2,1.0267766573241077,1.0518676018923536,0.03812240326053639,0.07295312467394348,-0.03483072141340709
Grb10,0.9551951689000566,0.9565050708128623,-0.06613255499900361,-0.06415547799691758,-0.0019770770020860334
Ppp3r1,1.0579677532676017,0.9873821039869742,0.0812956549473033,-0.0183195979987708,0.0996152529460741
Etaa1os,0.9582690948419834,0.9727301795950567,-0.06149725387370812,-0.039888415825178734,-0.021608838048529387
Actr2,0.9958505087037836,1.0414931712731812,-0.005998905343492126,0.058653380134570894,-0.06465228547806302
Lgalsl,0.909524124440976,0.9291489126091937,-0.1368161901059515,-0.10601826225544088,-0.030797927850510623
Cct4,0.9243618738395576,0.9918069801675081,-0.11347033914600814,-0.011868716059863157,-0.10160162308614498
Rel,0.952015441091822,1.0444562706833236,-0.0709431215579893,0.06275209088373986,-0.13369521244172916
