gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Osbp2,chr11,3703731,3863903,-,3863903,3873903,4.0204114819765095,3.635841506743431,0.9043456181146868,Mixed,Neu,GFP
Mrps24,chr11,5703983,5715680,-,5715680,5725680,6.190523767709732,4.542291937470437,0.7337492121689921,Mixed,Neu,GFP
Pold2,chr11,5872180,5878292,-,5878292,5888292,4.432275374388695,4.754013075613975,1.072589736432984,Mixed,Neu,GFP
Camk2b,chr11,5969644,6066362,-,6066362,6076362,4.209555576205254,5.246206921386719,1.246261470222936,Mixed,Neu,GFP
Grb10,chr11,11930508,12038683,-,12038683,12048683,3.5171893372297287,4.492977971378962,1.2774342068595606,Mixed,Neu,GFP
Cobl,chr11,12236608,12464960,-,12464960,12474960,3.162707578897476,4.69978836286068,1.48600154950115,Mixed,Neu,GFP
Npm1,chr11,33152287,33163206,-,33163206,33173206,3.7448772130012515,4.505491824452082,1.2031080241590224,Mixed,Neu,GFP
Trim7,chr11,48826140,48852209,+,48816140,48826140,4.44306631731987,4.192357403914134,0.9435729976776561,Mixed,Neu,GFP
Grm6,chr11,50850685,50866208,+,50840685,50850685,5.880959478080272,4.880864546497663,0.8299435771815468,Mixed,Neu,GFP
Kif3a,chr11,53567379,53601967,+,53557379,53567379,2.720656714606285,2.471953754822413,0.9085871589573686,Mixed,Neu,GFP
Gm12216,chr11,53783418,53859256,-,53859256,53869256,2.775053788161278,2.395855851038297,0.8633547433420259,Mixed,Neu,GFP
Lyrm7,chr11,54826866,54860916,-,54860916,54870916,4.647524404525757,4.767935667141278,1.0259086886124287,Mixed,Neu,GFP
Gpx3,chr11,54902453,54910377,+,54892453,54902453,4.9907760147333144,4.716224743827183,0.9449882603235197,Mixed,Neu,GFP
Pld6,chr11,59783897,59787645,-,59787645,59797645,5.8746634021997455,5.3617114862203605,0.9126840329630951,Mixed,Neu,GFP
Srebf1,chr11,60199089,60222581,-,60222581,60232581,5.224466610455513,4.910904701081912,0.9399820244336364,Mixed,Neu,GFP
Myh10,chr11,68691559,68816632,+,68681559,68691559,4.52355342643261,4.779743154621125,1.056634619741974,Mixed,Neu,GFP
Chd3,chr11,69343273,69369406,-,69369406,69379406,4.464228374719619,4.32801761045456,0.9694883969116803,Mixed,Neu,GFP
Zmynd15,chr11,70459433,70466202,+,70449433,70459433,4.086643694519997,4.350626484696071,1.0645964781637467,Mixed,Neu,GFP
Fbxo39,chr11,72314444,72319416,+,72304444,72314444,4.9029230035305025,5.52542119571368,1.1269647089572747,Mixed,Neu,GFP
