gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Osbp2,chr11,3703731,3863903,-,3863903,3873903,6.112078658401965,5.311025941141446,0.8689393965571186,Mixed,NSC,GFP
Slc35e4,chr11,3907021,3914664,-,3914664,3924664,6.937323228895664,5.78154294037819,0.8333967943567393,Mixed,NSC,GFP
Sec14l2,chr11,4097039,4123415,-,4123415,4133415,6.992774510264397,5.438273351967335,0.7776989439577559,Mixed,NSC,GFP
Ccdc157,chr11,4141123,4160293,-,4160293,4170293,5.264140962404013,4.959445438651244,0.9421186617286894,Mixed,NSC,GFP
Nefh,chr11,4938754,4948064,-,4948064,4958064,8.097573708689213,6.601768733549118,0.8152773869122055,Mixed,NSC,GFP
Gck,chr11,5900820,5950081,-,5950081,5960081,6.319563077497483,5.280539337750276,0.8355861430599637,Mixed,NSC,GFP
Nudcd3,chr11,6105691,6200415,-,6200415,6210415,6.84280584716797,5.805997599075238,0.8484820012068828,Mixed,NSC,GFP
Adcy1,chr11,7063489,7178506,+,7053489,7063489,7.803744735956192,5.470636502718925,0.701027095044852,Mixed,NSC,GFP
Igfbp3,chr11,7206086,7213923,-,7213923,7223923,6.0251965400695795,5.401660389983654,0.8965118986676699,Mixed,NSC,GFP
Tns3,chr11,8431652,8664681,-,8664681,8674681,6.688229294145107,6.220522656993071,0.9300701850097354,Mixed,NSC,GFP
Vwc2,chr11,11114223,11268931,+,11104223,11114223,4.644098550367356,4.884976805126667,1.0518676018923536,Mixed,NSC,GFP
Grb10,chr11,11930508,12038683,-,12038683,12048683,4.973459619462489,4.75713934549888,0.9565050708128623,Mixed,NSC,GFP
Ppp3r1,chr11,17159263,17200375,+,17149263,17159263,5.425595972144604,5.357136366359392,0.9873821039869742,Mixed,NSC,GFP
Etaa1os,chr11,17953970,17959578,+,17943970,17953970,4.784551116824151,4.654077267150085,0.9727301795950567,Mixed,NSC,GFP
Actr2,chr11,20062304,20112913,-,20112913,20122913,5.315154720687866,5.535697345856826,1.0414931712731812,Mixed,NSC,GFP
Lgalsl,chr11,20823576,20831056,-,20831056,20841056,5.832394915401935,5.419163393553099,0.9291489126091937,Mixed,NSC,GFP
Cct4,chr11,22990519,23003780,+,22980519,22990519,6.0867929230451585,6.036923707910378,0.9918069801675081,Mixed,NSC,GFP
Rel,chr11,23736847,23770970,-,23770970,23780970,4.969319529354572,5.190236943463485,1.0444562706833236,Mixed,NSC,GFP
Bcl11a,chr11,24078056,24174123,+,24068056,24078056,5.433847268354892,5.29612305581967,0.9746543828463331,Mixed,NSC,GFP
Fancl,chr11,26386135,26471876,+,26376135,26386135,1.9592973687648771,4.176128310422103,2.1314418000033837,Mixed,NSC,GFP
Vrk2,chr11,26471322,26593999,-,26593999,26603999,3.2083076641261576,4.357413395716747,1.3581656910399738,Mixed,NSC,GFP
Ccdc85a,chr11,28385685,28584324,-,28584324,28594324,3.9501914646148686,4.322887330893676,1.0943488105873733,Mixed,NSC,GFP
Ppp4r3b,chr11,29172890,29220797,+,29162890,29172890,2.8100831658244134,3.7424680151542034,1.3317997348509967,Mixed,NSC,GFP
Eml6,chr11,29743048,30026033,-,30026033,30036033,4.625968823897838,4.423176106546323,0.956162108939454,Mixed,NSC,GFP
Fem1al,chr11,29822395,29825668,-,29825668,29835668,4.69758598202467,4.885528837958971,1.040008390831688,Mixed,NSC,GFP
Sptbn1,chr11,30099395,30268175,-,30268175,30278175,4.8373815925717345,5.263635677705209,1.088116696393774,Mixed,NSC,GFP
Acyp2,chr11,30505991,30649587,-,30649587,30659587,3.8875239289760586,4.66137553756237,1.199060281743433,Mixed,NSC,GFP
Gpr75,chr11,30885358,30893729,+,30875358,30885358,4.069600682473183,5.067719025766849,1.2452619854307396,Mixed,NSC,GFP
Asb3,chr11,30885416,31102704,+,30875416,30885416,4.076267090928555,5.049736336612701,1.2388139010445447,Mixed,NSC,GFP
Erlec1,chr11,30930774,30954335,-,30954335,30964335,6.045484155714512,5.466737868388493,0.9042680003091303,Mixed,NSC,GFP
Snrnp25,chr11,32205415,32208984,+,32195415,32205415,9.14624330407381,6.911024562607207,0.7556134614884978,Mixed,NSC,GFP
Nprl3,chr11,32225628,32267707,-,32267707,32277707,6.2501181772232055,5.627876699401934,0.9004432460031148,Mixed,NSC,GFP
Stk10,chr11,32533305,32624587,+,32523305,32533305,7.145154788851738,5.9004112458030376,0.8257919415558613,Mixed,NSC,GFP
Ranbp17,chr11,33211795,33513746,-,33513746,33523746,4.921051877200603,4.892597414978344,0.9942178089294101,Mixed,NSC,GFP
Spdl1,chr11,34809190,34833641,-,34833641,34843641,5.448817481589317,5.003623733051618,0.9182953457255748,Mixed,NSC,GFP
Tenm2,chr11,36006656,37235964,-,37235964,37245964,4.537314203965664,4.2221336299737295,0.930535872142938,Mixed,NSC,GFP
Ccnjl,chr11,43528784,43586997,+,43518784,43528784,5.634924124431611,5.238271563092868,0.92960818059307,Mixed,NSC,GFP
Pwwp2a,chr11,43681998,43721491,+,43671998,43681998,5.215277756118775,5.668534263137976,1.0869093705483703,Mixed,NSC,GFP
Adra1b,chr11,43774606,43901210,-,43901210,43911210,4.04458083152771,4.704269134243329,1.1631042449623745,Mixed,NSC,GFP
Med7,chr11,46436925,46442721,+,46426925,46436925,4.147343468546866,4.566321404437223,1.1010232065580903,Mixed,NSC,GFP
Tbc1d9b,chr11,50131396,50172785,+,50121396,50131396,7.122636145651341,6.050498061446348,0.84947453972367,Mixed,NSC,GFP
Mgat4b,chr11,50210890,50235103,+,50200890,50210890,8.536228462994098,6.690162168264389,0.7837374781224872,Mixed,NSC,GFP
Canx,chr11,50293961,50325673,-,50325673,50335673,5.035197854816913,5.517517359821003,1.0957895834307045,Mixed,NSC,GFP
Clk4,chr11,51261730,51281766,+,51251730,51261730,5.2940685172081,5.573051991303763,1.0526973674762314,Mixed,NSC,GFP
Col23a1,chr11,51289920,51583918,+,51279920,51289920,4.8013511106967925,5.219719067692757,1.0871354640288426,Mixed,NSC,GFP
Zcchc10,chr11,53324679,53333301,+,53314679,53324679,4.83789317176342,5.163840075111389,1.0673737289716054,Mixed,NSC,GFP
Aff4,chr11,53350833,53421830,+,53340833,53350833,5.6695535603165625,5.008122142239412,0.8833362431379485,Mixed,NSC,GFP
Kif3a,chr11,53567379,53601967,+,53557379,53567379,5.703793137466907,4.293965650697548,0.7528263292880442,Mixed,NSC,GFP
