gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
2810429I04Rik,chr13,3478230,3501393,+,3468230,3478230,3.703266469836235,4.1548964663346615,1.1219544961662988,Mixed,NSC,GFP
Tubal3,chr13,3918274,3935277,+,3908274,3918274,5.578479377090931,5.57752992399931,0.9998298007346734,Mixed,NSC,GFP
Pitrm1,chr13,6548149,6580515,+,6538149,6548149,2.952966688454151,4.190715846637885,1.419154460164833,Mixed,NSC,GFP
Pfkp,chr13,6579768,6648777,-,6648777,6658777,5.669346583926678,5.4359532154361405,0.9588324042223424,Mixed,NSC,GFP
Idi1,chr13,8885501,8892451,+,8875501,8885501,3.3890003649830813,4.16790969572862,1.2298345372852821,Mixed,NSC,GFP
Zmynd11,chr13,9684833,9765330,-,9765330,9775330,5.746070801794529,5.284961191793283,0.919752187902516,Mixed,NSC,GFP
Chrm3,chr13,9875486,10360847,-,10360847,10370847,4.274246769499778,3.972091699071725,0.929307995835857,Mixed,NSC,GFP
Gng4,chr13,13784059,13827896,+,13774059,13784059,5.772766440534593,5.78433347594738,1.0020037248227414,Mixed,NSC,GFP
Yae1d1,chr13,17981330,17993349,-,17993349,18003349,2.7689124874591826,3.550892209092776,1.2824140254252514,Mixed,NSC,GFP
Epdr1,chr13,19591706,19619927,-,19619927,19629927,4.622228815090656,5.270440225243569,1.1402378454386837,Mixed,NSC,GFP
Trim27,chr13,21179445,21194724,+,21169445,21179445,5.459953719437122,5.202739502906799,0.9528907698219757,Mixed,NSC,GFP
Nkapl,chr13,21467047,21468509,-,21468509,21478509,4.192699905586243,4.857437511614958,1.1585464309389368,Mixed,NSC,GFP
H3c11,chr13,21782960,21783370,-,21783370,21793370,3.036096701383591,3.9467626609206197,1.2999462958877515,Mixed,NSC,GFP
H4c4,chr13,23581598,23582735,+,23571598,23581598,3.849269018685818,4.425737239499887,1.1497604397135335,Mixed,NSC,GFP
Carmil1,chr13,24012344,24280795,-,24280795,24290795,6.4671160162091255,5.703916287501653,0.8819876237267749,Mixed,NSC,GFP
Mrs2,chr13,24987483,25020379,-,25020379,25030379,4.733380589067936,5.019234875724713,1.0603911477807166,Mixed,NSC,GFP
Foxc1,chr13,31806633,31812476,+,31796633,31806633,8.127669184541702,6.354145121602218,0.7817918000018245,Mixed,NSC,GFP
1110046J04Rik,chr13,33935567,33960181,+,33925567,33935567,4.721445610046386,4.853653286979595,1.02800152492531,Mixed,NSC,GFP
Cdyl,chr13,35659833,35874063,+,35649833,35659833,4.19667626016736,4.693004811088244,1.118267057107019,Mixed,NSC,GFP
Lyrm4,chr13,35978395,36117526,-,36117526,36127526,3.8656764158844945,4.750922563588619,1.2290016163966933,Mixed,NSC,GFP
Rreb1,chr13,37778400,37952005,+,37768400,37778400,4.66529572981596,4.71380187189579,1.0103972277190976,Mixed,NSC,GFP
Dsp,chr13,38151294,38198577,+,38141294,38151294,5.046668095648289,4.8310667319417,0.9572784737136765,Mixed,NSC,GFP
