gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Tgs1,chr4,3574875,3616619,+,3564875,3574875,3.591330399811268,4.3969216350317,0.8055912352204322,Mixed,NSC
Lyn,chr4,3678115,3813122,+,3668115,3678115,4.639130667328835,5.448100914140542,0.8089702468117075,Mixed,NSC
Rps20,chr4,3831334,3835665,-,3835665,3845665,4.159402792930603,5.030217848916848,0.8708150559862453,Mixed,NSC
Plag1,chr4,3900996,3938423,-,3938423,3948423,4.380636626243591,4.856845809396108,0.47620918315251703,Mixed,NSC
Penk,chr4,4133531,4138819,-,4138819,4148819,4.362911825084686,4.630403379128377,0.2674915540436906,Mixed,NSC
Fam110b,chr4,5644090,6108223,+,5634090,5644090,3.7088860296010973,4.809850403487682,1.100964373886585,Mixed,NSC
Ubxn2b,chr4,6191098,6221688,+,6181098,6191098,3.3661696912527086,4.047734708646934,0.6815650173942256,Mixed,NSC
Sdcbp,chr4,6365650,6408423,+,6355650,6365650,4.017147887349129,4.649078715503216,0.6319308281540872,Mixed,NSC
Tox,chr4,6686353,6991557,-,6991557,7001557,3.76488852057457,4.329441308991115,0.5645527884165444,Mixed,NSC
Car8,chr4,8143362,8239041,-,8239041,8249041,3.939871775877476,4.076832856587569,0.13696108071009316,Mixed,NSC
Rab2a,chr4,8535644,8607778,+,8525644,8535644,4.150834997832775,5.369567873060703,1.2187328752279276,Mixed,NSC
Chd7,chr4,8690406,8867659,+,8680406,8690406,6.395794543683529,5.434104914597671,-0.9616896290858579,Mixed,NSC
Asph,chr4,9448069,9669344,-,9669344,9679344,4.646009744238853,4.45227204678456,-0.19373769745429303,Mixed,NSC
Gdf6,chr4,9844372,9862345,+,9834372,9844372,5.426784211587906,5.055720667127768,-0.3710635444601378,Mixed,NSC
Plekhf2,chr4,10988662,11007927,-,11007927,11017927,6.9412850216746325,5.669475030533473,-1.2718099911411596,Mixed,NSC
Ndufaf6,chr4,11051045,11076205,-,11076205,11086205,5.184921268343926,4.8488465911448,-0.3360746771991261,Mixed,NSC
Trp53inp1,chr4,11156431,11174379,+,11146431,11156431,6.690612972128392,5.305957711597284,-1.3846552605311082,Mixed,NSC
