gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Mpc1,chr17,8277904,8287904,24.347120009845497,24.347120009845497,1.0,intermediate
Pde10a,chr17,8520372,8530372,34.048190316200255,34.048190316200255,1.0,intermediate
Prkn,chr17,10835384,10845384,25.89506814895073,25.89506814895073,1.0,intermediate
Tcp1,chr17,12910701,12920701,52.5564725896279,52.5564725896279,1.0,intermediate
1600012H06Rik,chr17,14938184,14948184,16.233654612565044,16.233654612565044,1.0,intermediate
Lnpep,chr17,17620050,17630050,38.14089677295089,38.14089677295089,1.0,intermediate
Hcfc1r1,chr17,23668596,23678596,31.7823973546048,31.7823973546048,1.0,intermediate
Tnfrsf12a,chr17,23672468,23682468,30.404813175741825,30.404813175741825,1.0,intermediate
Amdhd2,chr17,24158766,24168766,20.980127088960014,20.980127088960014,1.0,intermediate
Atp6v0c,chr17,24164702,24174702,23.346033536374573,23.346033536374573,1.0,intermediate
Abca3,chr17,24346950,24356950,16.661801054606837,16.661801054606837,1.0,intermediate
Rnps1,chr17,24409565,24419565,19.806706031749645,19.806706031749645,1.0,intermediate
Mlst8,chr17,24474078,24484078,31.575954480570555,31.575954480570555,1.0,intermediate
Snora78,chr17,24714803,24724803,25.826080661110083,25.826080661110083,1.0,intermediate
Ndufb10,chr17,24719478,24729478,25.323639935817322,25.323639935817322,1.0,intermediate
Jpt2,chr17,24955689,24965689,17.203454376513758,17.203454376513758,1.0,intermediate
Ube2i,chr17,25269622,25279622,26.27680072280367,26.27680072280367,1.0,intermediate
Ciao3,chr17,25768776,25778776,14.261966676026582,14.261966676026582,1.0,intermediate
Stub1,chr17,25828404,25838404,34.44191714155475,34.44191714155475,1.0,intermediate
Wdr90,chr17,25856501,25866501,11.23902604482174,11.23902604482174,1.0,intermediate
Rab40c,chr17,25914727,25924727,193.62722965491014,193.62722965491014,1.0,intermediate
Crebrf,chr17,26710650,26720650,22.072751485466956,22.072751485466956,1.0,intermediate
Cuta,chr17,26934569,26944569,30.10601812682748,30.10601812682748,1.0,intermediate
Uqcc2,chr17,27128916,27138916,18.515132669369383,18.515132669369383,1.0,intermediate
Ilrun,chr17,27815648,27825648,17.697159775183597,17.697159775183597,1.0,intermediate
Tcp11,chr17,28075639,28085639,19.93444031155507,19.93444031155507,1.0,intermediate
Fkbp5,chr17,28512527,28522527,16.016292676208415,16.016292676208415,1.0,intermediate
Pim1,chr17,29485753,29495753,19.90527671680252,19.90527671680252,1.0,intermediate
Cmtr1,chr17,29655595,29665595,13.337593606422345,13.337593606422345,1.0,intermediate
Rsph1,chr17,31272383,31282383,24.720115771521126,24.720115771521126,1.0,intermediate
Wdr4,chr17,31514980,31524980,27.348305487543342,27.348305487543342,1.0,intermediate
Pknox1,chr17,31559734,31569734,46.783497965741155,46.783497965741155,1.0,intermediate
Rab11b,chr17,33755530,33765530,64.8457868031462,64.8457868031462,1.0,intermediate
Rps28,chr17,33819562,33829562,15.323805613138276,15.323805613138276,1.0,intermediate
Kifc1,chr17,33885661,33895661,29.199620407574375,29.199620407574375,1.0,intermediate
Brd2,chr17,34117634,34127634,55.623835305408626,55.623835305408626,1.0,intermediate
Rnf5,chr17,34598690,34608690,145.53575612229108,145.53575612229108,1.0,intermediate
Agpat1,chr17,34599262,34609262,145.98573672407466,145.98573672407466,1.0,intermediate
Ehmt2,chr17,34893469,34903469,20.930026494669914,20.930026494669914,1.0,intermediate
Neu1,chr17,34926253,34936253,25.152024144222338,25.152024144222338,1.0,intermediate
Msh5,chr17,35041745,35051745,23.715783090621233,23.715783090621233,1.0,intermediate
Prrc2a,chr17,35159897,35169897,79.683154943796,79.683154943796,1.0,intermediate
Atp6v1g2,chr17,35228660,35238660,30.617233644465603,30.617233644465603,1.0,intermediate
H2-D1,chr17,35257730,35267730,20.252658948878445,20.252658948878445,1.0,intermediate
Ier3,chr17,35816684,35826684,19.777062747110925,19.777062747110925,1.0,intermediate
Flot1,chr17,35818230,35828230,20.45686293898026,20.45686293898026,1.0,intermediate
Tubb5,chr17,35833306,35843306,46.60674251837332,46.60674251837332,1.0,intermediate
Mdc1,chr17,35836515,35846515,43.516535471578436,43.516535471578436,1.0,intermediate
Ppp1r10,chr17,35911434,35921434,64.49563729732037,64.49563729732037,1.0,intermediate
B230354K17Rik,chr17,45428598,45438598,27.952539422146476,27.952539422146476,1.0,intermediate
Mea1,chr17,46673793,46683793,32.603096056381865,32.603096056381865,1.0,intermediate
Cnpy3,chr17,46747214,46757214,17.004958509556452,17.004958509556452,1.0,intermediate
Gm20517,chr17,47606589,47616589,29.224917970142766,29.224917970142766,1.0,intermediate
Oard1,chr17,48405014,48415014,80.67867459240158,80.67867459240158,1.0,intermediate
