gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Osmr,chr15,6869969,6879969,32.28605632361572,19.59037263192336,1.6480572845768229,Neither,,
Gdnf,chr15,7805846,7815846,25.356383270343144,14.47984019703865,1.7511507672252429,Neither,,
Slc1a3,chr15,8705764,8715764,34.11538290081024,25.533193086425467,1.3361189407582332,Neither,,
Nadk2,chr15,9066260,9076260,41.60265773153305,27.50219685689608,1.5127030741582859,Neither,,
Rad1,chr15,10481018,10491018,17.837884285402296,16.058944205355644,1.1107756560642,Neither,,
Npr3,chr15,11902287,11912287,20.141680595803262,9.541591837406159,2.1109350451191267,Neurons,intermediate,1.0
Gm5144,chr15,11901519,11911519,20.140618009964623,9.368328897953033,2.149862395882079,Neurons,intermediate,1.0
Mtmr12,chr15,12200028,12210028,41.68723500183424,24.4011648072958,1.7084116816165271,Neither,,
Pdzd2,chr15,12734924,12744924,42.02530192610423,14.40132704296112,2.918154820089637,Neurons,intermediate,1.0
Drosha,chr15,12819815,12829815,31.04652482239406,19.12499943244457,1.623347751306347,Neither,,
Basp1,chr15,25408764,25418764,17.253161048777898,5.9005526733001075,2.9239906842706676,Neurons,intermediate,1.0
Gm48957,chr15,25410022,25420022,16.688890598169962,5.199236902832985,3.209873085236112,Neurons,intermediate,1.0
Myo10,chr15,25617525,25627525,23.562127638578414,31.82355959939957,0.7403988722563573,Neither,,
Otulin,chr15,27625693,27635693,29.797962824726103,14.317753674781322,2.0811897942629756,Neurons,intermediate,1.0
Otulinl,chr15,27676579,27686579,20.53761571896871,12.71198437840144,1.6156105221355976,Neither,,
Trio,chr15,28020848,28030848,60.797429822651544,29.153608791788418,2.08541694638422,Neurons,intermediate,1.0
Ctnnd2,chr15,30167593,30177593,13.253029114643732,25.947142620658877,0.5107702727965041,Neither,,
Dap,chr15,31219314,31229314,33.482035448503495,21.855515416407588,1.5319718986525266,Neither,,
Ropn1l,chr15,31448737,31458737,32.07174884529113,22.631811197678246,1.4171092434962214,Neither,,
Cct5,chr15,31596804,31606804,53.1465512204965,22.53308994438648,2.358600234218501,Neurons,intermediate,1.0
Sdc2,chr15,32915723,32925723,24.7499337761879,8.915782807596525,2.7759686737882605,Neurons,intermediate,1.0
Rpl30,chr15,34438640,34448640,18.400934280157088,15.788335568547248,1.1654765127246556,Neither,,
Kcns2,chr15,34832355,34842355,8.407760048468909,7.306648616830508,1.1506999295274778,Neither,,
Stk3,chr15,35173921,35183921,1.263264756822586,9.430169010361036,0.1339599274874737,NSCs,,
Spag1,chr15,36173099,36183099,18.113597057501476,15.762904154976207,1.149128160611392,Neither,,
Pabpc1,chr15,36604668,36614668,30.157219095834094,15.600326186164219,1.9331146500372693,Neither,,
Ywhaz,chr15,36791929,36801929,43.051119480594,15.187000653894742,2.834734814444973,Neurons,intermediate,1.0
Zfp706,chr15,37002773,37012773,22.28058356993198,16.525265890316167,1.3482738321922214,Neither,,
Klf10,chr15,38295706,38305706,62.18858510289192,30.9784650140206,2.0074779391020785,Neurons,intermediate,1.0
Azin1,chr15,38514266,38524266,39.75156203285853,20.921914058526358,1.8999964306161787,Neither,,
Dcaf13,chr15,39107865,39117865,37.64694264666239,11.724896269361176,3.210855071275915,Neurons,intermediate,1.0
Rims2,chr15,39193261,39203261,11.783292849667866,7.836430787444115,1.5036555760241757,Neither,,
Eif3e,chr15,43277719,43287719,14.833993524201711,12.643119567525387,1.1732858686477754,Neither,,
Eny2,chr15,44423042,44433042,72.14807932003339,34.83508352835973,2.0711326631755202,Neurons,intermediate,1.0
Ebag9,chr15,44614175,44624175,46.2946832625866,32.293688196023304,1.4335520607487442,Neither,,
Csmd3,chr15,48787063,48797063,17.590397271617253,9.784292076985041,1.797820131820677,Neither,,
Eif3h,chr15,51860523,51870523,14.78312483409246,6.869893799781799,2.151870940794165,Neurons,intermediate,1.0
Rad21,chr15,51986747,51996747,22.586292844454448,13.381495500802993,1.6878750841487855,Neither,,
Ccn3,chr15,54740702,54750702,7.701559136343003,4.978647443294525,1.5469179579517771,Neither,,
Enpp2,chr15,54947892,54957892,14.778968194627764,9.42703138718605,1.5677223918779437,Neither,,
Deptor,chr15,55107317,55117317,19.920859284774462,21.311315279972554,0.9347550361424768,Neither,,
Derl1,chr15,57887448,57897448,75.71544823263486,26.93985675569375,2.81053640779409,Neurons,intermediate,1.0
Tbc1d31,chr15,57907199,57917199,39.0476684597969,21.653803054054578,1.8032706939433165,Neither,,
Zhx1,chr15,58071541,58081541,83.40966005182266,34.979984827069444,2.38449674761653,Neurons,intermediate,1.0
