gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Nudt11,chrX,6047453,6055110,+,6037453,6047453,1.265361590564251,1.1743428624868393,0.928068997228828,Mixed,NSC,GFP
Syp,chrX,7638471,7653256,+,7628471,7638471,3.02561512401104,3.1801519885917506,1.0510761806266495,Mixed,NSC,GFP
Ccdc120,chrX,7731714,7750905,-,7750905,7760905,2.9114469088315964,2.6167458196282385,0.8987784773579727,Mixed,NSC,GFP
Tbc1d25,chrX,8154472,8176181,-,8176181,8186181,3.6365472169280055,3.513490527053674,0.9661611186288173,Mixed,NSC,GFP
Ebp,chrX,8185329,8193512,-,8193512,8203512,3.6077729716420177,3.487409520216783,0.9666377423492772,Mixed,NSC,GFP
Mid1ip1,chrX,10715013,10719690,+,10705013,10715013,1.7818953189253808,2.1774755655924483,1.221999711467693,Mixed,NSC,GFP
Bcor,chrX,12036740,12160355,-,12160355,12170355,2.7352720657587053,2.7515927398204805,1.005966746147882,Mixed,NSC,GFP
Cask,chrX,13517080,13851367,-,13851367,13861367,2.1369874371290205,2.5244339489539462,1.1813050021227307,Mixed,NSC,GFP
Chst7,chrX,20059560,20097521,+,20049560,20059560,2.2977472159862518,2.390479693055153,1.0403579977918058,Mixed,NSC,GFP
Slc9a7,chrX,20105754,20291807,-,20291807,20301807,2.297336442345381,2.750643657757839,1.19731860212415,Mixed,NSC,GFP
Dock11,chrX,35888832,36076562,+,35878832,35888832,2.3524929094314575,2.67907903033495,1.1388255495241517,Mixed,NSC,GFP
Lonrf3,chrX,36328353,36362341,+,36318353,36328353,3.4973079031586645,3.144978884919484,0.8992570777308548,Mixed,NSC,GFP
Akap17b,chrX,36608314,36645395,-,36645395,36655395,1.5604551291465758,1.980773932000001,1.2693565454094797,Mixed,NSC,GFP
Upf3b,chrX,37091678,37110322,-,37110322,37120322,3.231920682525635,3.045225466879209,0.9422339735452511,Mixed,NSC,GFP
Zbtb33,chrX,38189793,38197046,+,38179793,38189793,2.6989710112810137,2.6814604815681773,0.9935121460587584,Mixed,NSC,GFP
Gria3,chrX,41400854,41678601,+,41390854,41400854,2.4211424790501597,2.658098497446378,1.0978695060065935,Mixed,NSC,GFP
Xiap,chrX,42059679,42109656,+,42049679,42059679,2.24982152133584,2.595654448660215,1.1537157165778356,Mixed,NSC,GFP
Stag2,chrX,42149317,42277185,+,42139317,42149317,2.4435739731550217,2.2764562888820965,0.9316093205653393,Mixed,NSC,GFP
Rap2c,chrX,51003912,51018018,-,51018018,51028018,1.6775612642765045,2.101042296425502,1.2524384898286476,Mixed,NSC,GFP
Phf6,chrX,52912266,52956943,+,52902266,52912266,2.9191955645322802,2.8230401141206425,0.967060976804737,Mixed,NSC,GFP
Smim10l2a,chrX,56374586,56377799,+,56364586,56374586,2.230350418448448,2.3759521523396177,1.0652819990467948,Mixed,NSC,GFP
Zic3,chrX,58022700,58041736,+,58012700,58022700,3.235865278840065,2.860015367627144,0.883848714694436,Mixed,NSC,GFP
Atp11c,chrX,60223290,60592698,-,60592698,60602698,1.5079168208122256,1.9310589336752895,1.2806136963411168,Mixed,NSC,GFP
Sox3,chrX,60891366,60893430,-,60893430,60903430,3.4635112533569337,3.0363338573376333,0.8766634883587378,Mixed,NSC,GFP
Mtmr1,chrX,71364760,71419196,+,71354760,71364760,2.4374973922371868,2.4111034137010576,0.9891716895286997,Mixed,NSC,GFP
Vma21,chrX,71815924,71839757,+,71805924,71815924,2.6902146917462346,2.7842595091025033,1.0349581086018171,Mixed,NSC,GFP
Mir5132,chrX,74023528,74023598,-,74023598,74033598,4.325732126736641,3.418898266629378,0.790362918105291,Mixed,NSC,GFP
Fam50a,chrX,74313033,74320149,+,74303033,74313033,4.014886936986446,3.062185907997687,0.7627078809586972,Mixed,NSC,GFP
Fam3a,chrX,74384719,74393272,-,74393272,74403272,2.8781678124308585,2.7772402316689493,0.9649333925819054,Mixed,NSC,GFP
Rab39b,chrX,75572046,75578231,-,75578231,75588231,1.1306292759120464,0.9973579555273057,0.8821264200175299,Mixed,NSC,GFP
Prkx,chrX,77761411,77796278,-,77796278,77806278,2.8101868797540663,2.6388351825674374,0.9390248035028813,Mixed,NSC,GFP
Tab3,chrX,85574022,85634469,+,85564022,85574022,2.4542683455109597,2.3464134019215903,0.9560541357318795,Mixed,NSC,GFP
Maged1,chrX,94535474,94542143,-,94542143,94552143,2.4075180736780166,2.8142969295243425,1.1689619115610133,Mixed,NSC,GFP
Spin4,chrX,95022510,95026682,-,95026682,95036682,2.831317963898182,2.505924437340101,0.8850734778971711,Mixed,NSC,GFP
Arhgef9,chrX,95048935,95196856,-,95196856,95206856,1.724088235914707,2.4343401132265727,1.4119579627750578,Mixed,NSC,GFP
Msn,chrX,96096042,96168552,+,96086042,96096042,2.280956052815914,2.3920000083565713,1.0486830754163676,Mixed,NSC,GFP
Stard8,chrX,99003248,99074728,+,98993248,99003248,2.890582123064995,2.779906896054745,0.9617117859661788,Mixed,NSC,GFP
Dlg3,chrX,100767722,100818410,+,100757722,100767722,0.9289680415391922,0.7362855175137519,0.7925843350798293,Mixed,NSC,GFP
Phka1,chrX,102513975,102644246,-,102644246,102654246,2.69359043186903,2.6685220403512324,0.9906933172834287,Mixed,NSC,GFP
Uprt,chrX,104482818,104507490,+,104472818,104482818,2.6621978665947914,2.660407454125086,0.9993274682952116,Mixed,NSC,GFP
Magee2,chrX,104854952,104857267,-,104857267,104867267,0.7413587365150451,1.0314542714734871,1.3913025107414443,Mixed,NSC,GFP
Pbdc1,chrX,105079756,105117090,+,105069756,105079756,1.6592552248239518,2.5556429855187734,1.5402350086255892,Mixed,NSC,GFP
Magee1,chrX,105120378,105123927,+,105110378,105120378,1.9576022726774218,2.3905835030357037,1.2211793664124078,Mixed,NSC,GFP
Tent5d,chrX,107792590,107872909,+,107782590,107792590,1.7819961708784102,2.3822373661398886,1.336836411363105,Mixed,NSC,GFP
Zfp711,chrX,112600526,112635070,+,112590526,112600526,1.4953771146655084,1.83522083577315,1.2272628875851557,Mixed,NSC,GFP
Pcdh19,chrX,133582860,133688987,-,133688987,133698987,1.9068948043584826,1.9898392136216163,1.043497108006982,Mixed,NSC,GFP
Cenpi,chrX,134308084,134362639,+,134298084,134308084,2.2899154210567474,2.390394300452868,1.0438788605343998,Mixed,NSC,GFP
Taf7l,chrX,134460118,134476490,-,134476490,134486490,2.545972533762455,2.4441592390537266,0.960010057705427,Mixed,NSC,GFP
Armcx5,chrX,135742733,135747322,+,135732733,135742733,2.866476780235767,2.7842841888387997,0.9713262664593407,Mixed,NSC,GFP
Bhlhb9,chrX,135797594,135891081,+,135787594,135797594,1.985856651186943,2.2532146062453586,1.134631044440502,Mixed,NSC,GFP
Prps1,chrX,140456613,140476140,+,140446613,140456613,3.15133318169117,2.974899910867214,0.9440131332830785,Mixed,NSC,GFP
Tsc22d3,chrX,140539528,140600659,-,140600659,140610659,2.327972194159031,2.4611497187316416,1.057207523743951,Mixed,NSC,GFP
Ammecr1,chrX,142851146,142966728,-,142966728,142976728,2.446137923145294,2.481066245873769,1.014278967018983,Mixed,NSC,GFP
Htr2c,chrX,146962513,147197277,+,146952513,146962513,1.3474741370677947,2.0771983810782433,1.5415497217619207,Mixed,NSC,GFP
Tsr2,chrX,151087094,151096543,-,151096543,151106543,2.745918861269951,3.172790051845709,1.1554565929083338,Mixed,NSC,GFP
Huwe1,chrX,151800807,151935417,+,151790807,151800807,1.5425841472148896,2.349858473233382,1.523325957599145,Mixed,NSC,GFP
Iqsec2,chrX,152144268,152225236,+,152134268,152144268,2.9184715527415275,2.7801826639771465,0.9526159887923265,Mixed,NSC,GFP
Sat1,chrX,155213132,155216449,-,155216449,155226449,0.9438274513483047,1.1770051637848218,1.247055446526175,Mixed,NSC,GFP
Prdx4,chrX,155323918,155340754,-,155340754,155350754,1.9419116050839427,2.789102041228612,1.4362662203195637,Mixed,NSC,GFP
Ptchd1,chrX,155573455,155623814,-,155623814,155633814,2.1556152532339095,2.655613340449333,1.2319514516634236,Mixed,NSC,GFP
Rps6ka3,chrX,159210307,159368244,+,159200307,159210307,1.5572172375679019,2.1676609142065053,1.3920093240118563,Mixed,NSC,GFP
Eif1ax,chrX,159372178,159389928,+,159362178,159372178,2.5672897116541864,2.4616262470404306,0.9588424071759033,Mixed,NSC,GFP
Adgrg2,chrX,160390690,160498070,+,160380690,160390690,2.6936070389747617,2.7216567017436026,1.0104134205038005,Mixed,NSC,GFP
Nhs,chrX,161833296,162159730,-,162159730,162169730,2.160029087781906,2.7303150438666344,1.264017720553173,Mixed,NSC,GFP
Reps2,chrX,162411954,162643649,-,162643649,162653649,3.508320869195461,2.640276563946406,0.7525755660290795,Mixed,NSC,GFP
Arhgap6,chrX,168795099,169304435,+,168785099,168795099,2.262488820362091,2.2487676392436025,0.9939353595938244,Mixed,NSC,GFP
