gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Nudt11,0.9705540126159299,0.928068997228828,-0.04311959182495316,-0.10769602847896187,0.06457643665400871
Syp,0.9139007461072873,1.0510761806266495,-0.12989060452113324,0.07186723773899015,-0.2017578422601234
Ccdc120,0.9887279930645518,0.8987784773579727,-0.016354416199499268,-0.15396251752207235,0.1376081013225731
Tbc1d25,0.8879128524700323,0.9661611186288173,-0.17151001006772093,-0.04966429954862083,-0.12184571051910009
Ebp,0.9169918725040317,0.9666377423492772,-0.12501914792645574,-0.048952769026021185,-0.07606637890043455
Mid1ip1,1.0314840376503505,1.221999711467693,0.04472149550373233,0.289243944514926,-0.2445224490111937
Bcor,0.9264770478348421,1.005966746147882,-0.11017285893164942,0.008582615321888847,-0.11875547425353827
Cask,1.2887183619882367,1.1813050021227307,0.36593700989177397,0.24038150346480566,0.1255555064269683
Chst7,0.9408672468477466,1.0403579977918058,-0.08793691691267343,0.05708005987155445,-0.14501697678422787
Slc9a7,0.9191629921974461,1.19731860212415,-0.12160738224714743,0.2598070992689486,-0.381414481516096
Dock11,0.8261633320014526,1.1388255495241517,-0.2755010650898499,0.18754676538486845,-0.4630478304747183
Lonrf3,1.007142652082042,0.8992570777308548,0.010268041711733561,-0.15319448554531018,0.16346252725704374
Akap17b,1.3797727411005274,1.2693565454094797,0.4644306638971267,0.3440973599947802,0.12033330390234653
Upf3b,1.0295140626195347,0.9422339735452511,0.041963536558707035,-0.08584274358454191,0.12780628014324896
Zbtb33,0.7557455929565227,0.9935121460587584,-0.4040274339200004,-0.009390489816419293,-0.39463694410358113
Gria3,1.0225175156619921,1.0978695060065935,0.03212555665578498,0.1347065841925767,-0.10258102753679171
Xiap,0.9752640694265067,1.1537157165778356,-0.0361351887737083,0.20628777787494113,-0.24242296664864943
Stag2,0.9670762448842047,0.9316093205653393,-0.048298457739473465,-0.10220302139040045,0.05390456365092699
Rap2c,0.9611791329211706,1.2524384898286476,-0.05712276680860584,0.324739751046621,-0.38186251785522685
Phf6,0.9766434825439776,0.967060976804737,-0.03409608318881435,-0.0483212350091371,0.014225151820322746
Smim10l2a,1.2312533784266941,1.0652819990467948,0.30012768317429367,0.09123538798434594,0.20889229518994773
Zic3,1.2195294119631637,0.883848714694436,0.28632455270704704,-0.1781286452234943,0.46445319793054135
Atp11c,1.3237992301971673,1.2806136963411168,0.4046843369773137,0.3568353449820863,0.04784899199522741
Sox3,0.9866929076767165,0.8766634883587378,-0.01932695601052884,-0.1899049316264676,0.17057797561593877
Mtmr1,0.9411433441045112,0.9891716895286997,-0.08751362052113364,-0.015707145051364665,-0.07180647546976897
Vma21,0.7955633261113256,1.0349581086018171,-0.3299513225578463,0.04957237377723376,-0.3795236963350801
Mir5132,0.8533456276735006,0.790362918105291,-0.2287979051179675,-0.3394128340991066,0.11061492898113912
Fam50a,0.6785506445479625,0.7627078809586972,-0.5594715977229874,-0.3907974878773285,-0.1686741098456589
Fam3a,0.919027948493653,0.9649333925819054,-0.12181935900952108,-0.05149873541678933,-0.07032062359273175
Rab39b,0.9672473306391517,0.8821264200175299,-0.04804325269105693,-0.18094266760497071,0.13289941491391377
Prkx,1.1155184754506264,0.9390248035028813,0.15771440799735384,-0.09076482900192318,0.24847923699927701
Tab3,1.192479764850263,0.9560541357318795,0.2539647853940031,-0.06483578301955481,0.31880056841355786
Maged1,0.809027047577962,1.1689619115610133,-0.30574015891406225,0.22522792311400625,-0.5309680820280684
Spin4,1.1441040967911418,0.8850734778971711,0.19421832230166405,-0.1761308636493785,0.37034918595104255
Arhgef9,0.9900048159954633,1.4119579627750578,-0.014492551517466479,0.49769713691026435,-0.5121896884277308
Msn,1.378769255381109,1.0486830754163676,0.4633810341023192,0.06857874406608815,0.394802290036231
Stard8,0.8952948639641988,0.9617117859661788,-0.15956518489149268,-0.056323495338076957,-0.10324168955341573
Dlg3,0.7333393273778833,0.7925843350798293,-0.4474471848671222,-0.33536364124028345,-0.11208354362683876
Phka1,1.0605306266655792,0.9906933172834287,0.0847862845182028,-0.013489574418522547,0.09827585893672536
Uprt,1.0660495077222176,0.9993274682952116,0.09227443892899559,-0.0009705845663805645,0.09324502349537615
Magee2,1.3670248718142064,1.3913025107414443,0.451039491749084,0.47643613900057996,-0.025396647251495985
Pbdc1,1.0383340203398552,1.5402350086255892,0.05427061707763074,0.6231504937199384,-0.5688798766423077
Magee1,1.0202449151308555,1.2211793664124078,0.028915520266408652,0.2882751184486997,-0.25935959818229104
Tent5d,1.8321662620495227,1.336836411363105,0.8735504284078764,0.4188229336775013,0.45472749473037516
Zfp711,1.0893713682682977,1.2272628875851557,0.12349585472153948,0.29544431663883214,-0.17194846191729266
Pcdh19,1.058285582800237,1.043497108006982,0.08172899729456742,0.06142660215585334,0.020302395138714083
Cenpi,1.1508775655133971,1.0438788605343998,0.20273436255625235,0.06195430056054265,0.1407800619957097
Taf7l,1.0455595493348835,0.960010057705427,0.06427523226087677,-0.05887857433926357,0.12315380660014033
Armcx5,0.8949290723690979,0.9713262664593407,-0.1601547488190937,-0.04197211959308036,-0.11818262922601333
Bhlhb9,0.9355520144831311,1.134631044440502,-0.09611022875344974,0.1822232429868305,-0.2783334717402802
Prps1,1.0817186395248077,0.9440131332830785,0.11332529570053002,-0.08312116412379668,0.19644645982432668
Tsc22d3,0.9503331466099137,1.057207523743951,-0.07349474490896427,0.08025859724068599,-0.15375334214965025
Ammecr1,1.0008235172576425,1.014278967018983,0.0011875953281528144,0.020454505381629375,-0.01926691005347656
Htr2c,1.3535050214347848,1.5415497217619207,0.43670023988802553,0.6243814234590206,-0.18768118357099506
Tsr2,1.0485950629840068,1.1554565929083338,0.06845765845760052,0.20846306303171805,-0.14000540457411753
Huwe1,0.9791698114378983,1.523325957599145,-0.030369015574335856,0.6072246792486894,-0.6375936948230252
Iqsec2,0.763301467044516,0.9526159887923265,-0.3896751307349393,-0.07003333165905813,-0.3196417990758812
Sat1,1.2637095624251264,1.247055446526175,0.33766492791691505,0.31852561163912335,0.019139316277791696
Prdx4,1.0513242648895142,1.4362662203195637,0.07220771515677421,0.5223231858861545,-0.45011547072938024
Ptchd1,1.1058251845480565,1.2319514516634236,0.1451233337465744,0.30094540390256314,-0.15582207015598873
Rps6ka3,0.9518038054353133,1.3920093240118563,-0.07126387229515625,0.4771688747359335,-0.5484327470310898
Eif1ax,1.1507291389048384,0.9588424071759033,0.20254828877397718,-0.060634377734461495,0.2631826665084387
Adgrg2,0.8467403465234876,1.0104134205038005,-0.2400084608822267,0.01494570651610734,-0.25495416739833404
Nhs,1.0113071833787382,1.264017720553173,0.016221280746222814,0.3380166891281334,-0.32179540838191056
Reps2,0.9433262147555082,0.7525755660290795,-0.0841713345640087,-0.4100916448928301,0.3259203103288214
Arhgap6,1.3452173066193784,0.9939353595938244,0.42783924479585167,-0.008776065459781948,0.4366153102556336
