gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Clcn5,1.5448556518746215,1.2380194906032562,0.6274720419784637,0.3080340276178614,0.3194380143606023
Cacna1f,0.9557855054941405,1.199634066342275,-0.06524120563556532,0.2625943965133801,-0.32783560214894547
Slc35a2,0.8118864417547371,1.0123332881772544,-0.3006501425682563,0.017684343431448105,-0.3183344859997044
Porcn,0.6391712471524371,1.1641797910590925,-0.6457255841865419,0.2193138792421188,-0.8650394634286607
Xk,3.9387053640684906,3.375484217419095,1.9777214997913592,1.7550944734111416,0.2226270263802177
Bcor,0.7793829888906588,0.8930598523101492,-0.3595956518470716,-0.16317122778559226,-0.19642442406147934
Cask,0.9755873160816488,1.7335927612138493,-0.03565709356451952,0.7937650344425368,-0.8294221280070563
Wdr44,1.5609605432880278,1.5711177731402546,0.6424340704855043,0.6517913310820557,-0.009357260596551398
Slc25a43,2.1609112566034647,1.1081431454457673,1.1116398254195436,0.1481442549302056,0.963495570489338
Sowahd,0.7207827047505825,0.9385002699971463,-0.4723637009250385,-0.09157093478221115,-0.3807927661428273
Bcorl1,0.9084050632849185,0.8405363067851299,-0.13859234749988783,-0.25061795717776014,0.11202560967787231
Elf4,0.6022499679541164,0.8066698011470602,-0.7315656831898073,-0.3099498473239305,-0.4216158358658768
Aifm1,1.466461013375199,0.8525319657139575,0.5523387168105749,-0.23017416583862363,0.7825128826491985
Rbmx2,1.1498295359366355,1.4044404825287693,0.2014199951804776,0.4899954871343197,-0.2885754919538421
AW822252,1.1416995153792246,1.326154059456855,0.1911829968348786,0.4072483832211461,-0.2160653863862675
Smim10l2a,1.4836656825474697,1.3874927028241935,0.5691660431260765,0.4724801839838015,0.09668585914227507
Gpr101,1.0976697554307804,2.086550747113872,0.13444407085838403,1.0611200088923274,-0.9266759380339433
Plxna3,1.031823544915716,1.5491396060881268,0.045196272465391193,0.6314671634531174,-0.5862708909877262
G6pdx,1.0208191733106893,1.2123209067278427,0.029727331570902595,0.2777716371477117,-0.2480443055768091
Dkc1,1.086311559762032,2.358675488721954,0.11943793487344245,1.2379769433692323,-1.1185390084957898
Nr0b1,1.3060124261065214,1.3369850216845298,0.385168623528273,0.4189833029312707,-0.03381467940299765
Maged1,1.969713729859734,1.6077591865293606,0.9779859695181159,0.6850513328742781,0.2929346366438378
Snx12,1.4524885455243788,1.1000179560882435,0.5385267864316391,0.1375270737026901,0.40099971272894896
Rtl5,0.682767630803085,0.9917034667136047,-0.5505334313471629,-0.01201929590377799,-0.5385141354433849
Magee2,2.121099982923703,2.096465578157935,1.0848126272185339,1.0679591427869604,0.01685348443157353
Tspan6,0.88469942540115,1.0818621963314259,-0.1767407087747859,0.11351674562453143,-0.2902574543993173
Bhlhb9,1.0657822160453978,1.724196840842305,0.09191266517890048,0.7859244873598591,-0.6940118221809586
Tro,1.898963936325142,1.471471938344831,0.9252125071836099,0.5572600296743137,0.36795247750929627
Huwe1,0.9812226211152518,0.9024565223359661,-0.027347600703830455,-0.14807066595815635,0.1207230652543259
Rragb,1.4697459226682634,1.3427601121285422,0.5555667756138549,0.4252015862581222,0.1303651893557327
Txlng,1.2353693656369606,0.8271584576624034,0.30494246067718905,-0.2737643638155309,0.5787068244927199
Ap1s2,1.3833404966321654,1.330646138622789,0.4681563064099321,0.412126963489431,0.0560293429205011
Gemin8,0.8859246045227241,0.6950624893530302,-0.1747441695941114,-0.524785406220983,0.3500412366268716
