gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Tasor,chr14,27428834,27483555,+,27418834,27428834,5.839596522204082,4.472625144084295,0.7659133858097714,Mixed,Neu,Mecp2
Ncoa4,chr14,32159865,32179855,+,32149865,32159865,6.81773258415858,5.277647242665291,0.7741059329502347,Mixed,Neu,Mecp2
Arhgap22,chr14,33214026,33369934,+,33204026,33214026,4.574845970630645,4.773766657384237,1.0434813954460134,Mixed,Neu,Mecp2
Gm15217,chr14,46379414,46383608,+,46369414,46379414,2.989077280044556,4.5875118508736294,1.5347585294968509,Mixed,Neu,Mecp2
Cdkn3,chr14,46760541,46771669,+,46750541,46760541,3.0793133198420204,2.9730553147713343,0.9654929544239631,Mixed,Neu,Mecp2
Lgals3,chr14,47367751,47386160,+,47357751,47367751,5.012667788346609,3.839071029305458,0.765873820369761,Mixed,Neu,Mecp2
Pnp,chr14,50931082,50965237,+,50921082,50931082,5.9380667613665254,4.335355409081777,0.7300954306017406,Mixed,Neu,Mecp2
Zfp219,chr14,52006077,52020733,-,52020733,52030733,4.303351776536306,4.24119885776043,0.9855570908437558,Mixed,Neu,Mecp2
Mettl3,chr14,52294841,52305128,-,52305128,52315128,5.082715428956349,4.136270700208346,0.8137915171571312,Mixed,Neu,Mecp2
Nrl,chr14,55518978,55524981,-,55524981,55534981,2.951199069341024,4.358793881996473,1.4769569180467896,Mixed,Neu,Mecp2
Sdr39u1,chr14,55897283,55900293,-,55900293,55910293,5.658908922195434,5.047268993997574,0.8919155730181697,Mixed,Neu,Mecp2
Cenpj,chr14,56526761,56575425,-,56575425,56585425,5.622046799023946,5.001924551208814,0.8896981348638379,Mixed,Neu,Mecp2
Gjb2,chr14,57098600,57104702,-,57104702,57114702,4.949275946966807,5.106474252144495,1.0317618792853989,Mixed,Neu,Mecp2
Gjb6,chr14,57123303,57133611,-,57133611,57143611,4.697314837376276,5.974907238372167,1.2719835576764322,Mixed,Neu,Mecp2
Fgf9,chr14,58070547,58112720,+,58060547,58070547,3.9065936511675514,5.462963290087383,1.3983955788323887,Mixed,Neu,Mecp2
Mtmr6,chr14,60265228,60302370,+,60255228,60265228,5.052621450551351,4.926246254825592,0.9749881923744813,Mixed,Neu,Mecp2
Fam124a,chr14,62555737,62608486,+,62545737,62555737,5.6458008556365975,4.453208810913563,0.7887647695663252,Mixed,Neu,Mecp2
Fzd3,chr14,65192449,65262463,-,65262463,65272463,4.493040932178498,4.132605182417234,0.919779108358467,Mixed,Neu,Mecp2
Esco2,chr14,65819038,65833994,-,65833994,65843994,3.986569001706441,4.380705226469041,1.0988660235390109,Mixed,Neu,Mecp2
Scara3,chr14,65919394,65953935,-,65953935,65963935,5.743874622344971,4.539802872339885,0.7903729051952187,Mixed,Neu,Mecp2
Nefl,chr14,68083863,68089095,+,68073863,68083863,2.8058215107282005,4.312190125505129,1.5368725733327127,Mixed,Neu,Mecp2
1700092C10Rik,chr14,69164797,69171857,-,69171857,69181857,5.04819802757899,4.410085696911812,0.8735960183849596,Mixed,Neu,Mecp2
Tnfrsf10b,chr14,69767472,69784411,+,69757472,69767472,4.651112720044454,4.96940414522489,1.0684333931123033,Mixed,Neu,Mecp2
Med4,chr14,73510025,73518849,+,73500025,73510025,4.218389039039612,4.338700862288475,1.0285207983747877,Mixed,Neu,Mecp2
Serp2,chr14,76532814,76556889,-,76556889,76566889,4.685133220386505,4.728023628290495,1.0091545759504468,Mixed,Neu,Mecp2
Tnfsf11,chr14,78277445,78308043,-,78308043,78318043,4.823679972044627,4.609486616627375,0.9555954464934245,Mixed,Neu,Mecp2
Dgkh,chr14,78558750,78732776,-,78732776,78742776,4.72241156797409,3.1890420965035755,0.6752994842996438,Mixed,Neu,Mecp2
Pcca,chr14,122534324,122891100,+,122524324,122534324,3.1253386483828223,3.6841144316037493,1.1787888757303342,Mixed,Neu,Mecp2
