gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Ptprg,0.9581567478269667,0.8827238263186697,-0.06166640467307665,-0.17996595567968587,0.11829955100660922
Cadps,1.1549381626533413,0.8366174119529606,0.20781560937153534,-0.257360070755782,0.46517568012731736
Il3ra,0.7849212478489335,0.8848804518498178,-0.3493801810578727,-0.17644553593288,-0.1729346451249927
Slc4a7,1.0634090005090837,1.240669150159209,0.08869658230532035,0.31111844257391125,-0.2224218602685909
Oxsm,1.3729389144525952,1.3654716440604933,0.45726743773789247,0.449399354822299,0.007868082915593488
Ube2e1,1.2045021865018608,1.1207116666914998,0.26843701246598795,0.16441515366486992,0.10402185880111803
Nid2,0.8206514460772033,0.9410646526473038,-0.28515849625772605,-0.08763425307113397,-0.19752424318659206
Kcnk5,0.9465879420400557,0.8401422286454858,-0.07919155023535396,-0.2512945108151406,0.17210296057978663
Usp54,0.9514375501777989,0.9906034433658687,-0.07181912993358426,-0.013620459057142258,-0.058198670876442
Comtd1,0.9306441407373691,0.7788998234846397,-0.1036984787005838,-0.36049030377032365,0.25679182506973985
Lrmda,0.9832184914322031,0.9817612232020326,-0.02441604609432809,-0.026555909441204825,0.0021398633468767345
Dennd6a,1.0055399277911745,1.0857055386265229,0.007970369045203164,0.1186328733385131,-0.11066250429330994
Mir7672,0.9745646798483145,1.054946194437375,-0.03717015753161137,0.07716941883966683,-0.1143395763712782
Arhgef3,0.7971093359822078,0.8562372026292766,-0.32715046896436245,-0.2239175743691722,-0.10323289459519025
Ccdc66,0.8461648428972723,0.8639058149300471,-0.24098935014256673,-0.2110540599755588,-0.02993529016700794
Erc2,0.9422848975983856,1.0681402996619551,-0.08576477367926578,0.09510115670033621,-0.180865930379602
Chdh,0.8450595079447175,0.7786219262830004,-0.2428751572867626,-0.36100512280125674,0.11812996551449415
Nt5dc2,0.8921046253135665,0.8221610820302123,-0.1647151767042432,-0.28250701304982717,0.11779183634558396
Hacl1,0.9739520430152853,1.1034693577135957,-0.03807735852160598,0.14204656791527873,-0.1801239264368847
Parg,0.9249020290093465,0.9374657502965098,-0.11262753979678972,-0.09316211135679527,-0.01946542843999445
Ogdhl,0.8141677692262035,0.9021260600965174,-0.2966019848045491,-0.14859904991134762,-0.14800293489320146
Grid1,0.7842210544100608,0.7301398486853301,-0.3506677196928554,-0.45375527516672814,0.10308755547387277
Dydc1,1.0557905417870603,1.072164209886282,0.07832364691392019,0.10052588214439494,-0.02220223523047475
Styx,1.1101795236653598,1.1649195618453536,0.1507929891517207,0.22023033965785166,-0.06943735050613095
Gmfb,1.0280937691766994,1.053143488108363,0.039971854178464016,0.07470201326719879,-0.03473015908873477
Cgrrf1,1.0295600342502838,1.056279058805688,0.04202795681809941,0.07899103125819992,-0.03696307444010051
Exoc5,1.187754566033734,1.1423520267161027,0.2482367528498411,0.19200729950764925,0.05622945334219184
Apex1,0.9155362838409877,0.884452153982774,-0.12731103193393078,-0.17714399502286626,0.04983296308893548
Pnp,0.8119486857416766,0.8807168043993575,-0.300539541325795,-0.18324990158604,-0.11728963973975504
Zfp219,0.8717737059915434,0.8516532566003466,-0.1979744043953563,-0.23166192594396492,0.03368752154860863
Abhd4,1.0594570835838784,0.9183983096673372,0.08332514830024321,-0.12280810818385994,0.20613325648410313
Mrpl52,0.7946281494962033,1.0089176871935028,-0.33164819345826974,0.012808476603020645,-0.3444566700612904
Ajuba,0.6875087871649419,0.9016239558419312,-0.5405499419179463,-0.14940224695130355,-0.3911476949666427
4931414P19Rik,0.859249625700802,0.8206310834249116,-0.21885077674450548,-0.28519429399145435,0.06634351724694887
Ppp1r3e,0.8547190600060931,0.7797136317799394,-0.2264778004327549,-0.35898373741213896,0.13250593697938406
Jph4,1.0574504630511548,0.7909960692015454,0.0805900809486617,-0.33825756954141634,0.41884765049007805
Ipo4,0.8210936707154688,0.5977022980804638,-0.2843812802313296,-0.7425010051556074,0.45811972492427777
Mdp1,0.9472044036797796,0.8762770202986139,-0.07825230662297915,-0.19054106908815854,0.1122887624651794
Sdr39u1,0.7685679557316615,0.9656376530084348,-0.37975526820139344,-0.05044616284015345,-0.32930910536124
Pspc1,1.114415853429409,0.7676226544594258,0.15628768665311835,-0.38153080519620386,0.5378184918493222
Cryl1,0.8473118211293628,0.8572567959369046,-0.23903509816423335,-0.22220065865954364,-0.016834439504689713
Ift88,1.1433685932580733,1.0432133580769773,0.19329056710624887,0.06103424813640805,0.1322563189698408
Il17d,0.8983134846510628,1.2401898728349703,-0.15470910445413955,0.3105610138598382,-0.46527011831397774
Xpo4,0.8473340632067758,0.8799939032969003,-0.23899722767449696,-0.18443456626674154,-0.054562661407755425
Fgf9,1.1398923595691397,1.051488643816631,0.18889759662885544,0.07243326890193082,0.11646432772692462
Setdb2,1.1817269075721963,1.1324181157066966,0.2408966728991571,0.17940673386103378,0.061489939038123304
Sacs,0.9399246246759781,0.9729986352418935,-0.08938302742292797,-0.039490313448429945,-0.04989271397449803
