gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Tasor,0.7659133858097714,1.1047746455462313,-0.38474684232975187,0.14375211539971988,-0.5284989577294718
Ncoa4,0.7741059329502347,0.9819551079237947,-0.369397088615205,-0.026271024579714843,-0.3431260640354901
Arhgap22,1.0434813954460134,0.8652227178733609,0.061404878468952,-0.2088565487125831,0.2702614271815351
Gm15217,1.5347585294968509,1.3876253297220806,0.6180116877119647,0.472618080942253,0.1453936067697117
Cdkn3,0.9654929544239631,1.1518051715454498,-0.05066236357751246,0.20389670478707128,-0.25455906836458375
Lgals3,0.765873820369761,1.2517301985549418,-0.38482137078106154,0.323923633234694,-0.7087450040157555
Pnp,0.7300954306017406,0.99515093332532,-0.4538430442404508,-0.007012740843022193,-0.44683030339742863
Zfp219,0.9855570908437558,1.254867739003728,-0.02098864950238491,0.3275353145037589,-0.3485239640061438
Mettl3,0.8137915171571312,1.189703537344933,-0.2972688528378963,0.2506021126190548,-0.5478709654569511
Nrl,1.4769569180467896,0.8347429689610049,0.5626277441617822,-0.26059605836633937,0.8232238025281216
Sdr39u1,0.8919155730181697,1.1323891742177372,-0.16502094096668107,0.17936986207703196,-0.34439080304371306
Cenpj,0.8896981348638379,1.1563308211867367,-0.16861216690580533,0.2095542056292499,-0.37816637253505525
Gjb2,1.0317618792853989,1.2137159946814755,0.045110049042764715,0.2794308754659688,-0.23432082642320406
Gjb6,1.2719835576764322,1.1617959994289055,0.34708002171347274,0.21635676715049065,0.1307232545629821
Fgf9,1.3983955788323887,1.0678474404866811,0.48377252873356413,0.09470554910900733,0.38906697962455683
Mtmr6,0.9749881923744813,0.9213650883181799,-0.03654334772350409,-0.11815516143889127,0.08161181371538717
Fam124a,0.7887647695663252,0.9897828249905586,-0.3423329801733522,-0.014816086543759203,-0.32751689362959296
Fzd3,0.919779108358467,1.0068892532202494,-0.12064066582567193,0.009905011431784596,-0.13054567725745653
Esco2,1.0988660235390109,1.3213014638906055,0.13601550006475,0.4019596647991112,-0.2659441647343612
Scara3,0.7903729051952187,1.1107517626370615,-0.3393946042027514,0.1515364307431272,-0.49093103494587864
Nefl,1.5368725733327127,1.3344100292101562,0.6199975518588524,0.4162020369987683,0.20379551486008413
1700092C10Rik,0.8735960183849596,0.8542201244739719,-0.19496181402950982,-0.22732020821988216,0.03235839419037234
Tnfrsf10b,1.0684333931123033,0.9795766176004614,0.09549697217949972,-0.02976975756618268,0.1252667297456824
Med4,1.0285207983747877,1.1940384588972022,0.0405709678140189,0.25584930525155375,-0.21527833743753486
Serp2,1.0091545759504468,1.2867953870579996,0.013147174322320985,0.3637826692968883,-0.3506354949745673
Tnfsf11,0.9555954464934245,1.0737572917387903,-0.06552811566093505,0.10266792854154844,-0.1681960442024835
Dgkh,0.6752994842996438,0.8507291715346242,-0.5664006391046729,-0.2332281698743356,-0.3331724692303373
Pcca,1.1787888757303342,1.4102892571205028,0.23730535087790397,0.49599109667672026,-0.2586857457988163
