gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Tasor,chr14,27428834,27483555,+,27418834,27428834,4.163125777006149,4.599315804656347,1.1047746455462313,Mixed,Neu,GFP
Ncoa4,chr14,32159865,32179855,+,32149865,32159865,4.7339258344173425,4.648502653638522,0.9819551079237947,Mixed,Neu,GFP
Arhgap22,chr14,33214026,33369934,+,33204026,33214026,4.4970527075529105,3.890952166048686,0.8652227178733609,Mixed,Neu,GFP
Gm15217,chr14,46379414,46383608,+,46369414,46379414,3.352459550070763,4.651957788546881,1.3876253297220806,Mixed,Neu,GFP
Cdkn3,chr14,46760541,46771669,+,46750541,46760541,3.0474554117202763,3.510074903273582,1.1518051715454498,Mixed,Neu,GFP
Lgals3,chr14,47367751,47386160,+,47357751,47367751,3.04475695669651,3.811214229957263,1.2517301985549418,Mixed,Neu,GFP
Pnp,chr14,50931082,50965237,+,50921082,50931082,4.727134814977646,4.704212623079618,0.99515093332532,Mixed,Neu,GFP
Zfp219,chr14,52006077,52020733,-,52020733,52030733,3.3297388941287993,4.17838191754818,1.254867739003728,Mixed,Neu,GFP
Mettl3,chr14,52294841,52305128,-,52305128,52315128,4.048523009896279,4.816542145895958,1.189703537344933,Mixed,Neu,GFP
Nrl,chr14,55518978,55524981,-,55524981,55534981,5.166736071109772,4.312896607836088,0.8347429689610049,Mixed,Neu,GFP
Sdr39u1,chr14,55897283,55900293,-,55900293,55910293,4.8341201327085495,5.474105305147172,1.1323891742177372,Mixed,Neu,GFP
Cenpj,chr14,56526761,56575425,-,56575425,56585425,4.879804400086403,5.642668229182561,1.1563308211867367,Mixed,Neu,GFP
Gjb2,chr14,57098600,57104702,-,57104702,57114702,3.868489347076416,4.695247395801544,1.2137159946814755,Mixed,Neu,GFP
Gjb6,chr14,57123303,57133611,-,57133611,57143611,4.178889660263062,4.855017289348443,1.1617959994289055,Mixed,Neu,GFP
Fgf9,chr14,58070547,58112720,+,58060547,58070547,4.441943788051605,4.7433183048566185,1.0678474404866811,Mixed,Neu,GFP
Mtmr6,chr14,60265228,60302370,+,60255228,60265228,4.746596308422089,4.373348126920065,0.9213650883181799,Mixed,Neu,GFP
Fam124a,chr14,62555737,62608486,+,62545737,62555737,4.049503897547722,4.008129407525062,0.9897828249905586,Mixed,Neu,GFP
Fzd3,chr14,65192449,65262463,-,65262463,65272463,4.080933592677116,4.109048177572091,1.0068892532202494,Mixed,Neu,GFP
Esco2,chr14,65819038,65833994,-,65833994,65843994,3.6280428582191466,4.7937383396228155,1.3213014638906055,Mixed,Neu,GFP
Scara3,chr14,65919394,65953935,-,65953935,65963935,4.312203957438469,4.789788146575292,1.1107517626370615,Mixed,Neu,GFP
Nefl,chr14,68083863,68089095,+,68073863,68083863,3.6341626849174498,4.849463134535154,1.3344100292101562,Mixed,Neu,GFP
1700092C10Rik,chr14,69164797,69171857,-,69171857,69181857,5.103585343503952,4.359585307391485,0.8542201244739719,Mixed,Neu,GFP
Tnfrsf10b,chr14,69767472,69784411,+,69757472,69767472,4.239757669568062,4.153167477401097,0.9795766176004614,Mixed,Neu,GFP
Med4,chr14,73510025,73518849,+,73500025,73510025,3.808018172264099,4.546920149862766,1.1940384588972022,Mixed,Neu,GFP
Serp2,chr14,76532814,76556889,-,76556889,76566889,3.786841150462627,4.872889723936717,1.2867953870579996,Mixed,Neu,GFP
Tnfsf11,chr14,78277445,78308043,-,78308043,78318043,4.974784090995788,5.341710692532858,1.0737572917387903,Mixed,Neu,GFP
Dgkh,chr14,78558750,78732776,-,78732776,78742776,4.393508631467819,3.7376859581788384,0.8507291715346242,Mixed,Neu,GFP
Pcca,chr14,122534324,122891100,+,122524324,122534324,2.702403912210465,3.811171205790837,1.4102892571205028,Mixed,Neu,GFP
