gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Ptprg,chr14,11553532,12242041,+,11543532,11553532,6.763699421477318,5.970478633395831,0.8827238263186697,Mixed,NSC,GFP
Cadps,chr14,12372563,12823079,-,12823079,12833079,4.124458127462864,3.450593484306335,0.8366174119529606,Mixed,NSC,GFP
Il3ra,chr14,14346275,14356011,+,14336275,14346275,3.1662661342024805,2.801767007509867,0.8848804518498178,Mixed,NSC,GFP
Slc4a7,chr14,14702279,14799940,+,14692279,14702279,3.5461647050976755,4.3996171509981155,1.240669150159209,Mixed,NSC,GFP
Oxsm,chr14,16238652,16249808,-,16249808,16259808,3.3092588744163516,4.518699155871073,1.3654716440604933,Mixed,NSC,GFP
Ube2e1,chr14,18282722,18331859,-,18331859,18341859,4.661770350182056,5.224500418885549,1.1207116666914998,Mixed,NSC,GFP
Nid2,chr14,19751265,19811787,+,19741265,19751265,5.92455164462328,5.5753861355384196,0.9410646526473038,Mixed,NSC,GFP
Kcnk5,chr14,20140057,20181809,-,20181809,20191809,5.956543227940797,5.004343502545357,0.8401422286454858,Mixed,NSC,GFP
Usp54,chr14,20548912,20641063,-,20641063,20651063,6.7765458011507995,6.712869604746501,0.9906034433658687,Mixed,NSC,GFP
Comtd1,chr14,21845855,21848977,-,21848977,21858977,9.31619931435585,7.256386001499494,0.7788998234846397,Mixed,NSC,GFP
Lrmda,chr14,22019712,23056085,+,22009712,22019712,6.043462279284,5.933236919685204,0.9817612232020326,Mixed,NSC,GFP
Dennd6a,chr14,26573856,26634322,+,26563856,26573856,4.3702011037230495,4.744751543223858,1.0857055386265229,Mixed,NSC,GFP
Mir7672,chr14,26669547,26669608,-,26669608,26679608,4.766379992008209,5.0282744338115055,1.054946194437375,Mixed,NSC,GFP
Arhgef3,chr14,27114899,27403911,+,27104899,27114899,7.438643063461781,6.369242928016187,0.8562372026292766,Mixed,NSC,GFP
Ccdc66,chr14,27481090,27508460,-,27508460,27518460,6.865682115018368,5.931302702625593,0.8639058149300471,Mixed,NSC,GFP
Erc2,chr14,27622428,28478537,+,27612428,27622428,4.614874779951572,4.929333730359872,1.0681402996619551,Mixed,NSC,GFP
Chdh,chr14,30009023,30040527,+,29999023,30009023,8.128481689691544,6.329014070983728,0.7786219262830004,Mixed,NSC,GFP
Nt5dc2,chr14,31131053,31139124,+,31121053,31131053,6.719934578979015,5.524868684625626,0.8221610820302123,Mixed,NSC,GFP
Hacl1,chr14,31598730,31641286,-,31641286,31651286,5.780665323519707,6.378787051701546,1.1034693577135957,Mixed,NSC,GFP
Parg,chr14,32201949,32297550,+,32191949,32201949,5.923061602807046,5.552667389527955,0.9374657502965098,Mixed,NSC,GFP
Ogdhl,chr14,32322019,32348151,+,32312019,32322019,6.35153581725955,5.729885982386271,0.9021260600965174,Mixed,NSC,GFP
Grid1,chr14,34820108,35583379,+,34810108,34820108,8.242273119735717,6.018012048467,0.7301398486853301,Mixed,NSC,GFP
Dydc1,chr14,41072911,41092197,+,41062911,41072911,4.517827080059051,4.843852501694362,1.072164209886282,Mixed,NSC,GFP
