gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Gucy1a2,chr9,3527778,3537778,23.07671931980451,12.626523781458538,1.8276383681858341,Neither,,
Aasdhppt,chr9,4304471,4314471,132.23374919571876,38.339014515415826,3.4490648981743797,Neurons,intermediate,1.0
Dync2h1,chr9,7179446,7189446,9.452776649236679,11.230243043470383,0.8417250288036127,Neither,,
Birc2,chr9,7832064,7842064,33.684818483352664,8.833896581292153,3.8131325370831446,Neurons,intermediate,1.0
Mtmr2,chr9,13743410,13753410,19.14506013727188,11.391936621467273,1.6805799376722665,Neither,,
Fam76b,chr9,13822716,13832716,172.14090076390903,73.31201464206377,2.348058522254016,Neurons,intermediate,1.0
Sesn3,chr9,14270067,14280067,122.8190490395228,47.2434628274838,2.5997046297815625,Neurons,intermediate,1.0
Mre11a,chr9,14779654,14789654,29.889328410164513,20.96969401702086,1.4253583474276585,Neither,,
Cep295,chr9,15352788,15362788,13.251880451838176,10.883822596867878,1.217575932894365,Neither,,
Slc36a4,chr9,15704738,15714738,12.798709607044856,9.755426029245058,1.3119580394209918,Neither,,
Chordc1,chr9,18287125,18297125,47.28119669866562,17.724383527994156,2.667579192471715,Neurons,intermediate,1.0
Zfp560,chr9,20380177,20390177,17.077218344211577,10.190828770474594,1.675743821119691,Neither,,
Zfp26,chr9,20455162,20465162,6.800300542195639,6.132523631811142,1.108891045591826,Neither,,
Zfp266,chr9,20516417,20526417,12.655995436827341,14.314699751973151,0.8841258046703234,Neither,,
Zfp846,chr9,20576291,20586291,18.347128109931944,10.831758656978607,1.69382726212344,Neither,,
Pin1,chr9,20647095,20657095,117.52523634139696,44.1051125890414,2.6646624267001178,Neurons,intermediate,1.0
Angptl6,chr9,20874727,20884727,71.56326740878423,20.59325880451997,3.4750822144320823,Neurons,intermediate,1.0
Dnmt1,chr9,20954888,20964888,5.161410794862111,5.243577660306295,0.9843299993311467,Neither,,
Icam5,chr9,21027073,21037073,32.77771884993712,19.272384836999574,1.700760913979348,Neither,,
Zglp1,chr9,21062093,21072093,8.99734205915133,6.340667765617371,1.4189896698167859,Neither,,
Gm38431,chr9,21086997,21096997,25.65167661385536,17.79025805612405,1.4418945769606264,Neither,,
Tyk2,chr9,21126243,21136243,45.65268792422612,29.003142844072972,1.5740600309995583,Neither,,
Cdc37,chr9,21144982,21154982,18.022344972896576,19.024372774020833,0.9473292595226793,Neither,,
Pde4a,chr9,21160714,21170714,32.26818717385928,13.912670270339648,2.319338167788801,Neurons,intermediate,1.0
S1pr5,chr9,21243443,21253443,15.585176793766022,12.30593205120961,1.2664767470607057,Neither,,
Atg4d,chr9,21260293,21270293,24.449033911959333,15.473156780600547,1.5800934650007736,Neither,,
Kri1,chr9,21282969,21292969,120.053161889712,56.75618514010112,2.1152436794926226,Neurons,intermediate,1.0
Cdkn2d,chr9,21286407,21296407,118.08999772913457,55.94558791700999,2.1108009072012965,Neurons,intermediate,1.0
Ilf3,chr9,21362871,21372871,119.75383438441754,26.236989459435147,4.564313088190557,Neurons,intermediate,1.0
Dnm2,chr9,21419908,21429908,51.6943837688605,33.18180101561546,1.5579137414672866,Neither,,
Carm1,chr9,21541894,21551894,59.96671878213883,30.17960809298356,1.9869946156153186,Neither,,
Yipf2,chr9,21587828,21597828,33.289204541222254,14.208218866459527,2.3429540925644132,Neurons,intermediate,1.0
Smarca4,chr9,21611169,21621169,48.45987742827733,16.309769884586334,2.9712177284656045,Neurons,intermediate,1.0
Spc24,chr9,21755303,21765303,17.06007821052869,8.106241675694784,2.104560768485412,Neurons,intermediate,1.0
Rab3d,chr9,21913192,21923192,14.343491443268457,9.709122398217518,1.4773211063753562,Neither,,
Swsap1,chr9,21950755,21960755,88.77509631824493,38.63875670031706,2.297566068359453,Neurons,intermediate,1.0
Prkcsh,chr9,21997806,22007806,108.01059968719483,28.152985329270365,3.836559371019788,Neurons,intermediate,1.0
Gm16845,chr9,22066002,22076002,18.844160115162534,10.625200978716215,1.7735344632925119,Neither,,
Zfp872,chr9,22183090,22193090,5.072439102649689,2.160093418757121,2.3482498759559576,Neurons,intermediate,1.0
Zfp810,chr9,22302648,22312648,15.959260389947893,9.60098208506902,1.6622529079360493,Neither,,
Dpy19l2,chr9,24691293,24701293,9.116185961794853,4.484730970064799,2.032716348571325,Neurons,intermediate,1.0
Herpud2,chr9,25146820,25156820,41.96383099937439,27.79197299301624,1.5099263017389715,Neither,,
Septin7,chr9,25247439,25257439,44.72574496388435,26.409662451664605,1.6935371682899067,Neither,,
B3gat1,chr9,26728728,26738728,21.40894495940209,9.176779721506437,2.332947461867119,Neurons,intermediate,1.0
Vps26b,chr9,27025065,27035065,44.1222529335022,26.418832116882005,1.6701061098498546,Neither,,
Jam3,chr9,27150421,27160421,25.01062010440826,15.596526528255145,1.6036019340010261,Neither,,
Igsf9b,chr9,27294204,27304204,29.94677851020495,18.20484068051974,1.6449898703178314,Neither,,
Prdm10,chr9,31275538,31285538,87.74164217278162,42.6948166424354,2.0550888626038297,Neurons,intermediate,1.0
Ets1,chr9,32631221,32641221,10.710461524367332,6.344164410964648,1.6882383290471465,Neither,,
Foxred1,chr9,35206055,35216055,41.768787725130714,16.809359539349874,2.484853014616771,Neurons,intermediate,1.0
Cdon,chr9,35416128,35426128,23.815614949798583,12.8074375944376,1.85951442466071,Neither,,
Chek1,chr9,36722065,36732065,26.36246715760231,14.3336183587114,1.8392053212146713,Neither,,
Stt3a,chr9,36762679,36772679,127.29020343561172,48.441322097833954,2.627719432977728,Neurons,intermediate,1.0
Ccdc15,chr9,37343432,37353432,14.023134226338067,15.749322979728381,0.8903960026972484,Neither,,
Robo3,chr9,37428246,37438246,14.43590757912,6.566492127688726,2.1984199932637627,Neurons,intermediate,1.0
