gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Rab10os,chr12,3230504,3240504,70.53600005003612,23.849847841620445,2.957503147124634,Neurons,intermediate,1.0
1110002L01Rik,chr12,3422011,3432011,42.90947535288334,24.83662305273215,1.7276694686624512,Neither,,
Dnmt3a,chr12,3801007,3811007,12.564876718584694,14.522343026383718,0.865210021258776,Neither,,
Atad2b,chr12,4912353,4922353,28.564968922424313,16.565747163971263,1.724339303243145,Neither,,
Gdf7,chr12,8296954,8306954,25.29185818042755,9.181478003072739,2.754660869629399,Neurons,intermediate,1.0
Laptm4a,chr12,8916664,8926664,68.73925902043977,40.63702957946459,1.6915424117312032,Neither,,
Ttc32,chr12,9024997,9034997,32.18950208110015,16.962417410337924,1.8976954347015373,Neither,,
Kcns3,chr12,11146056,11156056,10.272882877588273,5.217255657037099,1.9690204108997575,Neither,,
Vsnl1,chr12,11431613,11441613,12.382638904571534,7.299451938128473,1.6963792637487183,Neither,,
Rad51ap2,chr12,11451079,11461079,3.8535504341125493,2.844352583241463,1.3548075779413362,Neither,,
Mycn,chr12,12936914,12946914,31.204954197200138,20.27588487479687,1.5390181188091185,Neither,,
Lratd1,chr12,14147054,14157054,52.33975676116943,31.099781654628117,1.68296219383201,Neither,,
Trib2,chr12,15811922,15821922,34.837683262205125,21.43011870071093,1.6256411711359027,Neither,,
Ntsr2,chr12,16648382,16658382,38.649949011119205,20.864213041504225,1.8524518003259758,Neither,,
Kcnf1,chr12,17171888,17181888,12.959101984914144,8.426026261528333,1.537984998228998,Neither,,
Itgb1bp1,chr12,21281284,21291284,27.14228147083918,17.147060627826054,1.5829116173295028,Neither,,
Grhl1,chr12,24567283,24577283,15.834248073792459,10.313064892546336,1.5353581344413436,Neither,,
Rps7,chr12,28630953,28640953,17.80218031733831,7.815983438849449,2.27766351561754,Neurons,intermediate,1.0
Rnaseh1,chr12,28644602,28654602,11.823249479373297,5.266512058536212,2.2449866909940166,Neurons,intermediate,1.0
Sntg2,chr12,30368375,30378375,27.17892179663976,11.70621054828167,2.3217523454359275,Neurons,intermediate,1.0
Slc26a4,chr12,31554969,31564969,6.730315553847949,5.523024304707845,1.2185924201186304,Neither,,
Cog5,chr12,31649869,31659869,21.353798911364873,14.575563692975045,1.4650410345129032,Neither,,
Hbp1,chr12,31945535,31955535,206.42330614598595,98.88529620305697,2.087502531439093,Neurons,intermediate,1.0
Nampt,chr12,32814545,32824545,32.28966353011131,23.145688748796783,1.3950616842970325,Neither,,
Hdac9,chr12,34912095,34922095,3.182562230626742,3.621201914906502,0.878869034484346,Neither,,
Snx13,chr12,35042186,35052186,19.156810469134648,9.898852776845297,1.9352556201204363,Neither,,
Ahr,chr12,35530038,35540038,13.059685267877578,8.998020993590355,1.4513952876060754,Neither,,
Tspan13,chr12,36037500,36047500,13.16770642121633,5.917608109474183,2.2251737826529316,Neurons,intermediate,1.0
Mir1938,chr12,40217811,40227811,130.57596037857533,47.70093746364117,2.7373877185978484,Neurons,intermediate,1.0
Dock4,chr12,40440952,40450952,72.15816451826096,43.5444875494639,1.6571136458155273,Neither,,
Mir5627,chr12,44205313,44215313,74.92555130365689,24.321045347134273,3.080687948821464,Neurons,intermediate,1.0
Pnpla8,chr12,44216370,44226370,2.815320251941681,5.319738427639007,0.5292215567055935,Neither,,
3110039M20Rik,chr12,49384652,49394652,22.553196649535497,7.5820465029398605,2.9745526673821807,Neurons,intermediate,1.0
Scfd1,chr12,51372510,51382510,21.945511356194814,10.050020775119464,2.18362845682117,Neurons,intermediate,1.0
