gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Srl,chr16,4480216,4541816,-,4541816,4551816,5.189836145846049,4.664987307794889,0.8988698634597069,Mixed,Neu,Mecp2
Alg1,chr16,5233621,5244912,+,5223621,5233621,2.187789678096771,2.5490128195762636,1.1651087145605934,Mixed,Neu,Mecp2
Rbfox1,chr16,5885355,7411526,+,5875355,5885355,4.016609243710836,4.255879022498926,1.0595700911565484,Mixed,Neu,Mecp2
Tmem114,chr16,8409275,8425136,-,8425136,8435136,5.442998907057444,3.730770989290873,0.6854256363074995,Mixed,Neu,Mecp2
Grin2a,chr16,9567898,9995560,-,9995560,10005560,6.129227610270182,4.722654920657476,0.7705138756381241,Mixed,Neu,Mecp2
Tekt5,chr16,10357948,10395490,-,10395490,10405490,2.503983205318451,2.4467759997049967,0.9771535186450346,Mixed,Neu,Mecp2
Txndc11,chr16,11074911,11134650,-,11134650,11144650,47.11866248559952,12.669123700579007,0.2688769806326944,Mixed,Neu,Mecp2
Shisa9,chr16,11984113,12270902,+,11974113,11984113,4.239896540737152,3.7073502288500477,0.8743963899188646,Mixed,Neu,Mecp2
Parn,chr16,13537960,13668170,-,13668170,13678170,4.921594335714976,4.953967767914136,1.006577834333934,Mixed,Neu,Mecp2
Mpv17l,chr16,13903161,13949619,+,13893161,13903161,5.523571458816529,4.900241735263665,0.88715096234377,Mixed,Neu,Mecp2
Spag6l,chr16,16753016,16829456,-,16829456,16839456,6.95198172006607,2.7920642952839536,0.40162135168235436,Mixed,Neu,Mecp2
Slc7a4,chr16,17572018,17583214,-,17583214,17593214,5.423859734153748,4.199166628289222,0.7742026590118657,Mixed,Neu,Mecp2
Tbx1,chr16,18580979,18590671,-,18590671,18600671,4.323843904050191,4.293578531877199,0.9930003550441212,Mixed,Neu,Mecp2
Eef1akmt4,chr16,20611593,20619011,+,20601593,20611593,6.31433307727178,4.007074925470352,0.6345998661194605,Mixed,Neu,Mecp2
Ephb3,chr16,21204755,21223305,+,21194755,21204755,5.500292746384939,4.701148352861404,0.8547087527207036,Mixed,Neu,Mecp2
Dlg1,chr16,31663443,31875129,+,31653443,31663443,3.900976895872752,4.729590285539627,1.2124117655102111,Mixed,Neu,Mecp2
Lsamp,chr16,39984361,42181679,+,39974361,39984361,1.9121192819277448,5.155911771909396,2.6964383554102076,Mixed,Neu,Mecp2
Sidt1,chr16,44240180,44333196,-,44333196,44343196,4.001088463942209,4.200365882698695,1.0498058017342964,Mixed,Neu,Mecp2
Boc,chr16,44485049,44558897,-,44558897,44568897,4.362373272577922,4.3401392552057905,0.9949032290492207,Mixed,Neu,Mecp2
Mir3081,chr16,44558046,44558129,-,44558129,44568129,4.548850729147593,4.43572592540582,0.9751311242162982,Mixed,Neu,Mecp2
Eva1c,chr16,90826719,90905109,+,90816719,90826719,5.043744215806325,4.7407284217913945,0.9399224502572265,Mixed,Neu,Mecp2
Paxbp1,chr16,91014037,91044543,-,91044543,91054543,4.16378339735667,4.697425980043412,1.12816290660689,Mixed,Neu,Mecp2
Olig1,chr16,91269772,91271933,+,91259772,91269772,5.401720706653594,4.649985064029694,0.860834040956996,Mixed,Neu,Mecp2
Son,chr16,91647506,91679221,+,91637506,91647506,4.907269831943512,3.601118240801494,0.7338333460614453,Mixed,Neu,Mecp2
Hlcs,chr16,94128882,94313571,-,94313571,94323571,5.583787727451324,5.314724786790212,0.9518135441756981,Mixed,Neu,Mecp2
Srl,chr16,4480216,4541816,-,4541816,4551816,5.213939150309562,4.212298538271586,0.8078917718135421,Mixed,Neu,GFP
Alg1,chr16,5233621,5244912,+,5223621,5233621,2.283059834599495,2.4703529667854305,1.0820360155908009,Mixed,Neu,GFP
Rbfox1,chr16,5885355,7411526,+,5875355,5885355,3.787240193128586,3.3725262585481004,0.8904970602781082,Mixed,Neu,GFP
Tmem114,chr16,8409275,8425136,-,8425136,8435136,3.36775211057663,3.8426073504527403,1.141000650963828,Mixed,Neu,GFP
Grin2a,chr16,9567898,9995560,-,9995560,10005560,4.3116446933746335,5.539996777455012,1.2848917690198107,Mixed,Neu,GFP
Tekt5,chr16,10357948,10395490,-,10395490,10405490,1.6883499599695206,2.552704304814339,1.5119521220946528,Mixed,Neu,GFP
Txndc11,chr16,11074911,11134650,-,11134650,11144650,61.11419507217408,11.861576767325401,0.19408873426733717,Mixed,Neu,GFP
Shisa9,chr16,11984113,12270902,+,11974113,11984113,4.337240163993836,4.440686395398775,1.0238507040176636,Mixed,Neu,GFP
Parn,chr16,13537960,13668170,-,13668170,13678170,4.851269501328469,4.603265150030454,0.9488784634145555,Mixed,Neu,GFP
Mpv17l,chr16,13903161,13949619,+,13893161,13903161,4.835608485746383,5.25812719570001,1.0873765341423025,Mixed,Neu,GFP
Spag6l,chr16,16753016,16829456,-,16829456,16839456,8.438769507956506,3.51503284060955,0.416533813051227,Mixed,Neu,GFP
Slc7a4,chr16,17572018,17583214,-,17583214,17593214,8.333508754897117,4.122809573785465,0.49472673456576494,Mixed,Neu,GFP
Tbx1,chr16,18580979,18590671,-,18590671,18600671,4.522638739514351,3.7708304568608604,0.8337677789550308,Mixed,Neu,GFP
Eef1akmt4,chr16,20611593,20619011,+,20601593,20611593,4.584373420119285,4.341868742624919,0.9471018926097742,Mixed,Neu,GFP
Ephb3,chr16,21204755,21223305,+,21194755,21204755,5.300373687386513,5.538725327809652,1.0449688370067856,Mixed,Neu,GFP
Dlg1,chr16,31663443,31875129,+,31653443,31663443,3.54176476944685,4.412509667086601,1.2458505728983642,Mixed,Neu,GFP
Lsamp,chr16,39984361,42181679,+,39974361,39984361,2.300497000217438,4.544499473404884,1.9754424687253875,Mixed,Neu,GFP
Sidt1,chr16,44240180,44333196,-,44333196,44343196,2.710916942000389,4.367642385355632,1.6111310227500897,Mixed,Neu,GFP
Boc,chr16,44485049,44558897,-,44558897,44568897,3.230529686498642,3.968047144714992,1.228296140196036,Mixed,Neu,GFP
Mir3081,chr16,44558046,44558129,-,44558129,44568129,3.449662540483475,4.013250833678246,1.1633749059743632,Mixed,Neu,GFP
Eva1c,chr16,90826719,90905109,+,90816719,90826719,4.97157911157608,5.625456036019326,1.1315229849044794,Mixed,Neu,GFP
Paxbp1,chr16,91014037,91044543,-,91044543,91054543,4.62990449655056,4.696935614633561,1.0144778619370964,Mixed,Neu,GFP
Olig1,chr16,91269772,91271933,+,91259772,91269772,3.9366967104673387,4.604669143780073,1.1696784086863112,Mixed,Neu,GFP
Son,chr16,91647506,91679221,+,91637506,91647506,3.0416160186052323,3.7416376685857773,1.2301479363925587,Mixed,Neu,GFP
Hlcs,chr16,94128882,94313571,-,94313571,94323571,4.638416225874424,4.359880014618238,0.939950147271728,Mixed,Neu,GFP
Zfp597,chr16,3858321,3884561,-,3884561,3894561,5.629821226775646,5.389992077279091,0.95740021932563,Mixed,NSC,Mecp2
Crebbp,chr16,4081328,4213997,-,4213997,4223997,6.295255431395769,5.093944519879818,0.8091720146056728,Mixed,NSC,Mecp2
Hmox2,chr16,4726361,4766742,+,4716361,4726361,6.7426089677095415,6.288027997817994,0.9325808493316841,Mixed,NSC,Mecp2
Nagpa,chr16,5195289,5204012,-,5204012,5214012,6.172627395033836,6.222045081567765,1.0080059403186539,Mixed,NSC,Mecp2
Abat,chr16,8513429,8621568,+,8503429,8513429,6.736469369316102,5.6472782711315155,0.8383142506153541,Mixed,NSC,Mecp2
Pmm2,chr16,8637674,8662467,+,8627674,8637674,6.556386629903317,5.920428013210296,0.9030016604279485,Mixed,NSC,Mecp2
Usp7,chr16,8689595,8792308,-,8792308,8802308,6.549764354765415,5.6840599683427815,0.867826636267796,Mixed,NSC,Mecp2
Atf7ip2,chr16,10192712,10251478,+,10182712,10192712,5.443309724783897,5.064919389009477,0.9304852461267134,Mixed,NSC,Mecp2
Tekt5,chr16,10357948,10395490,-,10395490,10405490,3.8390261670351027,2.7764027345657345,0.7232049519240352,Mixed,NSC,Mecp2
Nubp1,chr16,10411948,10424428,+,10401948,10411948,2.4565177756547927,2.5052246949911114,1.019827627472932,Mixed,NSC,Mecp2
Dexi,chr16,10502531,10543054,-,10543054,10553054,6.504867001593112,5.665434408650398,0.8709531505045179,Mixed,NSC,Mecp2
Zc3h7a,chr16,11136592,11176393,-,11176393,11186393,6.117420729327201,5.800301634607315,0.9481613070685817,Mixed,NSC,Mecp2
Cpped1,chr16,11803721,11909445,-,11909445,11919445,4.9006186759173875,4.995086638951301,1.019276742240352,Mixed,NSC,Mecp2
Mir193b,chr16,13449523,13449601,+,13439523,13449523,6.679224874138832,6.298728682250976,0.9430328819499562,Mixed,NSC,Mecp2
A930007A09Rik,chr16,13754566,13758537,+,13744566,13754566,6.18895620867014,4.880308777880669,0.7885511891397485,Mixed,NSC,Mecp2
Rrn3,chr16,13780708,13814839,+,13770708,13780708,4.321572927570344,4.558511686177253,1.0548269721645354,Mixed,NSC,Mecp2
Marf1,chr16,14109173,14163351,-,14163351,14173351,6.045473180437088,5.370075703201294,0.8882804609205193,Mixed,NSC,Mecp2
Myh11,chr16,14194535,14291372,-,14291372,14301372,6.266612022447586,6.175403419542312,0.9854453087922858,Mixed,NSC,Mecp2
Spidr,chr16,15889224,16146851,-,16146851,16156851,3.7356062927842144,4.107043412261009,1.0994315488209427,Mixed,NSC,Mecp2
Pkp2,chr16,16213318,16272712,+,16203318,16213318,5.026275310790539,5.076840065279007,1.0100600845281822,Mixed,NSC,Mecp2
Spag6l,chr16,16753016,16829456,-,16829456,16839456,3.702870235443115,3.9854077086210253,1.0763022885526798,Mixed,NSC,Mecp2
Mapk1,chr16,16983382,17047453,+,16973382,16983382,4.783218828344345,4.564025641870499,0.9541745434737475,Mixed,NSC,Mecp2
Ypel1,chr16,17069696,17087045,+,17059696,17069696,6.1281698475599296,5.683126165394784,0.9273773910913468,Mixed,NSC,Mecp2
Ydjc,chr16,17144621,17160701,+,17134621,17144621,6.981542112720014,6.129035324325562,0.8778913348039213,Mixed,NSC,Mecp2
Lztr1,chr16,17508688,17526333,+,17498688,17508688,8.037480264484882,6.763845750136376,0.8415380850169798,Mixed,NSC,Mecp2
Smpd4,chr16,17619354,17644828,+,17609354,17619354,4.993723317062854,4.299152927484512,0.8609113189741424,Mixed,NSC,Mecp2
Slc25a1,chr16,17925223,17928219,-,17928219,17938219,6.226046665990353,5.75012004108429,0.9235587764695369,Mixed,NSC,Mecp2
Dgcr6,chr16,18052860,18071632,+,18042860,18052860,7.103558445334434,6.583862776994705,0.9268400939699368,Mixed,NSC,Mecp2
Rtn4r,chr16,18127642,18152408,+,18117642,18127642,7.788283531892299,6.246477101144791,0.8020351436315905,Mixed,NSC,Mecp2
Comt,chr16,18406886,18426852,-,18426852,18436852,7.108112225580215,6.022397763833999,0.8472569892975217,Mixed,NSC,Mecp2
Gnb1l,chr16,18498713,18566679,+,18488713,18498713,4.934553965353966,5.557273105912208,1.1261956288107133,Mixed,NSC,Mecp2
B3gnt5,chr16,19760208,19772753,+,19750208,19760208,3.982994205868244,4.761568220810889,1.1954745537403877,Mixed,NSC,Mecp2
Map6d1,chr16,20233303,20241358,-,20241358,20251358,6.818259223520757,5.4164560033130655,0.7944045284503221,Mixed,NSC,Mecp2
Eif2b5,chr16,20498817,20509323,+,20488817,20498817,5.603526145386696,4.995681476192475,0.8915246126415148,Mixed,NSC,Mecp2
Gm15760,chr16,20545212,20548456,-,20548456,20558456,6.880849247372151,5.264027164034843,0.7650257947513115,Mixed,NSC,Mecp2
Ece2,chr16,20629828,20646485,+,20619828,20629828,7.989319862532616,6.623275518574715,0.8290161906817354,Mixed,NSC,Mecp2
Chrd,chr16,20733127,20742384,+,20723127,20733127,6.980423018836974,6.332991963357925,0.9072504554907449,Mixed,NSC,Mecp2
2510009E07Rik,chr16,21649045,21694665,-,21694665,21704665,4.770689756035805,4.8650131003975865,1.0197714270231983,Mixed,NSC,Mecp2
Dgkg,chr16,22468461,22657221,-,22657221,22667221,7.623608904266357,6.2773012383079525,0.8234028420312881,Mixed,NSC,Mecp2
BC106179,chr16,23220656,23225484,-,23225484,23235484,5.727935945379734,5.233186535758972,0.9136251846496579,Mixed,NSC,Mecp2
Plaat1,chr16,29209695,29230531,+,29199695,29209695,4.822265384078026,4.719063849210739,0.9785989516031129,Mixed,NSC,Mecp2
Lrrc15,chr16,30269302,30283256,-,30283256,30293256,6.418923548781872,5.331390700588226,0.8305739521699043,Mixed,NSC,Mecp2
Pak2,chr16,32016290,32079342,-,32079342,32089342,5.385243754565716,5.513132439098358,1.0237479843738209,Mixed,NSC,Mecp2
Fbxo45,chr16,32230112,32247158,-,32247158,32257158,6.181546045768261,5.623030844702721,0.9096479752912483,Mixed,NSC,Mecp2
Rnf168,chr16,32277459,32301434,+,32267459,32277459,5.079512554430961,4.9327722275209425,0.9711113368974718,Mixed,NSC,Mecp2
Tnk2,chr16,32643874,32683493,+,32633874,32643874,5.6936085306167605,5.436153528137207,0.9547817520127846,Mixed,NSC,Mecp2
Lrch3,chr16,32914100,33015647,+,32904100,32914100,4.137967580914497,4.729048875451087,1.142843384579142,Mixed,NSC,Mecp2
1700007L15Rik,chr16,33379854,33380727,-,33380727,33390727,5.914460269999504,5.614122022519112,0.9492196694593035,Mixed,NSC,Mecp2
Itgb5,chr16,33829665,33949338,+,33819665,33829665,7.152304016649723,6.731753825414179,0.9412007389148234,Mixed,NSC,Mecp2
