gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Srl,chr16,4480216,4541816,-,4541816,4551816,5.189836145846049,4.664987307794889,0.8988698634597069,Mixed,Neu,Mecp2
Alg1,chr16,5233621,5244912,+,5223621,5233621,2.187789678096771,2.5490128195762636,1.1651087145605934,Mixed,Neu,Mecp2
Rbfox1,chr16,5885355,7411526,+,5875355,5885355,4.016609243710836,4.255879022498926,1.0595700911565484,Mixed,Neu,Mecp2
Tmem114,chr16,8409275,8425136,-,8425136,8435136,5.442998907057444,3.730770989290873,0.6854256363074995,Mixed,Neu,Mecp2
Grin2a,chr16,9567898,9995560,-,9995560,10005560,6.129227610270182,4.722654920657476,0.7705138756381241,Mixed,Neu,Mecp2
Tekt5,chr16,10357948,10395490,-,10395490,10405490,2.503983205318451,2.4467759997049967,0.9771535186450346,Mixed,Neu,Mecp2
Txndc11,chr16,11074911,11134650,-,11134650,11144650,47.11866248559952,12.669123700579007,0.2688769806326944,Mixed,Neu,Mecp2
Shisa9,chr16,11984113,12270902,+,11974113,11984113,4.239896540737152,3.7073502288500477,0.8743963899188646,Mixed,Neu,Mecp2
Parn,chr16,13537960,13668170,-,13668170,13678170,4.921594335714976,4.953967767914136,1.006577834333934,Mixed,Neu,Mecp2
Mpv17l,chr16,13903161,13949619,+,13893161,13903161,5.523571458816529,4.900241735263665,0.88715096234377,Mixed,Neu,Mecp2
Spag6l,chr16,16753016,16829456,-,16829456,16839456,6.95198172006607,2.7920642952839536,0.40162135168235436,Mixed,Neu,Mecp2
Slc7a4,chr16,17572018,17583214,-,17583214,17593214,5.423859734153748,4.199166628289222,0.7742026590118657,Mixed,Neu,Mecp2
Tbx1,chr16,18580979,18590671,-,18590671,18600671,4.323843904050191,4.293578531877199,0.9930003550441212,Mixed,Neu,Mecp2
Eef1akmt4,chr16,20611593,20619011,+,20601593,20611593,6.31433307727178,4.007074925470352,0.6345998661194605,Mixed,Neu,Mecp2
Ephb3,chr16,21204755,21223305,+,21194755,21204755,5.500292746384939,4.701148352861404,0.8547087527207036,Mixed,Neu,Mecp2
Dlg1,chr16,31663443,31875129,+,31653443,31663443,3.900976895872752,4.729590285539627,1.2124117655102111,Mixed,Neu,Mecp2
Lsamp,chr16,39984361,42181679,+,39974361,39984361,1.9121192819277448,5.155911771909396,2.6964383554102076,Mixed,Neu,Mecp2
Sidt1,chr16,44240180,44333196,-,44333196,44343196,4.001088463942209,4.200365882698695,1.0498058017342964,Mixed,Neu,Mecp2
Boc,chr16,44485049,44558897,-,44558897,44568897,4.362373272577922,4.3401392552057905,0.9949032290492207,Mixed,Neu,Mecp2
Mir3081,chr16,44558046,44558129,-,44558129,44568129,4.548850729147593,4.43572592540582,0.9751311242162982,Mixed,Neu,Mecp2
Eva1c,chr16,90826719,90905109,+,90816719,90826719,5.043744215806325,4.7407284217913945,0.9399224502572265,Mixed,Neu,Mecp2
Paxbp1,chr16,91014037,91044543,-,91044543,91054543,4.16378339735667,4.697425980043412,1.12816290660689,Mixed,Neu,Mecp2
Olig1,chr16,91269772,91271933,+,91259772,91269772,5.401720706653594,4.649985064029694,0.860834040956996,Mixed,Neu,Mecp2
Son,chr16,91647506,91679221,+,91637506,91647506,4.907269831943512,3.601118240801494,0.7338333460614453,Mixed,Neu,Mecp2
Hlcs,chr16,94128882,94313571,-,94313571,94323571,5.583787727451324,5.314724786790212,0.9518135441756981,Mixed,Neu,Mecp2
