gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Pet100,chr8,3616548,3626548,34.90796568348606,34.90796568348606,1.0,intermediate
Ing1,chr8,11550571,11560571,102.75005093087454,102.75005093087454,1.0,intermediate
Ankrd10,chr8,11630757,11640757,44.83369857266943,44.83369857266943,1.0,intermediate
Sox1,chr8,12390295,12400295,37.868084805289904,37.868084805289904,1.0,intermediate
Upf3a,chr8,13780615,13790615,19.568152361849943,19.568152361849943,1.0,intermediate
Gins4,chr8,23232659,23242659,17.50692418933312,17.50692418933312,1.0,intermediate
Thap1,chr8,26153141,26163141,23.285470695507524,23.285470695507524,1.0,intermediate
Tusc3,chr8,39000845,39010845,14.01070137837529,14.01070137837529,1.0,intermediate
Mtmr7,chr8,40629797,40639797,8.588178158070642,8.588178158070642,1.0,intermediate
Pcm1,chr8,41234752,41244752,47.54014393079479,47.54014393079479,1.0,intermediate
Ufsp2,chr8,45970528,45980528,41.31352117553354,41.31352117553354,1.0,intermediate
Acsl1,chr8,46466037,46476037,20.40734523207744,20.40734523207744,1.0,intermediate
Cenpu,chr8,46547028,46557028,29.9190929089586,29.9190929089586,1.0,intermediate
Tenm3,chr8,48838951,48848951,18.414947913815578,18.414947913815578,1.0,intermediate
Ints10,chr8,68788929,68798929,19.262270719228187,19.262270719228187,1.0,intermediate
Zfp869,chr8,69711983,69721983,83.4604383223335,83.4604383223335,1.0,intermediate
Zfp963,chr8,69744970,69754970,28.115470520108932,28.115470520108932,1.0,intermediate
Pbx4,chr8,69827491,69837491,27.50451211993098,27.50451211993098,1.0,intermediate
Yjefn3,chr8,69897712,69907712,24.169244170174995,24.169244170174995,1.0,intermediate
Gatad2a,chr8,69991384,70001384,39.3722408513248,39.3722408513248,1.0,intermediate
Sugp1,chr8,70037813,70047813,22.205095872183637,22.205095872183637,1.0,intermediate
Nr2c2ap,chr8,70126333,70136333,87.87914996527434,87.87914996527434,1.0,intermediate
Slc25a42,chr8,70207305,70217305,154.0648954013785,154.0648954013785,1.0,intermediate
Upf1,chr8,70348278,70358278,13.882471057303745,13.882471057303745,1.0,intermediate
Ell,chr8,70534457,70544457,65.095936983035,65.095936983035,1.0,intermediate
Isyna1,chr8,70589373,70599373,20.874996011925735,20.874996011925735,1.0,intermediate
Gdf15,chr8,70627456,70637456,27.013607185516758,27.013607185516758,1.0,intermediate
Lsm4,chr8,70668248,70678248,46.48964652379354,46.48964652379354,1.0,intermediate
Jund,chr8,70693949,70703949,65.54760559289655,65.54760559289655,1.0,intermediate
Rab3a,chr8,70749679,70759679,29.76809334926307,29.76809334926307,1.0,intermediate
Mpv17l2,chr8,70755946,70765946,45.505700657564404,45.505700657564404,1.0,intermediate
Pik3r2,chr8,70771713,70781713,46.33347051694989,46.33347051694989,1.0,intermediate
Mast3,chr8,70800054,70810054,10.771434983450176,10.771434983450176,1.0,intermediate
Arrdc2,chr8,70834720,70844720,105.6363292759756,105.6363292759756,1.0,intermediate
Kcnn1,chr8,70858258,70868258,33.10491126956542,33.10491126956542,1.0,intermediate
Slc5a5,chr8,70887757,70897757,23.151227884485323,23.151227884485323,1.0,intermediate
Ocel1,chr8,71366298,71376298,30.985744223926464,30.985744223926464,1.0,intermediate
Abhd8,chr8,71458655,71468655,54.60716276393335,54.60716276393335,1.0,intermediate
Mrpl34,chr8,71459959,71469959,60.87102095689574,60.87102095689574,1.0,intermediate
Dda1,chr8,71464199,71474199,53.31651139319539,53.31651139319539,1.0,intermediate
Ccdc194,chr8,71520711,71530711,14.196310502058267,14.196310502058267,1.0,intermediate
Mvb12a,chr8,71537922,71547922,22.723064325155814,22.723064325155814,1.0,intermediate
Colgalt1,chr8,71605998,71615998,30.999928983608882,30.999928983608882,1.0,intermediate
Zfp882,chr8,71903608,71913608,10.890855427781739,10.890855427781739,1.0,intermediate
Zfp617,chr8,71903635,71913635,10.890855427781739,10.890855427781739,1.0,intermediate
Rab8a,chr8,72156200,72166200,52.31391043218971,52.31391043218971,1.0,intermediate
Ap1m1,chr8,72235018,72245018,33.10634944117069,33.10634944117069,1.0,intermediate
Slc35e1,chr8,72487614,72497614,22.270369819084802,22.270369819084802,1.0,intermediate
Tmem38a,chr8,72567055,72577055,39.638903068164986,39.638903068164986,1.0,intermediate
Tom1,chr8,75028705,75038705,37.94287813190619,37.94287813190619,1.0,intermediate
Hmox1,chr8,75088621,75098621,18.224440885017316,18.224440885017316,1.0,intermediate
Otud4,chr8,79634618,79644618,23.504570962037644,23.504570962037644,1.0,intermediate
Smarca5,chr8,80734497,80744497,18.745601697603863,18.745601697603863,1.0,intermediate
Usp38,chr8,81009928,81019928,32.46318538972338,32.46318538972338,1.0,intermediate
Ndufb7,chr8,83561671,83571671,17.25525684472521,17.25525684472521,1.0,intermediate
Ptger1,chr8,83661678,83671678,28.75108650294145,28.75108650294145,1.0,intermediate
Adgrl1,chr8,83895105,83905105,42.553886861989895,42.553886861989895,1.0,intermediate
Asf1b,chr8,83950507,83960507,39.93013459074894,39.93013459074894,1.0,intermediate
Prkaca,chr8,83967993,83977993,28.71018678480685,28.71018678480685,1.0,intermediate
Rfx1,chr8,84061834,84071834,85.26209747832416,85.26209747832416,1.0,intermediate
Cc2d1a,chr8,84142936,84152936,8.678500618241232,8.678500618241232,1.0,intermediate
Lyl1,chr8,84696449,84706449,20.903096880390247,20.903096880390247,1.0,intermediate
Calr,chr8,84841934,84851934,37.800008643947045,37.800008643947045,1.0,intermediate
Junb,chr8,84973718,84983718,52.12616378065746,52.12616378065746,1.0,intermediate
Hook2,chr8,84985603,84995603,29.00128836211661,29.00128836211661,1.0,intermediate
Orc6,chr8,85294632,85304632,49.099074840192,49.099074840192,1.0,intermediate
Mir8109,chr8,85695905,85705905,12.54375268947085,12.54375268947085,1.0,intermediate
Gm2694,chr8,87455469,87465469,5.801290444918474,5.801290444918474,1.0,intermediate
Cbln1,chr8,87467609,87477609,10.246757560547193,10.246757560547193,1.0,intermediate
Cyld,chr8,88692028,88702028,46.006740364873416,46.006740364873416,1.0,intermediate
Chd9,chr8,90823352,90833352,26.75262140116493,26.75262140116493,1.0,intermediate
Gnao1,chr8,93804966,93814966,15.503047985591488,15.503047985591488,1.0,intermediate
Bbs2,chr8,94093928,94103928,34.61106212811868,34.61106212811868,1.0,intermediate
Mt2,chr8,94167664,94177664,41.921955088679,41.921955088679,1.0,intermediate
Mt1,chr8,94174082,94184082,77.63398837348619,77.63398837348619,1.0,intermediate
Cx3cl1,chr8,94767009,94777009,17.883053993491334,17.883053993491334,1.0,intermediate
Cnot1,chr8,95802464,95812464,34.84844210766951,34.84844210766951,1.0,intermediate
Acd,chr8,105696102,105706102,22.87705239427487,22.87705239427487,1.0,intermediate
Pard6a,chr8,105696148,105706148,22.89311701868375,22.89311701868375,1.0,intermediate
Smpd3,chr8,106332988,106342988,32.82542289721369,32.82542289721369,1.0,intermediate
Tango6,chr8,106678068,106688068,18.626800766907134,18.626800766907134,1.0,intermediate
Txnl4b,chr8,109560892,109570892,40.665509329871334,40.665509329871334,1.0,intermediate
Dhodh,chr8,109603673,109613673,36.33577658446034,36.33577658446034,1.0,intermediate
Ist1,chr8,109688260,109698260,20.593493439018726,20.593493439018726,1.0,intermediate
Ddx19b,chr8,111026751,111036751,24.481382357539733,24.481382357539733,1.0,intermediate
Rfwd3,chr8,111295222,111305222,21.430564140341684,21.430564140341684,1.0,intermediate
Mon1b,chr8,113630587,113640587,120.58775888242126,120.58775888242126,1.0,intermediate
Vat1l,chr8,114200612,114210612,6.584358808586995,6.584358808586995,1.0,intermediate
Wwox,chr8,114434655,114444655,53.78162120812138,53.78162120812138,1.0,intermediate
Maf,chr8,115702794,115712794,29.06279645801783,29.06279645801783,1.0,intermediate
Necab2,chr8,119441719,119451719,15.445733392578363,15.445733392578363,1.0,intermediate
Taf1c,chr8,119600222,119610222,9.497945296414693,9.497945296414693,1.0,intermediate
Kcng4,chr8,119630680,119640680,14.205637308408818,14.205637308408818,1.0,intermediate
Gins2,chr8,120584304,120594304,52.561072409673535,52.561072409673535,1.0,intermediate
Mthfsd,chr8,121103392,121113392,20.314756323327618,20.314756323327618,1.0,intermediate
Foxl1,chr8,121122940,121132940,8.340465305606523,8.340465305606523,1.0,intermediate
Klhdc4,chr8,121824569,121834569,11.807109838982425,11.807109838982425,1.0,intermediate
Banp,chr8,121944750,121954750,78.93514056268334,78.93514056268334,1.0,intermediate
Zfpm1,chr8,122277141,122287141,52.999036478720114,52.999036478720114,1.0,intermediate
Mvd,chr8,122438422,122448422,57.99694160795013,57.99694160795013,1.0,intermediate
Cdt1,chr8,122563015,122573015,22.756474325701593,22.756474325701593,1.0,intermediate
2810013P06Rik,chr8,123037466,123047466,36.21509047378103,36.21509047378103,1.0,intermediate
Spire2,chr8,123327713,123337713,8.599229916548728,8.599229916548728,1.0,intermediate
Nup133,chr8,123944265,123954265,10.847354152982433,10.847354152982433,1.0,intermediate
Map10,chr8,125664818,125674818,12.276022927699486,12.276022927699486,1.0,intermediate
Pcnx2,chr8,125893317,125903317,7.48281921371619,7.48281921371619,1.0,intermediate
Irf2bp2,chr8,126588986,126598986,76.25993640730182,76.25993640730182,1.0,intermediate
