gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Nudt11,chrX,6047453,6055110,+,6037453,6047453,1.265361590564251,1.1743428624868393,-0.09101872807741174,Mixed,NSC
Shroom4,chrX,6399854,6637448,+,6389854,6399854,3.2242286525964734,2.869393680214882,-0.35483497238159156,Mixed,NSC
Clcn5,chrX,7153810,7319358,-,7319358,7329358,2.2501502285003663,2.4936524763027825,0.24350224780241625,Mixed,NSC
Ppp1r3f,chrX,7557296,7574283,-,7574283,7584283,3.8224058864474295,3.065134678757191,-0.7572712076902386,Mixed,NSC
Syp,chrX,7638471,7653256,+,7628471,7638471,3.02561512401104,3.1801519885917506,0.1545368645807108,Mixed,NSC
Gpkow,chrX,7697131,7710262,+,7687131,7697131,3.2956410122990607,3.11583843335708,-0.1798025789419806,Mixed,NSC
Praf2,chrX,7728439,7731064,+,7718439,7728439,4.1362013507187365,3.3726758056441937,-0.7635255450745428,Mixed,NSC
Tfe3,chrX,7762560,7775202,+,7752560,7762560,2.8897370988726614,2.7995911584099136,-0.09014594046274782,Mixed,NSC
Otud5,chrX,7841364,7876626,+,7831364,7841364,3.7718873280048375,3.0690281033198037,-0.7028592246850338,Mixed,NSC
Pim2,chrX,7878262,7883432,+,7868262,7878262,3.0867853956460953,2.954968227211634,-0.13181716843446134,Mixed,NSC
Slc35a2,chrX,7884028,7894492,+,7874028,7884028,3.6410060760021206,2.9685782937328025,-0.6724277822693181,Mixed,NSC
Timm17b,chrX,7899357,7908351,+,7889357,7899357,4.632439950567484,3.6227153587460514,-1.0097245918214326,Mixed,NSC
Pcsk1n,chrX,7919822,7924410,+,7909822,7919822,2.869083101308346,2.905650686220328,0.0365675849119822,Mixed,NSC
Hdac6,chrX,7930120,7947889,-,7947889,7957889,3.853100253486633,2.7282063192129136,-1.1248939342737194,Mixed,NSC
Suv39h1,chrX,8061171,8074760,-,8074760,8084760,2.9695608805418012,2.6100727772116663,-0.3594881033301349,Mixed,NSC
Gm6787,chrX,8097087,8106701,+,8087087,8097087,3.867129682266712,2.846474580025673,-1.0206551022410388,Mixed,NSC
Wdr13,chrX,8123301,8132892,-,8132892,8142892,2.72798106020689,3.317572432438532,0.5895913722316419,Mixed,NSC
Rbm3,chrX,8138975,8145880,-,8145880,8155880,2.7119193397760393,2.8060132427016895,0.09409390292565023,Mixed,NSC
Tbc1d25,chrX,8154472,8176181,-,8176181,8186181,3.6365472169280055,3.513490527053674,-0.12305668987433149,Mixed,NSC
Ebp,chrX,8185329,8193512,-,8193512,8203512,3.6077729716420177,3.487409520216783,-0.12036345142523475,Mixed,NSC
Porcn,chrX,8193848,8206525,-,8206525,8216525,3.129697893738747,2.60924518374602,-0.520452709992727,Mixed,NSC
Lancl3,chrX,9199902,9268085,+,9189902,9199902,2.002050596022606,2.3426497554739316,0.3405991594513256,Mixed,NSC
Xk,chrX,9272756,9313250,+,9262756,9272756,1.4154759467124938,2.130125063912074,0.7146491171995801,Mixed,NSC
Rpgr,chrX,10073621,10216920,-,10216920,10226920,1.4663033507466317,2.1912394252816836,0.7249360745350519,Mixed,NSC
Mid1ip1,chrX,10715013,10719690,+,10705013,10715013,1.7818953189253808,2.1774755655924483,0.3955802466670675,Mixed,NSC
Bcor,chrX,12036740,12160355,-,12160355,12170355,2.7352720657587053,2.7515927398204805,0.016320674061775176,Mixed,NSC
Atp6ap2,chrX,12587801,12617049,+,12577801,12587801,1.9383027200698852,1.6081397444446883,-0.3301629756251969,Mixed,NSC
