gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Cyp51,chr5,4099746,4109746,25.469616856286923,25.469616856286923,1.0,intermediate
Cldn12,chr5,5509958,5519958,17.290806627176206,17.290806627176206,1.0,intermediate
Gtpbp10,chr5,5554538,5564538,11.764275603449347,11.764275603449347,1.0,intermediate
Tmem60,chr5,20877191,20887191,53.83021056198677,53.83021056198677,1.0,intermediate
Ptpn12,chr5,21050911,21060911,28.23791753826539,28.23791753826539,1.0,intermediate
Pmpcb,chr5,21732141,21742141,36.64672186555068,36.64672186555068,1.0,intermediate
5031425E22Rik,chr5,23429269,23439269,48.16422900210023,48.16422900210023,1.0,intermediate
Kcnh2,chr5,24346604,24356604,9.940287685970466,9.940287685970466,1.0,intermediate
Abcf2,chr5,24572467,24582467,30.16324047247768,30.16324047247768,1.0,intermediate
Nub1,chr5,24680532,24690532,71.87008857593933,71.87008857593933,1.0,intermediate
Rheb,chr5,24837624,24847624,54.410940970720844,54.410940970720844,1.0,intermediate
Dpysl5,chr5,30706564,30716564,20.57481212366621,20.57481212366621,1.0,intermediate
Mapre3,chr5,30809641,30819641,17.14476855896314,17.14476855896314,1.0,intermediate
Agbl5,chr5,30883694,30893694,72.0305106355687,72.0305106355687,1.0,intermediate
Khk,chr5,30916431,30926431,17.654215518502394,17.654215518502394,1.0,intermediate
Gtf3c2,chr5,31175144,31185144,19.963601671673853,19.963601671673853,1.0,intermediate
Zfp512,chr5,31447431,31457431,12.986842236596345,12.986842236596345,1.0,intermediate
Babam2,chr5,31692684,31702684,14.588648704012236,14.588648704012236,1.0,intermediate
Fosl2,chr5,32130801,32140801,44.24028802497784,44.24028802497784,1.0,intermediate
Ppp1cb,chr5,32453843,32463843,22.162894481372835,22.162894481372835,1.0,intermediate
Nelfa,chr5,33931413,33941413,27.329456991185747,27.329456991185747,1.0,intermediate
Haus3,chr5,34164527,34174527,26.13103413446844,26.13103413446844,1.0,intermediate
Mxd4,chr5,34182720,34192720,68.64064505763848,68.64064505763848,1.0,intermediate
