gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Casd1,chr6,4595839,4605839,38.26074628914197,21.67284595187505,1.7653771163279919,Neither,,
Peg10,chr6,4742306,4752306,34.13815067265829,17.894302264769873,1.907766515147626,Neither,,
Dync1i1,chr6,5720639,5730639,7.8737928533554085,9.635036023108166,0.8172042984033808,Neither,,
Dlx6,chr6,6858334,6868334,12.853667934735617,7.617804283976555,1.687319266231647,Neither,,
Phf14,chr6,11902809,11912809,40.29256506792704,16.607839094281196,2.4261172593971922,Neurons,intermediate,1.0
Bmt2,chr6,13672966,13682966,31.457233729283015,17.64078775560061,1.7832102605109543,Neither,,
Gpr85,chr6,13834942,13844942,14.139836462815603,5.566747688380876,2.540053412574958,Neurons,intermediate,1.0
Foxp2,chr6,14896349,14906349,35.054054221232725,15.647091817537943,2.240291974380991,Neurons,intermediate,1.0
Ing3,chr6,21944571,21954571,73.88060136365891,29.808736004817487,2.4784882308233005,Neurons,intermediate,1.0
Ndufa5,chr6,24523013,24533013,28.749358590110138,16.576405135154726,1.7343542436194075,Neither,,
Wasl,chr6,24660009,24670009,32.2037784465154,19.65960259226958,1.6380686382327159,Neither,,
Snd1,chr6,28470139,28480139,21.305444447716074,16.55810661669572,1.286707770454477,Neither,,
Rbm28,chr6,29160006,29170006,19.948151444848378,15.97854996199608,1.2484331489586808,Neither,,
Prrt4,chr6,29174584,29184584,17.882809323676426,6.912965955193838,2.5868504835092883,Neurons,intermediate,1.0
Hilpda,chr6,29267488,29277488,14.995248769760131,17.041140449881553,0.8799439693523774,Neither,,
Calu,chr6,29343069,29353069,45.24720187164943,25.004000314688682,1.8095985163249584,Neither,,
Tnpo3,chr6,29604887,29614887,18.317362193282445,10.943102839740115,1.673872800204577,Neither,,
Tspan33,chr6,29689222,29699222,15.823622049093245,7.8625625862677895,2.01252732496269,Neurons,intermediate,1.0
Ahcyl2,chr6,29763011,29773011,49.38851610665321,29.166957010205582,1.6933036960068224,Neither,,
Smkr-ps,chr6,29980235,29990235,20.94822599375248,11.002269491553307,1.90399135467777,Neither,,
Ube2h,chr6,30299539,30309539,29.8164720009168,18.752279858231546,1.590018505820693,Neither,,
Klhdc10,chr6,30396868,30406868,41.51119540289243,24.543851042230926,1.6913073393196103,Neither,,
1700012C14Rik,chr6,30455128,30465128,29.332973642142615,14.96692512385845,1.959853035904052,Neither,,
Cep41,chr6,30688749,30698749,31.102421285088862,13.617339777966341,2.2840306397740338,Neurons,intermediate,1.0
Mest,chr6,30718547,30728547,7.574846143118539,3.2523510762612027,2.3290370459717824,Neurons,intermediate,1.0
Plxna4,chr6,32583192,32593192,26.732053152386346,15.33785951274236,1.7428802976176654,Neither,,
Cyren,chr6,34873060,34883060,38.24605068278313,20.96834210030238,1.8239902086599202,Neither,,
Cnot4,chr6,35128724,35138724,53.61521434354782,18.30365238535404,2.929208510671285,Neurons,intermediate,1.0
Nup205,chr6,35172421,35182421,21.416566713476183,13.630170812447865,1.5712617991490854,Neither,,
Mtpn,chr6,35534888,35544888,21.206579906225205,11.159324228898683,1.9003462459946903,Neither,,
9330158H04Rik,chr6,36385191,36395191,10.13002356233597,6.785414672931036,1.4929114948195483,Neither,,
Creb3l2,chr6,37437146,37447146,93.90300260451636,45.842681966900834,2.0483749766716497,Neurons,intermediate,1.0
Ubn2,chr6,38428950,38438950,39.87951180259387,19.24165110262235,2.072561839412985,Neurons,intermediate,1.0
Fmc1,chr6,38528502,38538502,116.86031289366086,38.276329221002264,3.053070011466499,Neurons,intermediate,1.0
Luc7l2,chr6,38546334,38556334,55.21160496807098,24.451704583907127,2.2579859321713083,Neurons,intermediate,1.0
Slc37a3,chr6,39372675,39382675,14.302321314970653,10.581132466872534,1.35168152933993,Neither,,
Mkrn1,chr6,39415462,39425462,13.588330015627543,9.748997017439207,1.3938182554903298,Neither,,
Braf,chr6,39720463,39730463,15.024977993575733,14.188366500695546,1.0589646096919738,Neither,,
Tmem178b,chr6,39866461,39876461,18.321355570872626,10.959278668642042,1.6717665573461336,Neither,,
Ssbp1,chr6,40466352,40476352,12.355175157165528,8.956831188281377,1.3794136450098955,Neither,,
Casp2,chr6,42259985,42269985,63.09479505435626,32.1028225047191,1.9653971249749569,Neither,,
Fam131b,chr6,42319643,42329643,8.199286408980688,8.07240548804601,1.0157178577219106,Neither,,
Pdia4,chr6,47808430,47818430,64.47613973800343,32.317687532544134,1.9950728118487904,Neither,,
Zfp786,chr6,47825867,47835867,24.092825258382163,12.584879771892231,1.9144263350208888,Neither,,
Zfp398,chr6,47830661,47840661,17.087265909544627,10.454575665783883,1.6344294073520798,Neither,,
Zfp783,chr6,47938171,47948171,6.658391260051727,8.546416112128894,0.7790857796640955,Neither,,
Lrrc61,chr6,48549796,48559796,42.55381387383143,19.75043300537268,2.154576249657695,Neurons,intermediate,1.0
Zfp775,chr6,48597063,48607063,25.954626271899542,15.55140116288662,1.6689574141936607,Neither,,
Malsu1,chr6,49068795,49078795,13.549604823112489,8.208169138451417,1.6507462985428691,Neither,,
Igf2bp3,chr6,49209957,49219957,22.094965213267006,12.733943226210277,1.7351235843260975,Neither,,
Tra2a,chr6,49259033,49269033,15.06930637230873,8.540532428781193,1.7644457764162194,Neither,,
Ccdc126,chr6,49314274,49324274,38.663524568955104,23.861096696535743,1.6203582367011842,Neither,,
Cycs,chr6,50561538,50571538,66.52829315903982,30.075258736340203,2.2120605425965327,Neurons,intermediate,1.0
Gm6559,chr6,51374710,51384710,17.482332104047142,10.273273062268892,1.701729526518212,Neither,,
Cbx3,chr6,51465360,51475360,65.58503356321653,19.388548916021985,3.382668494031519,Neurons,intermediate,1.0
Snx10,chr6,51518901,51528901,13.151868733263015,10.767090616750716,1.2214876981533174,Neither,,
Hibadh,chr6,52635389,52645389,41.9835051877896,22.187179003214837,1.8922416942553335,Neither,,
Tril,chr6,53815830,53825830,35.00623561501503,30.79065459946791,1.136911055331054,Neither,,
Mturn,chr6,54676624,54686624,25.571090526437757,12.26162181746165,2.0854574465852656,Neurons,intermediate,1.0
Nod1,chr6,54967612,54977612,11.273095454025269,18.33387704240481,0.6148778803278482,Neither,,
Ggct,chr6,54987950,54997950,47.28342409793536,29.363329220533373,1.6102882524938864,Neither,,
