gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Ppp1r14c,chr10,3366057,3464975,+,3356057,3366057,3.8784065192461012,4.209351732985179,1.0853302025192058,Mixed,Neu
Plekhg1,chr10,3740364,3967303,+,3730364,3740364,4.528915693521499,4.845359431950251,1.069871854510654,Mixed,Neu
Mthfd1l,chr10,3973118,4167081,+,3963118,3973118,4.599682847929,5.913220996133486,1.2855714603879491,Mixed,Neu
Akap12,chr10,4266380,4359470,+,4256380,4266380,4.219667257189751,4.828503262877464,1.144285311750669,Mixed,Neu
Zbtb2,chr10,4367075,4388108,-,4388108,4398108,4.469292899012565,4.817080547046662,1.077817152711324,Mixed,Neu
Rmnd1,chr10,4401915,4432388,-,4432388,4442388,4.24164034819603,4.292147699507077,1.011907504447549,Mixed,Neu
Fbxo5,chr10,5799160,5805600,-,5805600,5815600,3.5039837161302567,4.879474994341533,1.3925507050387627,Mixed,Neu
Mtrf1l,chr10,5811887,5823910,-,5823910,5833910,3.4641636931896214,4.943826925198237,1.4271343282413478,Mixed,Neu
Rgs17,chr10,5825663,5922400,-,5922400,5932400,3.2992110310792926,3.722904209335645,1.1284225756597774,Mixed,Neu
Cnksr3,chr10,7119063,7212237,-,7212237,7222237,3.1002563047409057,3.833871616347631,1.2366305361543437,Mixed,Neu
Lrp11,chr10,7589800,7625483,+,7579800,7589800,4.192036432743073,3.469523302396139,0.8276462664533296,Mixed,Neu
Pcmt1,chr10,7629373,7681136,-,7681136,7691136,4.733916884303094,5.048157264018059,1.0663806288523856,Mixed,Neu
Lats1,chr10,7681214,7716460,+,7671214,7681214,4.017540119409561,4.929904028018316,1.227095158104567,Mixed,Neu
Katna1,chr10,7726000,7763150,+,7716000,7726000,4.018490708112717,4.754890898704528,1.1832529285448221,Mixed,Neu
Ginm1,chr10,7767947,7792824,-,7792824,7802824,3.7224856339216235,4.996262694748243,1.342184547126029,Mixed,Neu
Tab2,chr10,7905653,7956230,-,7956230,7966230,3.1683469409942626,4.74594015999635,1.497923127858915,Mixed,Neu
