gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Epha7,chr4,28813131,28967499,+,28803131,28813131,2.0724213640451428,4.681192565874259,2.2588034687777374,Mixed,Neu,GFP
Srsf12,chr4,33208991,33233340,+,33198991,33208991,3.065822023785114,4.270369389410814,1.3928953984545216,Mixed,Neu,GFP
Smu1,chr4,40736542,40757923,-,40757923,40767923,6.027177642691136,4.293428101543586,0.712344708596737,Mixed,Neu,GFP
Tesk1,chr4,43441939,43448064,+,43431939,43441939,1.9471230520009994,2.2922130701700847,1.177230718836412,Mixed,Neu,GFP
Nans,chr4,46489248,46503632,+,46479248,46489248,5.811316741085053,4.003823662980397,0.6889701321344306,Mixed,Neu,GFP
Tbc1d2,chr4,46604390,46650209,-,46650209,46660209,3.342114113855362,4.316113397920131,1.2914320848671421,Mixed,Neu,GFP
Nr4a3,chr4,48045153,48086447,+,48035153,48045153,3.2921043907880785,3.6959368187348045,1.1226669570614847,Mixed,Neu,GFP
Tal2,chr4,53779705,53788712,+,53769705,53779705,4.516072190523148,5.105391454219818,1.1304937651203497,Mixed,Neu,GFP
Actl7b,chr4,56740005,56741443,-,56741443,56751443,5.384064817070961,5.232579521250725,0.9718641396478123,Mixed,Neu,GFP
Frrs1l,chr4,56957173,56990391,-,56990391,57000391,3.5703076307535175,4.7269893279314035,1.323972558334915,Mixed,Neu,GFP
Svep1,chr4,58042442,58206859,-,58206859,58216859,3.7180838280677793,5.090319198385875,1.3690705841431288,Mixed,Neu,GFP
Prpf4,chr4,62408797,62426990,+,62398797,62408797,4.869158917665481,5.280481058120728,1.0844749878593931,Mixed,Neu,GFP
Wdr31,chr4,62448653,62470896,-,62470896,62480896,3.360487657427788,4.5060844959656405,1.3409019628462866,Mixed,Neu,GFP
Tnc,chr4,63959785,64047015,-,64047015,64057015,3.0620533977746964,4.94831906982263,1.616013317540037,Mixed,Neu,GFP
Brinp1,chr4,68761514,68954397,-,68954397,68964397,1.594167531657219,3.288895417531331,2.063080167058951,Mixed,Neu,GFP
Adamtsl1,chr4,85514172,86428385,+,85504172,85514172,3.1046059673070907,3.7813055410385132,1.2179663315916338,Mixed,Neu,GFP
Ak4,chr4,101419277,101466995,+,101409277,101419277,3.3879416220188143,2.30695067504247,0.6809298779085217,Mixed,Neu,GFP
Pde4b,chr4,102087543,102607259,+,102077543,102087543,3.965125797986984,4.432258868114154,1.1178104034843797,Mixed,Neu,GFP
Usp24,chr4,106316213,106441322,+,106306213,106316213,3.054885264754295,4.787275887711843,1.567088604912592,Mixed,Neu,GFP
Ttc4,chr4,106662256,106678944,-,106678944,106688944,4.1368410522699355,3.2779654560168585,0.7923837088732715,Mixed,Neu,GFP
Glis1,chr4,107434591,107635061,+,107424591,107434591,5.547730403828621,4.475743504977227,0.8067701887403198,Mixed,Neu,GFP
Dmrtb1,chr4,107676290,107684230,-,107684230,107694230,3.127322825908661,3.6458320787350336,1.1657997212602178,Mixed,Neu,GFP
Osbpl9,chr4,109061145,109202272,-,109202272,109212272,3.588271950006485,4.279649509088198,1.1926770235685353,Mixed,Neu,GFP
Elavl4,chr4,110203722,110351909,-,110351909,110361909,3.2804084072828292,5.412801012674968,1.650038757569947,Mixed,Neu,GFP
