gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Ndufa5,chr6,24518666,24528013,-,24528013,24538013,3.443427314106623,4.868699767891566,1.4139110031293693,Mixed,Neu,Mecp2
Tnpo3,chr6,29540827,29609887,-,29609887,29619887,5.5543675813992825,4.791197291858992,0.8625999668988364,Mixed,Neu,Mecp2
Mkln1os,chr6,31366885,31398773,-,31398773,31408773,3.677522831726074,4.550302510643005,1.2373281469220097,Mixed,Neu,Mecp2
Slc37a3,chr6,39334773,39377675,-,39377675,39387675,5.725231466293335,4.2261642134189605,0.738164777843487,Mixed,Neu,Mecp2
Zfp786,chr6,47819266,47830867,-,47830867,47840867,4.483413420518239,4.163465596032142,0.9286374477486589,Mixed,Neu,Mecp2
AI854703,chr6,48626764,48633689,+,48616764,48626764,5.471663513120014,4.442980996934573,0.8119982133918039,Mixed,Neu,Mecp2
Igf2bp3,chr6,49085223,49214957,-,49214957,49224957,3.3255995855013527,5.20096028927962,1.563916567693325,Mixed,Neu,Mecp2
9130019P16Rik,chr6,54269681,54430221,-,54430221,54440221,5.540628470770518,5.0080998129367815,0.9038865968647635,Mixed,Neu,Mecp2
Prr15,chr6,54325835,54330201,+,54315835,54325835,3.322518974701563,3.8532699936230976,1.159743562930053,Mixed,Neu,Mecp2
Ggct,chr6,54982580,54992950,-,54992950,55002950,4.212556902090709,3.7970024296045306,0.901353386519257,Mixed,Neu,Mecp2
Pde1c,chr6,56069804,56652487,-,56652487,56662487,3.8153362872918444,4.776329963374138,1.2518765329502357,Mixed,Neu,Mecp2
Lsm5,chr6,56701063,56704710,-,56704710,56714710,4.196063228607177,4.554660974184673,1.085460520025702,Mixed,Neu,Mecp2
Qrfprl,chr6,65381105,65458150,+,65371105,65381105,3.8219592026074722,5.732972528219224,1.5000088238273168,Mixed,Neu,Mecp2
Eif2ak3,chr6,70844515,70905245,+,70834515,70844515,4.485157485802969,3.8371754268805187,0.8555274678818903,Mixed,Neu,Mecp2
Tmem150a,chr6,72355447,72359762,+,72345447,72355447,5.332821302525203,5.428639422814051,1.017967622549714,Mixed,Neu,Mecp2
Tgoln1,chr6,72608432,72617000,-,72617000,72627000,6.21651582702001,5.014250061631203,0.8066013505244893,Mixed,Neu,Mecp2
Aup1,chr6,83054521,83057808,+,83044521,83054521,5.605800559902192,4.585476307996114,0.817987771594236,Mixed,Neu,Mecp2
Mrpl53,chr6,83109040,83109939,+,83099040,83109040,9.09601637172699,4.434490096648535,0.4875200214494109,Mixed,Neu,Mecp2
Mthfd2,chr6,83305691,83325908,-,83325908,83335908,4.858443611717225,4.6904822717269266,0.9654289823215768,Mixed,Neu,Mecp2
Vax2,chr6,83711264,83738313,+,83701264,83711264,4.691955048561096,3.4156518366893134,0.727980511607162,Mixed,Neu,Mecp2
Exoc6b,chr6,84618487,85069513,-,85069513,85079513,3.317103592936198,4.174087613105773,1.2583531072091119,Mixed,Neu,Mecp2
Egr4,chr6,85511121,85513589,-,85513589,85523589,5.297596108309428,4.80739225320816,0.9074667367841862,Mixed,Neu,Mecp2
Zxdc,chr6,90369492,90403490,+,90359492,90369492,4.708683132489522,4.810294206150373,1.0215795097698852,Mixed,Neu,Mecp2
Iqsec1,chr6,90656088,90988685,-,90988685,90998685,4.174188790400823,4.345159926891327,1.0409591288452689,Mixed,Neu,Mecp2
Fbln2,chr6,91212455,91272540,+,91202455,91212455,4.2554421803156535,3.4925368276437125,0.8207224254624107,Mixed,Neu,Mecp2
Ccdc174,chr6,91878053,91899843,+,91868053,91878053,4.926595271174112,4.542327597093582,0.9220013715498592,Mixed,Neu,Mecp2
Uba3,chr6,97183670,97205647,-,97205647,97215647,4.052519133090972,4.770320163925489,1.177124649449102,Mixed,Neu,Mecp2
Mtmr14,chr6,113237843,113281392,+,113227843,113237843,4.100547054449717,4.3371505393346155,1.0577004681919568,Mixed,Neu,Mecp2
Creld1,chr6,113483297,113493343,+,113473297,113483297,4.772726621580124,4.794517176191012,1.0045656406366041,Mixed,Neu,Mecp2
Tamm41,chr6,115004381,115037876,-,115037876,115047876,4.583325135707855,3.8053642382939654,0.8302627733404865,Mixed,Neu,Mecp2
Hnrnpf,chr6,117900324,117925622,+,117890324,117900324,6.16747348575592,5.075446658531825,0.8229377345932359,Mixed,Neu,Mecp2
Ankrd26,chr6,118501308,118562226,-,118562226,118572226,3.996195820967356,3.6188642187198004,0.9055772992234862,Mixed,Neu,Mecp2
Rad52,chr6,119902698,119922828,+,119892698,119902698,5.7550485605557755,4.39701617509524,0.7640276409189174,Mixed,Neu,Mecp2
Eno2,chr6,124760053,124769673,-,124769673,124779673,6.4247956425348915,5.113458344475428,0.7958943177308473,Mixed,Neu,Mecp2
Tuba3a,chr6,125278274,125286042,-,125286042,125296042,6.173838253275554,4.202099606657028,0.6806300123634739,Mixed,Neu,Mecp2
Tnfrsf1a,chr6,125349362,125362484,+,125339362,125349362,6.1448342949549355,4.870260099768639,0.7925779388009284,Mixed,Neu,Mecp2
Tigar,chr6,127085116,127109557,-,127109557,127119557,3.8264237925211586,4.713474732462566,1.2318224504235968,Mixed,Neu,Mecp2
Plbd1,chr6,136612070,136661928,-,136661928,136671928,3.953142995707194,3.531299906333287,0.893289190441126,Mixed,Neu,Mecp2
Recql,chr6,142350342,142387087,-,142387087,142397087,4.492706239032746,4.2509549900929136,0.9461902835223254,Mixed,Neu,Mecp2
Kcnj8,chr6,142564837,142571614,-,142571614,142581614,3.369503716087342,4.932298426747322,1.4638056053176558,Mixed,Neu,Mecp2
Klhl42,chr6,147091379,147112778,+,147081379,147091379,4.732809864854813,3.8859516345421476,0.8210665007691695,Mixed,Neu,Mecp2
Ergic2,chr6,148179079,148212374,-,148212374,148222374,4.280649290593465,5.504940935540199,1.2860060616591644,Mixed,Neu,Mecp2
Ndufa5,chr6,24518666,24528013,-,24528013,24538013,4.527686906218529,5.2460819669564565,1.158667124211096,Mixed,Neu,GFP
Tnpo3,chr6,29540827,29609887,-,29609887,29619887,5.842511949336529,4.538896594874064,0.776874165467389,Mixed,Neu,GFP
Mkln1os,chr6,31366885,31398773,-,31398773,31408773,2.948227227497101,4.5362545894463855,1.538638049041234,Mixed,Neu,GFP
Slc37a3,chr6,39334773,39377675,-,39377675,39387675,3.933926479578018,5.274113330642383,1.3406740969923066,Mixed,Neu,GFP
Zfp786,chr6,47819266,47830867,-,47830867,47840867,4.825269543159008,5.032104908251762,1.0428650385730251,Mixed,Neu,GFP
AI854703,chr6,48626764,48633689,+,48616764,48626764,4.99266482489109,4.071197768235207,0.8154358265626245,Mixed,Neu,GFP
Igf2bp3,chr6,49085223,49214957,-,49214957,49224957,3.712852320861817,4.794024978224436,1.2911973232244423,Mixed,Neu,GFP
9130019P16Rik,chr6,54269681,54430221,-,54430221,54440221,3.659709310567379,4.277241133757432,1.1687379435866492,Mixed,Neu,GFP
Prr15,chr6,54325835,54330201,+,54315835,54325835,3.182214782178402,4.556862781087557,1.431978383925466,Mixed,Neu,GFP
Ggct,chr6,54982580,54992950,-,54992950,55002950,4.3471587904691695,4.143817698955536,0.9532243699127246,Mixed,Neu,GFP
Pde1c,chr6,56069804,56652487,-,56652487,56662487,3.9002060081839565,4.994662112903595,1.2806149476266377,Mixed,Neu,GFP
Lsm5,chr6,56701063,56704710,-,56704710,56714710,3.1561059939861296,4.530232515374819,1.4353866834659699,Mixed,Neu,GFP
Qrfprl,chr6,65381105,65458150,+,65371105,65381105,2.742198680281639,4.922355317115783,1.7950396346227655,Mixed,Neu,GFP
Eif2ak3,chr6,70844515,70905245,+,70834515,70844515,2.9320802748203274,3.768892754713695,1.2853988982087625,Mixed,Neu,GFP
Tmem150a,chr6,72355447,72359762,+,72345447,72355447,4.732912183141708,4.587112209208807,0.9691944476696124,Mixed,Neu,GFP
Tgoln1,chr6,72608432,72617000,-,72617000,72627000,4.781657927751541,4.6952433031797405,0.9819278949106183,Mixed,Neu,GFP
Aup1,chr6,83054521,83057808,+,83044521,83054521,5.435193162512779,4.094581533646584,0.7533460929939777,Mixed,Neu,GFP
Mrpl53,chr6,83109040,83109939,+,83099040,83109040,5.585758451938629,4.7043114088773725,0.8421974292935392,Mixed,Neu,GFP
Mthfd2,chr6,83305691,83325908,-,83325908,83335908,4.2829624820947645,5.545475510215759,1.2947756449884915,Mixed,Neu,GFP
Vax2,chr6,83711264,83738313,+,83701264,83711264,5.162501827836037,4.255602592849731,0.8243295082054333,Mixed,Neu,GFP
Exoc6b,chr6,84618487,85069513,-,85069513,85079513,4.616119074845313,4.225876289955775,0.9154608495660145,Mixed,Neu,GFP
Egr4,chr6,85511121,85513589,-,85513589,85523589,5.412454396009445,5.014728536995252,0.9265165431587871,Mixed,Neu,GFP
Zxdc,chr6,90369492,90403490,+,90359492,90369492,4.03655822968483,4.637559429812431,1.1488895157532577,Mixed,Neu,GFP
Iqsec1,chr6,90656088,90988685,-,90988685,90998685,4.2460115557909015,5.105058452407519,1.202318548908566,Mixed,Neu,GFP
Fbln2,chr6,91212455,91272540,+,91202455,91212455,4.359302900552749,4.321613144318262,0.9913541781577719,Mixed,Neu,GFP
Ccdc174,chr6,91878053,91899843,+,91868053,91878053,3.801408313751221,4.183232264018058,1.100442761932631,Mixed,Neu,GFP
Uba3,chr6,97183670,97205647,-,97205647,97215647,4.495542549848557,4.9499146651665376,1.1010716971933203,Mixed,Neu,GFP
Mtmr14,chr6,113237843,113281392,+,113227843,113237843,4.332191533076763,5.27510265525182,1.2176522240477656,Mixed,Neu,GFP
Creld1,chr6,113483297,113493343,+,113473297,113483297,3.7827091508388513,4.558131183258692,1.2049911852852562,Mixed,Neu,GFP
Tamm41,chr6,115004381,115037876,-,115037876,115047876,4.364081062579155,4.408444328832625,1.0101655458772005,Mixed,Neu,GFP
Hnrnpf,chr6,117900324,117925622,+,117890324,117900324,4.588911543393135,4.325157492939631,0.9425236141600414,Mixed,Neu,GFP
Ankrd26,chr6,118501308,118562226,-,118562226,118572226,3.2678467926979065,3.5262630283037826,1.0790784427786866,Mixed,Neu,GFP
Rad52,chr6,119902698,119922828,+,119892698,119902698,5.482170637059212,3.8933599182049434,0.7101858325762457,Mixed,Neu,GFP
Eno2,chr6,124760053,124769673,-,124769673,124779673,6.528396161413193,4.7669111108382545,0.730181041863484,Mixed,Neu,GFP
Tuba3a,chr6,125278274,125286042,-,125286042,125296042,6.296213051533699,5.2494769583145775,0.8337514813028529,Mixed,Neu,GFP
Tnfrsf1a,chr6,125349362,125362484,+,125339362,125349362,5.754521253824234,4.60417214357853,0.8000964703221443,Mixed,Neu,GFP
Tigar,chr6,127085116,127109557,-,127109557,127119557,4.311616785216332,4.041767408394813,0.9374134135142117,Mixed,Neu,GFP
Plbd1,chr6,136612070,136661928,-,136661928,136671928,3.488608487129212,3.4209868540763853,0.9806164454101662,Mixed,Neu,GFP
Recql,chr6,142350342,142387087,-,142387087,142397087,4.6526087187528615,4.6884448848247535,1.0077023812312973,Mixed,Neu,GFP
Kcnj8,chr6,142564837,142571614,-,142571614,142581614,4.290841435909272,4.7936008560498555,1.1171703563625264,Mixed,Neu,GFP
