gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Ppp1r14c,chr10,3366057,3464975,+,3356057,3366057,6.192345629858971,5.28748744143645,-0.9048581884225211,Mixed,NSC
Plekhg1,chr10,3740364,3967303,+,3730364,3740364,6.090102776288987,6.021221802341938,-0.0688809739470484,Mixed,NSC
Mthfd1l,chr10,3973118,4167081,+,3963118,3973118,5.317535560929775,5.086418733338515,-0.23111682759125962,Mixed,NSC
Akap12,chr10,4266380,4359470,+,4256380,4266380,5.756896364748479,5.484502585728962,-0.27239377901951656,Mixed,NSC
Zbtb2,chr10,4367075,4388108,-,4388108,4398108,6.503551983189583,5.104490879658858,-1.399061103530725,Mixed,NSC
Rmnd1,chr10,4401915,4432388,-,4432388,4442388,6.026206197762489,4.995178340709209,-1.0310278570532798,Mixed,NSC
Esr1,chr10,4611593,5005614,+,4601593,4611593,6.253298302257061,5.257507865742842,-0.995790436514219,Mixed,NSC
Fbxo5,chr10,5799160,5805600,-,5805600,5815600,3.854578100979328,4.4587478632728255,0.6041697622934974,Mixed,NSC
Mtrf1l,chr10,5811887,5823910,-,5823910,5833910,3.8609116741418834,5.0689488100409505,1.2080371358990671,Mixed,NSC
Rgs17,chr10,5825663,5922400,-,5922400,5932400,4.290743588805199,4.027749643663565,-0.2629939451416341,Mixed,NSC
Cnksr3,chr10,7119063,7212237,-,7212237,7222237,4.421369629216194,4.327872297283014,-0.09349733193317977,Mixed,NSC
Pcmt1,chr10,7629373,7681136,-,7681136,7691136,5.745260636711121,6.108151265410581,0.36289062869945976,Mixed,NSC
Lats1,chr10,7681214,7716460,+,7671214,7681214,5.559056399834156,5.195199053855737,-0.3638573459784187,Mixed,NSC
Katna1,chr10,7726000,7763150,+,7716000,7726000,5.140638696610928,4.778200869560242,-0.3624378270506865,Mixed,NSC
Ginm1,chr10,7767947,7792824,-,7792824,7802824,4.2800814782738685,4.970806596259276,0.6907251179854077,Mixed,NSC
Tab2,chr10,7905653,7956230,-,7956230,7966230,5.131831453859807,4.624898324847222,-0.5069331290125847,Mixed,NSC
Ust,chr10,8204756,8518825,-,8518825,8528825,5.382802095592022,5.0537217434843384,-0.3290803521076837,Mixed,NSC
Sash1,chr10,8722219,8886070,-,8886070,8896070,6.990334311127663,5.819822036266327,-1.170512274861336,Mixed,NSC
Samd5,chr10,9622936,9675208,-,9675208,9685208,6.228067539036274,5.513274015732606,-0.7147935233036673,Mixed,NSC
Stxbp5,chr10,9755547,9901079,-,9901079,9911079,4.43092817517519,4.796815321171284,0.3658871459960942,Mixed,NSC
Rab32,chr10,10545002,10558265,-,10558265,10568265,3.107076528191566,3.669289064804713,0.562212536613147,Mixed,NSC
Shprh,chr10,11149427,11217595,+,11139427,11149427,4.065396591931582,4.672016716325284,0.6066201243937019,Mixed,NSC
Fbxo30,chr10,11281330,11298052,+,11271330,11281330,3.556660849153996,4.796023207386335,1.2393623582323388,Mixed,NSC
Epm2a,chr10,11343404,11459644,+,11333404,11343404,4.116839076077937,4.428063024266561,0.31122394818862364,Mixed,NSC
Utrn,chr10,12382188,12869365,-,12869365,12879365,4.348181741982698,4.840197557677826,0.49201581569512776,Mixed,NSC
B230208H11Rik,chr10,12916648,12923090,-,12923090,12933090,5.6746188980937005,5.281167716602484,-0.3934511814912165,Mixed,NSC
Stx11,chr10,12938209,12964298,-,12964298,12974298,4.912058256542682,5.241130598795414,0.32907234225273196,Mixed,NSC
Sf3b5,chr10,13005343,13009183,+,12995343,13005343,2.325090401625633,1.9509847670137883,-0.37410563461184476,Mixed,NSC
Plagl1,chr10,13060504,13131694,+,13050504,13060504,5.499515070438385,5.064117236578465,-0.4353978338599198,Mixed,NSC
Ltv1,chr10,13178140,13193168,-,13193168,13203168,4.816872083103657,4.662865381248792,-0.15400670185486565,Mixed,NSC
Phactr2,chr10,13207717,13474412,-,13474412,13484412,4.908901920425892,5.0082793808539705,0.09937746042807838,Mixed,NSC
Pex3,chr10,13523842,13553142,-,13553142,13563142,4.031366356408596,4.6761400016903885,0.6447736452817923,Mixed,NSC
Aig1,chr10,13647054,13868980,-,13868980,13878980,3.8059359776973727,4.203663173476855,0.3977271957794821,Mixed,NSC
Hivep2,chr10,13966075,14151374,+,13956075,13966075,6.087588744699955,5.770143287440141,-0.3174454572598142,Mixed,NSC
