gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Ppp1r14c,chr10,3366057,3464975,+,3356057,3366057,3.8784065192461012,4.209351732985179,0.3309452137390778,Mixed,Neu
Plekhg1,chr10,3740364,3967303,+,3730364,3740364,4.528915693521499,4.845359431950251,0.3164437384287515,Mixed,Neu
Mthfd1l,chr10,3973118,4167081,+,3963118,3973118,4.599682847929,5.913220996133486,1.3135381482044854,Mixed,Neu
Akap12,chr10,4266380,4359470,+,4256380,4266380,4.219667257189751,4.828503262877464,0.6088360056877136,Mixed,Neu
Zbtb2,chr10,4367075,4388108,-,4388108,4398108,4.469292899012565,4.817080547046662,0.3477876480340969,Mixed,Neu
Rmnd1,chr10,4401915,4432388,-,4432388,4442388,4.24164034819603,4.292147699507077,0.050507351311047444,Mixed,Neu
Fbxo5,chr10,5799160,5805600,-,5805600,5815600,3.5039837161302567,4.879474994341533,1.375491278211276,Mixed,Neu
Mtrf1l,chr10,5811887,5823910,-,5823910,5833910,3.4641636931896214,4.943826925198237,1.4796632320086154,Mixed,Neu
Rgs17,chr10,5825663,5922400,-,5922400,5932400,3.2992110310792926,3.722904209335645,0.42369317825635244,Mixed,Neu
Cnksr3,chr10,7119063,7212237,-,7212237,7222237,3.1002563047409057,3.833871616347631,0.7336153116067252,Mixed,Neu
Lrp11,chr10,7589800,7625483,+,7579800,7589800,4.192036432743073,3.469523302396139,-0.7225131303469343,Mixed,Neu
Pcmt1,chr10,7629373,7681136,-,7681136,7691136,4.733916884303094,5.048157264018059,0.3142403797149651,Mixed,Neu
Lats1,chr10,7681214,7716460,+,7671214,7681214,4.017540119409561,4.929904028018316,0.9123639086087554,Mixed,Neu
Katna1,chr10,7726000,7763150,+,7716000,7726000,4.018490708112717,4.754890898704528,0.7364001905918114,Mixed,Neu
Ginm1,chr10,7767947,7792824,-,7792824,7802824,3.7224856339216235,4.996262694748243,1.2737770608266192,Mixed,Neu
Tab2,chr10,7905653,7956230,-,7956230,7966230,3.1683469409942626,4.74594015999635,1.5775932190020878,Mixed,Neu
Ust,chr10,8204756,8518825,-,8518825,8528825,4.3918487758636475,4.4733451348940525,0.08149635903040497,Mixed,Neu
Sash1,chr10,8722219,8886070,-,8886070,8896070,4.771215913772583,4.679863142927488,-0.09135277084509497,Mixed,Neu
Samd5,chr10,9622936,9675208,-,9675208,9685208,3.752393320631981,4.230955896743138,0.47856257611115716,Mixed,Neu
Stxbp5,chr10,9755547,9901079,-,9901079,9911079,3.9130551985740665,4.949963619828224,1.0369084212541573,Mixed,Neu
Rab32,chr10,10545002,10558265,-,10558265,10568265,4.786539977192879,4.098695265173912,-0.6878447120189666,Mixed,Neu
Shprh,chr10,11149427,11217595,+,11139427,11149427,2.7066700555324554,5.326558307770888,2.619888252238433,Heterochromatin,Neu
Fbxo30,chr10,11281330,11298052,+,11271330,11281330,3.6235676749944687,4.08793490143617,0.46436722644170114,Mixed,Neu
Epm2a,chr10,11343404,11459644,+,11333404,11343404,8.273673246383666,3.9430983575264613,-4.330574888857205,Euchromatin,Neu
Utrn,chr10,12382188,12869365,-,12869365,12879365,2.276480439245701,3.522840873281161,1.2463604340354602,Mixed,Neu
B230208H11Rik,chr10,12916648,12923090,-,12923090,12933090,3.9514618736505507,4.0699169276952745,0.11845505404472378,Mixed,Neu
Stx11,chr10,12938209,12964298,-,12964298,12974298,4.92309530699253,4.538784889427821,-0.3843104175647092,Mixed,Neu
Sf3b5,chr10,13005343,13009183,+,12995343,13005343,1.8465355330467226,1.5181144725004831,-0.32842106054623943,Mixed,Neu
Plagl1,chr10,13060504,13131694,+,13050504,13060504,4.447871194958687,4.904113746658962,0.4562425517002753,Mixed,Neu
Ltv1,chr10,13178140,13193168,-,13193168,13203168,4.0970665841102605,5.323407279721897,1.2263406956116363,Mixed,Neu
Phactr2,chr10,13207717,13474412,-,13474412,13484412,3.535589767742157,4.391383635195097,0.85579386745294,Mixed,Neu
Pex3,chr10,13523842,13553142,-,13553142,13563142,3.917312483787537,5.173049452765782,1.255736968978245,Mixed,Neu
Aig1,chr10,13647054,13868980,-,13868980,13878980,3.031783537149429,4.679634983738263,1.6478514465888345,Mixed,Neu
