gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Plekhg1,chr10,3740364,3967303,+,3730364,3740364,6.090102776288987,6.021221802341938,0.9886896861223381,Mixed,NSC,GFP
Akap12,chr10,4266380,4359470,+,4256380,4266380,5.756896364748479,5.484502585728962,0.9526839182502085,Mixed,NSC,GFP
Rmnd1,chr10,4401915,4432388,-,4432388,4442388,6.026206197762489,4.995178340709209,0.8289092966257781,Mixed,NSC,GFP
Esr1,chr10,4611593,5005614,+,4601593,4611593,6.253298302257061,5.257507865742842,0.840757566905964,Mixed,NSC,GFP
Rgs17,chr10,5825663,5922400,-,5922400,5932400,4.290743588805199,4.027749643663565,0.9387066741000789,Mixed,NSC,GFP
Pcmt1,chr10,7629373,7681136,-,7681136,7691136,5.745260636711121,6.108151265410581,1.0631634753662276,Mixed,NSC,GFP
Lats1,chr10,7681214,7716460,+,7671214,7681214,5.559056399834156,5.195199053855737,0.9345469231092396,Mixed,NSC,GFP
Samd5,chr10,9622936,9675208,-,9675208,9685208,6.228067539036274,5.513274015732606,0.885230287111775,Mixed,NSC,GFP
Rab32,chr10,10545002,10558265,-,10558265,10568265,3.107076528191566,3.669289064804713,1.1809458285021308,Mixed,NSC,GFP
B230208H11Rik,chr10,12916648,12923090,-,12923090,12933090,5.6746188980937005,5.281167716602484,0.9306647391557185,Mixed,NSC,GFP
Stx11,chr10,12938209,12964298,-,12964298,12974298,4.912058256542682,5.241130598795414,1.0669927604817022,Mixed,NSC,GFP
Plagl1,chr10,13060504,13131694,+,13050504,13060504,5.499515070438385,5.064117236578465,0.9208297771197466,Mixed,NSC,GFP
Phactr2,chr10,13207717,13474412,-,13474412,13484412,4.908901920425892,5.0082793808539705,1.0202443361140645,Mixed,NSC,GFP
Pex3,chr10,13523842,13553142,-,13553142,13563142,4.031366356408596,4.6761400016903885,1.1599392335694836,Mixed,NSC,GFP
Tnfaip3,chr10,19000910,19015657,-,19015657,19025657,5.638799089282751,5.727074818086624,1.0156550583566015,Mixed,NSC,GFP
Myb,chr10,21124935,21160984,-,21160984,21170984,6.259653896164894,5.250853483815988,0.8388408641942698,Mixed,NSC,GFP
E030030I06Rik,chr10,22113050,22149270,-,22149270,22159270,4.322839569270611,3.690468429068724,0.85371394656948,Mixed,NSC,GFP
Tbpl1,chr10,22703879,22731938,-,22731938,22741938,1.7480712779283523,1.3101146845897038,0.7494629659165426,Mixed,NSC,GFP
