gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Plekhg1,0.9155781169798619,0.9886896861223381,-0.12724511310113473,-0.016410312569954517,-0.11083480053118022
Akap12,0.8646855047746149,0.9526839182502085,-0.2097525901189755,-0.06993045914886069,-0.1398221309701148
Rmnd1,0.9208572190475269,0.8289092966257781,-0.11895061429365625,-0.27071385139003895,0.1517632370963827
Esr1,0.8999532689757384,0.840757566905964,-0.15207800496429344,-0.250238236670939,0.09816023170664553
Rgs17,0.8900096984422607,0.9387066741000789,-0.16810703766414856,-0.09125367814957791,-0.07685335951457065
Pcmt1,0.9864790035243415,1.0631634753662276,-0.019639750308191414,0.08836344726138988,-0.1080031975695813
Lats1,0.8884888187642791,0.9345469231092396,-0.17057447419314614,-0.09766099213951762,-0.07291348205362852
Samd5,0.9570562769513976,0.885230287111775,-0.06332433413471959,-0.17587528279219686,0.11255094865747726
Rab32,1.1865336237877322,1.1809458285021308,0.24675298395747627,0.23994278798333948,0.00681019597413679
B230208H11Rik,0.9314838951357484,0.9306647391557185,-0.10239726893960584,-0.10366654715356871,0.0012692782139628739
Stx11,0.9865320404793162,1.0669927604817022,-0.01956218748645572,0.09355038754698727,-0.11311257503344299
Plagl1,1.1079835393466315,0.9208297771197466,0.14793644828296196,-0.11899360784598788,0.2669300561289498
Phactr2,0.9190014272815507,1.0202443361140645,-0.1218609927523604,0.028914701497427246,-0.15077569424978765
Pex3,0.9481379223230676,1.1599392335694836,-0.07683115667272823,0.21404922800434617,-0.2908803846770744
Tnfaip3,0.9032833508372038,1.0156550583566015,-0.14674947736450672,0.022410510284139224,-0.16915998764864595
Myb,0.9022348899451099,0.8388408641942698,-0.14842501789956875,-0.2535309507461191,0.10510593284655034
E030030I06Rik,0.9995245810524013,0.85371394656948,-0.0006860476509964146,-0.22817534705267392,0.2274892994016775
Tbpl1,0.7662151979372829,0.7494629659165426,-0.3841784528748562,-0.4160709045175603,0.0318924516427041
Eya4,0.9856777126607662,0.9701059058736115,-0.020812089615017047,-0.043785840847011925,0.02297375123199488
Epb41l2,1.0270742900132428,1.0475276341424158,0.0385405379924497,0.06698830322234219,-0.028447765229892487
Ptprk,1.1428345781188165,1.1390573804970754,0.19261659287961624,0.18784042524921724,0.004776167630399009
Rspo3,1.0693476038189478,1.0529942824704175,0.09673089402191355,0.0744976028650838,0.022233291156829746
Cenpw,0.9014465360896475,1.007686302780639,-0.14968616552103992,0.011046591358822319,-0.16073275687986224
Hey2,1.0807962814763221,1.1519047684566022,0.1120946161336572,0.20402144963224633,-0.09192683349858913
Tpd52l1,1.1598924715874077,1.0587676454974493,0.21399106578550747,0.08238601381676859,0.1316050519687389
Rnf217,1.0229505631816642,1.1039102209180296,0.032736424676553647,0.1426228450298821,-0.10988642035332845
Nkain2,1.2197745007464247,1.533609322422794,0.2866144619483972,0.6169310119232501,-0.3303165499748529
Zup1,0.961361768775057,0.9513622550172225,-0.05684866305221711,-0.07193330690010126,0.015084643847884147
