gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Stx11,chr10,12938209,12964298,-,12964298,12974298,5.10098462413152,4.4776022622187925,0.8777917582884572,Mixed,Neu,Mecp2
Gm9767,chr10,26078255,26079447,+,26068255,26078255,5.363210346221924,3.97887744685014,0.7418835343001292,Mixed,Neu,Mecp2
9330159F19Rik,chr10,29211606,29230779,+,29201606,29211606,4.348043885485331,3.965095209089915,0.9119262163673697,Mixed,Neu,Mecp2
Trmt11,chr10,30534225,30600749,-,30600749,30610749,5.298670622793833,4.174663027087848,0.7878698874259656,Mixed,Neu,Mecp2
Amd2,chr10,35708675,35711892,-,35711892,35721892,3.492906470457713,4.693825086236,1.343816425070471,Mixed,Neu,Mecp2
Armc2,chr10,41914990,42018442,-,42018442,42028442,5.5752433544158935,4.32678018031915,0.7760701919660793,Mixed,Neu,Mecp2
Psap,chr10,60277627,60302597,+,60267627,60277627,4.773039866511027,4.755016619563103,0.9962239479551848,Mixed,Neu,Mecp2
Cdh23,chr10,60302748,60696490,-,60696490,60706490,5.624494687398275,4.382328618685404,0.7791506370348337,Mixed,Neu,Mecp2
Kifbp,chr10,62538626,62578457,-,62578457,62588457,5.899292069689433,4.655714576387406,0.7891988600307605,Mixed,Neu,Mecp2
Stox1,chr10,62659043,62726128,-,62726128,62736128,3.9780303653081255,3.0314340303738914,0.7620439644731285,Mixed,Neu,Mecp2
Ccar1,chr10,62743928,62792286,-,62792286,62802286,6.578380945809681,4.28847262313366,0.6519039651945583,Mixed,Neu,Mecp2
Dna2,chr10,62947026,62974185,+,62937026,62947026,5.060438717269897,5.01886795211633,0.9917851460167479,Mixed,Neu,Mecp2
Ube2d1,chr10,71254980,71285262,-,71285262,71295262,6.814591325441996,4.174726467808088,0.6126158222022674,Mixed,Neu,Mecp2
Cabin1,chr10,75646112,75764341,-,75764341,75774341,4.1594108346303305,4.418164870548249,1.0622092998757395,Mixed,Neu,Mecp2
Gstt2,chr10,75831114,75837424,-,75837424,75847424,5.5454304603258775,3.5294835457086564,0.6364670102636624,Mixed,Neu,Mecp2
Pfkl,chr10,77986947,78010083,-,78010083,78020083,5.71600525894165,4.482855619478226,0.7842637325194224,Mixed,Neu,Mecp2
