gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change
Etl4,1.1562474307489827,1.8187991864897317,0.20945015987775445,0.8629862639083672,-0.6535361040306127
Pdss1,0.6219342431501435,0.7285117913183706,-0.6851660420172472,-0.4569757716862907,-0.22819027033095646
Zmynd19,0.8570559036074661,0.9708667971629593,-0.22253878410052919,-0.04265472329516562,-0.17988406080536357
Lrrc26,0.7629408724595376,0.8305974085170638,-0.39035684164772727,-0.2677787243591994,-0.12257811728852785
Grin1os,0.7102238938413078,0.7473790621117161,-0.4936541975719886,-0.4200879478274091,-0.07356624974457948
Tmem250-ps,0.6638399463563032,0.8444742649303063,-0.591092649146715,-0.24387463683778568,-0.34721801230892935
Notch1,0.8421384782117397,1.1018700610333445,-0.24787061052354586,0.13995410289663535,-0.3878247134201812
Surf1,0.7949608659353964,0.8697853103870675,-0.3310442532458047,-0.20126875123908097,-0.12977550200672375
Ppp1r26,0.7087548379662174,0.9022937264348505,-0.49664141695094666,-0.1483309400210229,-0.3483104769299238
Barhl1,0.5611753456748315,0.8164486362333544,-0.8334764669950732,-0.2925659679274626,-0.5409104990676106
Gle1,0.6780348979968729,0.7592011513653575,-0.560568565078345,-0.3974459146096994,-0.16312265046864555
1700001O22Rik,0.7104923242736787,0.8429722243039423,-0.4931090313336145,-0.24644299932988697,-0.24666603200372753
Fnbp1,0.7670426706586565,1.0387275275618535,-0.38262125766073346,0.05481726522592143,-0.4374385228866549
Fubp3,0.8056070187968575,1.1774626869116191,-0.311851842104596,0.2356813424193741,-0.5475331845239702
Prdm12,0.6390555102662315,0.5535869913097418,-0.6459868414810931,-0.8531180532736913,0.2071312117925982
Exosc2,0.9494188029698238,1.1338343034509029,-0.07488347267142209,0.18120982277047057,-0.25609329544189263
Gm13427,0.7332197183851604,1.0186342927714716,-0.44768251027257133,0.026636192128713373,-0.4743187024012847
Lamc3,0.797909428514255,0.7533461102533211,-0.3257031008822496,-0.4086152594398246,0.082912158557575
Fam78a,0.8308732218843221,0.8700526472346665,-0.2672997335500587,-0.20082539322907356,-0.06647434032098515
Prrc2b,0.7765742535431168,0.8203923757290356,-0.36480421779986677,-0.28561401061350555,-0.07919020718636122
Swi5,1.020139133243745,0.7479236203865487,0.028765929796704316,-0.41903714845882206,0.4478030782555264
Tor2a,0.7473609400974112,0.7688841701454251,-0.420122929884665,-0.3791618175627053,-0.0409611123219597
Gsn,0.8023979802679023,1.1220300126174778,-0.31761012036940794,0.1661112663881513,-0.48372138675755927
Dab2ip,0.783910722881344,1.1088059940353598,-0.351238735177446,0.14900696159724738,-0.5002456967746934
Ndufa8,0.586219266974596,0.942771283837906,-0.7704877097464433,-0.08502027912446675,-0.6854674306219766
Scai,1.6390097967199373,1.5791192818481512,0.7128244777668595,0.6591201520918525,0.05370432567500705
Dpp4,1.1583874176097357,1.003221068143795,0.21211783708259677,0.004639550887574976,0.2074782861950218
Kcnh7,3.3119587537473913,2.027783086650296,1.7276847060091505,1.0199033345153081,0.7077813714938423
Gorasp2,1.4915548433852197,1.5411638746793044,0.5768170254942652,0.6240202743232841,-0.04720324882901894
Mettl8,1.3427970609306612,1.475438431213109,0.42524128442885717,0.5611437195928338,-0.13590243516397665
Metap1d,1.1002536857644232,1.2380251651613683,0.13783620465692958,0.3080406403070377,-0.17020443565010812
Dlx2,0.9977999732688225,1.5646658444494854,-0.0031774641909917897,0.6458545830174548,-0.6490320472084465
Btbd18,1.042453488752134,0.8037134172799674,0.05998301624206579,-0.31524692827557954,0.37522994451764535
Rtn4rl2,1.0959304222464552,0.8306870280069014,0.13215620827440405,-0.26762306938424313,0.3997792776586472
Creb3l1,0.9020484088570679,0.9158739159612084,-0.14872323641334018,-0.12677909191191045,-0.02194414450142973
Large2,0.776265731258979,0.7419427634041779,-0.36537749460822105,-0.4306201993323326,0.06524270472411153
Mir7000,0.6491978184867716,0.7722501863222306,-0.6232699429121435,-0.3728597809527067,-0.25041016195943683
2810002D19Rik,0.9732086394514937,1.2740310945129265,-0.039178967337590125,0.34940048901663023,-0.38857945635422037
Traf6,1.7353565547355911,1.560341077799053,0.7952321163480291,0.6418614248977521,0.15337069145027704
Nat10,1.555403215078308,1.8773294396553304,0.6372886260065029,0.9086818410332953,-0.27139321502679237
Pax6os1,0.680495274719679,0.8739100073515379,-0.5553429510304724,-0.19444337194899078,-0.3608995790814816
Bdnf,1.4286792690804264,1.3223003012642953,0.5146820753966488,0.4030498575908112,0.1116322178058376
Grem1,1.2112084372517928,1.6737080793791674,0.27644716025375576,0.7430479214619556,-0.4666007612081999
Bub1b,0.9214534265533784,0.9146576013423987,-0.11801684599121057,-0.12869631793110525,0.010679471939894686
Plcb2,0.8357077643264735,1.0245720764691464,-0.2589295552887338,0.03502147845065001,-0.2939510337393838
Vps18,0.8823513276352528,0.9625297476098873,-0.180574883871868,-0.05509696607186762,-0.1254779178000004
Chac1,0.8742054570555813,1.1837734320171023,-0.1939557109957041,0.24339298317648428,-0.43734869417218836
Nusap1,1.0164055838103394,1.0815976970953116,0.023476206235269102,0.11316398499391232,-0.08968777875864323
Shf,1.1394494469438707,1.6326068496063,0.18833691910849476,0.7071774152648934,-0.5188404961563986
Sema6d,1.131526998671456,2.034645526187036,0.1782710082766793,1.0247774715642104,-0.8465064632875311
Usp8,1.0808261943593296,1.1266108798404888,0.11213454463038477,0.17198930906727614,-0.05985476443689136
Snrpb,1.038944948794089,1.1892617300542032,0.05511921131053742,0.25006625511543595,-0.19494704380489852
Idh3b,0.9883409029705968,1.1369385552775872,-0.016919346402166347,0.18515428730697417,-0.20207363370914053
Slc23a2,1.0273581836542391,1.039951195072362,0.038939258277357544,0.05651582425171883,-0.01757656597436129
Ralgapa2,1.251940269221231,1.157281653541701,0.32416573211559974,0.210740023233051,0.11342570888254874
Epb41l1,1.0937792573109546,0.8507617313123036,0.12932160785961172,-0.2331729549687283,0.36249456282834003
Ralgapb,1.1262731908878796,1.177496188230023,0.17155681261770658,0.2357223895785733,-0.06416557696086672
Top1,0.9448790245951854,1.0394820780060379,-0.08179846585939927,0.055864884512102336,-0.13766335037150162
2900093K20Rik,1.4219838947786732,1.1148220470201298,0.507905125256542,0.15681343896097288,0.3510916862955691
Ncoa5,0.8111725879091503,0.9112108592581057,-0.30191919495702585,-0.1341431545748055,-0.16777604038222035
Cdh22,0.7880552272204516,0.661017197415401,-0.34363135702660114,-0.59724028865641,0.25360893162980885
Sulf2,0.8880991412087911,1.015855999650481,-0.17120735688573455,0.022695910659384585,-0.19390326754511913
Cbln4,0.8185829836283264,0.8635925862469536,-0.28879941795511554,-0.21157723669445783,-0.07722218126065772
Tfap2c,0.9776005243845335,0.9249156934069221,-0.03268303586946466,-0.11260622574148513,0.07992318987202046
Ppp4r1l-ps,1.2059990839043668,0.9626505723926116,0.27022881134485605,-0.05491587829191198,0.325144689636768
Npepl1,0.7456887678328779,1.0364253810711852,-0.4233544842386941,0.05161625129174891,-0.474970735530443
Ntsr1,0.7839930686892931,1.2885654429768718,-0.351087195408853,0.3657658098871895,-0.7168530052960425
Chrna4,1.0224161446465923,1.155566715464133,0.03198252271374014,0.20860055473479702,-0.1766180320210569
Dnajc5,0.9738865722899045,1.174875128340374,-0.03817434221432429,0.2325074280264723,-0.2706817702407966
Polr3k,0.9680128330541135,1.3837715124075027,-0.046901921291618465,0.4686057456264305,-0.515507666918049
