gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Etl4,chr2,19909780,20810713,+,19899780,19909780,3.8715416011810304,4.476460029403369,1.1562474307489827,Mixed,Neu,Mecp2
Pdss1,chr2,22895522,22940266,+,22885522,22895522,6.807734507083893,4.233963208230336,0.6219342431501435,Mixed,Neu,Mecp2
Zmynd19,chr2,24949792,24962075,+,24939792,24949792,5.809531907399496,4.979093618432681,0.8570559036074661,Mixed,Neu,Mecp2
Lrrc26,chr2,25289915,25291180,+,25279915,25289915,7.071880011717479,5.395426306068898,0.7629408724595376,Mixed,Neu,Mecp2
Grin1os,chr2,25291220,25298925,+,25281220,25291220,7.147361537456512,5.07622694182396,0.7102238938413078,Mixed,Neu,Mecp2
Tmem250-ps,chr2,26136814,26140521,-,26140521,26150521,6.488264883295695,4.3071694120725,0.6638399463563032,Mixed,Neu,Mecp2
Notch1,chr2,26457903,26516663,-,26516663,26526663,5.485651826572418,4.619678481229147,0.8421384782117397,Mixed,Neu,Mecp2
Surf1,chr2,26913381,26916530,-,26916530,26926530,5.9040883401234945,4.69351917942365,0.7949608659353964,Mixed,Neu,Mecp2
Ppp1r26,chr2,28446800,28455508,+,28436800,28446800,5.998749681154887,4.25164285826683,0.7087548379662174,Mixed,Neu,Mecp2
Barhl1,chr2,28907679,28916668,-,28916668,28926668,7.122866604582469,3.99717712902228,0.5611753456748315,Mixed,Neu,Mecp2
Gle1,chr2,29935426,29960371,+,29925426,29935426,7.847386451085408,5.320801871903737,0.6780348979968729,Mixed,Neu,Mecp2
1700001O22Rik,chr2,30794769,30803661,-,30803661,30813661,5.955896845912933,4.2316189931869514,0.7104923242736787,Mixed,Neu,Mecp2
Fnbp1,chr2,31026206,31142008,-,31142008,31152008,4.620301461029053,3.5439683719158173,0.7670426706586565,Mixed,Neu,Mecp2
Fubp3,chr2,31572651,31617526,+,31562651,31572651,5.325498429234822,4.290258913183212,0.8056070187968575,Mixed,Neu,Mecp2
Prdm12,chr2,31640037,31655795,+,31630037,31640037,6.256373732153574,3.9981701078176495,0.6390555102662315,Mixed,Neu,Mecp2
Exosc2,chr2,31670715,31681349,+,31660715,31670715,5.138351288159689,4.878447329243024,0.9494188029698238,Mixed,Neu,Mecp2
Gm13427,chr2,31676364,31688469,-,31688469,31698469,5.809656088352203,4.259754401016235,0.7332197183851604,Mixed,Neu,Mecp2
Lamc3,chr2,31887291,31946539,+,31877291,31887291,5.975977123387655,4.768288491336505,0.797909428514255,Mixed,Neu,Mecp2
Fam78a,chr2,32050055,32084857,-,32084857,32094857,4.947897460746765,4.111075504763921,0.8308732218843221,Mixed,Neu,Mecp2
Prrc2b,chr2,32151082,32234537,+,32141082,32151082,5.959518701712291,4.628008787258467,0.7765742535431168,Mixed,Neu,Mecp2
Swi5,chr2,32278816,32288075,-,32288075,32298075,4.897497828324636,4.996129189650218,1.020139133243745,Mixed,Neu,Mecp2
Tor2a,chr2,32757234,32762244,+,32747234,32757234,6.5580672762235,4.901243324780464,0.7473609400974112,Mixed,Neu,Mecp2
Gsn,chr2,35256380,35307892,+,35246380,35256380,5.969684578577677,4.790062848687172,0.8023979802679023,Mixed,Neu,Mecp2
Dab2ip,chr2,35558266,35730994,+,35548266,35558266,5.875125872389475,4.60557416964372,0.783910722881344,Mixed,Neu,Mecp2
Ndufa8,chr2,36036326,36049406,-,36049406,36059406,7.20578387187322,4.2241693393468855,0.586219266974596,Mixed,Neu,Mecp2
Scai,chr2,39066214,39190734,-,39190734,39200734,3.23106194823583,5.295742186967532,1.6390097967199373,Mixed,Neu,Mecp2
Dpp4,chr2,62330073,62412231,-,62412231,62422231,3.8168344987392424,4.421373058438301,1.1583874176097357,Mixed,Neu,Mecp2
Kcnh7,chr2,62693414,63184287,-,63184287,63194287,1.6734175071716308,5.5422897615512206,3.3119587537473913,Heterochromatin,Neu,Mecp2
Gorasp2,chr2,70661576,70712636,+,70651576,70661576,3.5745639568964642,5.331658182899157,1.4915548433852197,Mixed,Neu,Mecp2
